,Sqrt_TS_Band_3,Sqrt_TS_Band_4,Sqrt_TS_Band_5,Flux_History_0,Flux_History_1,Flux_History_2,Flux_History_3,Flux_History_4,Flux_History_5,Flux_History_6,Flux_History_7,Sqrt_TS_History_0,Sqrt_TS_History_1,Sqrt_TS_History_2,Sqrt_TS_History_3,Sqrt_TS_History_4,Sqrt_TS_History_5,Sqrt_TS_History_6,Sqrt_TS_History_7,CLASS1
109,18.49596405029297,21.22818374633789,11.016844749450684,5.093480748286083e-09,3.767008482924439e-09,5.261151070357073e-09,4.824336929942774e-09,4.448948320856516e-09,3.7672815977884966e-09,5.044338724502495e-09,5.703616690055924e-09,11.443700790405272,8.445005416870117,9.587121963500977,8.887864112854004,8.190947532653809,6.1959228515625,8.59351921081543,10.100519180297852,1
110,38.69401550292969,30.83182144165039,19.22950935363769,1.6929149637689992e-08,2.922721087372793e-08,2.59329766549854e-08,2.3448357922006835e-08,2.645761831843174e-08,2.161872814099297e-08,1.7891927939217567e-08,1.2529046244935673e-08,13.584309577941896,19.020496368408203,16.458723068237305,15.35281467437744,17.261096954345703,12.694360733032228,11.725784301757812,8.603357315063477,1
115,17.021020889282227,9.45293426513672,2.502138376235962,9.555045643594441e-09,9.752373131277636e-09,5.3918696174548594e-09,2.7491162679638133e-09,7.817805958154622e-09,4.5865893305574446e-09,6.029091448311874e-09,1.78862578081862e-08,4.835493087768555,4.857985019683838,2.923567295074463,1.3555742502212524,4.150330066680908,2.377819061279297,2.977622985839844,8.672806739807129,2
134,59.01591491699219,40.94584655761719,19.61470603942871,3.1974021208469594e-09,4.4092085538238734e-09,6.969087529284934e-09,1.0341465461749522e-08,8.650806293530877e-09,4.105864981340801e-09,9.575223280933189e-09,1.4449689444973046e-08,2.398178577423096,3.576186418533325,4.453792095184326,6.380953788757324,5.623734474182129,3.116206169128418,5.27921199798584,8.443225860595703,2
137,11.73432731628418,12.75403118133545,3.3789803981781006,1.38892142231839e-08,1.286246664733426e-08,1.3159435319209932e-08,1.5732959823822057e-08,1.3337862370121913e-08,9.282928203901974e-09,6.04068306486738e-09,4.6336081638287405e-09,6.561976432800293,7.366940498352051,8.237859725952148,9.477987289428713,8.258633613586426,5.574066638946533,4.520751476287842,3.142708778381348,1
142,32.72935485839844,20.199451446533203,5.044086933135986,1.9369837289673345e-08,3.0808326556552856e-08,3.3411957645057555e-08,4.1839495423801054e-08,1.5904042527381534e-08,1.4225988387295274e-08,3.176317875386303e-08,3.3351735595488214e-08,9.59822940826416,14.04289436340332,15.665538787841797,18.1743106842041,7.844264507293701,6.953935623168945,12.818276405334473,14.9208984375,2
144,32.6626091003418,23.226974487304688,6.11629056930542,9.7880337168732e-10,6.144203812397109e-09,1.2745870137109705e-08,4.637747608171595e-08,4.109611140279412e-08,5.658508683836772e-08,1.1228286211917293e-07,2.7530033364087103e-08,0.5563573837280273,3.2222647666931152,6.603086471557617,17.58612632751465,15.88700008392334,18.844993591308597,32.61647415161133,12.01430606842041,2
153,5.438086986541748,3.0103201866149902,0.7117025256156921,3.3273452881843472e-09,4.031373013191342e-09,9.362953079516956e-09,4.236408557289906e-09,2.1903741043161062e-09,5.875221642526185e-09,3.2821376727554244e-09,1.8989263494972874e-09,2.8502397537231445,2.982509136199951,5.314269542694092,2.292194604873657,1.5177539587020874,3.284684181213379,2.096736192703247,1.0997294187545776,1
156,39.78407669067383,44.34627151489258,35.83063507080078,1.1177938574746804e-08,1.489697254442035e-08,9.046338789175934e-09,1.2733495147188025e-08,8.831392506181146e-09,8.798974882040511e-09,1.1593503934648196e-08,1.0641229231111993e-08,23.375333786010746,27.35698127746582,22.260047912597656,25.588891983032227,17.513273239135742,17.437166213989258,21.450035095214844,20.847644805908203,1
162,18.70794486999512,22.319095611572266,17.53861427307129,4.7697992222595084e-09,4.189515845354208e-09,3.288106453780415e-09,1.910644975566811e-09,3.5066725079246903e-09,3.886231336736046e-09,3.6947376269580445e-09,7.297456416921477e-09,12.857234954833984,11.371782302856444,8.343411445617676,6.2177581787109375,8.353376388549805,8.061002731323242,9.434898376464844,14.802051544189451,1
166,24.63227081298828,39.26375198364258,39.50678253173828,9.667648015465602e-09,6.390440177028722e-09,1.0565248231841906e-08,9.92826443280137e-09,1.3171660206978686e-08,2.2056866555431043e-08,2.3020923833882992e-08,1.6561754634381032e-08,14.89177417755127,13.217275619506836,19.16091728210449,16.77596664428711,23.967300415039062,30.257125854492188,29.487329483032227,25.80697059631348,1
172,5.096271991729736,2.9909634590148926,1.8648914098739624,4.079159232617258e-09,3.6262091107630563e-09,9.751190965801015e-10,6.1869203094033765e-09,2.734754867006472e-09,4.516486740158143e-09,1.536486826658745e-09,6.999224311243779e-09,2.1609344482421875,1.824628472328186,0.4487622082233429,2.802107334136963,1.4043492078781128,1.7166768312454224,0.6162698268890381,3.4201221466064453,1
173,9.44545078277588,11.302007675170898,9.025218963623049,4.0079868313114275e-09,4.794182384415535e-09,2.9635911502623454e-09,2.918091990267157e-09,3.00181568491098e-09,3.932326020361643e-09,2.7354709608573557e-09,2.517574149152324e-09,5.294439315795898,6.573501110076904,3.4245681762695312,3.7489616870880127,3.775790691375733,5.916896820068359,2.898322820663452,3.987570762634277,1
177,6.33075761795044,9.039003372192385,4.951462745666504,9.500706887877186e-10,1.7850391165197264e-09,1.2645851032999642e-09,6.80157208332588e-10,1.207238753409001e-09,1.8020198666590655e-09,7.871011620252942e-10,1.959429285491865e-09,2.794707536697388,3.977654218673706,3.447350025177002,2.225236415863037,2.9936864376068115,3.8890373706817623,2.806360006332397,4.946238040924072,1
183,6.787456512451172,2.794438600540161,3.541619062423706,5.0444231014523674e-09,1.7904832061432783e-09,9.867267891650044e-09,4.165570111069883e-09,4.8061110646813185e-09,3.22190940593714e-10,1.9229371428508557e-09,4.4407872934471015e-09,3.52246356010437,0.938596248626709,6.834932327270508,4.13425350189209,3.52894926071167,0.198959931731224,1.493770718574524,3.610619306564331,1
191,1.5468002557754517,5.28426456451416,4.829248905181885,2.455140313273318e-09,3.687344873881671e-09,1.350966116753227e-09,1.8886714414634302e-09,2.816105348912856e-09,2.332964488260813e-09,8.215241820153095e-10,5.589411711248714e-10,3.928227424621582,3.3104560375213623,1.456361174583435,3.1309680938720703,3.0915396213531494,1.9577348232269287,0.8682408928871155,0.5320728421211243,1
192,11.2444429397583,9.43740177154541,5.39443826675415,9.11378794654638e-09,7.378934352431088e-09,7.975129001636105e-09,3.2004012773256822e-09,1.2287054929061014e-08,3.864452313706579e-09,4.561778510492331e-09,6.709157229778384e-09,6.170844554901123,4.510665893554688,5.699113368988037,2.408682346343994,7.9687581062316895,2.5550827980041504,2.6167447566986084,3.664552688598633,2
197,5.685510158538818,9.30578327178955,5.728861331939697,7.102424204319391e-10,1.1247988651597039e-10,7.523512368656782e-10,1.110727954056756e-09,8.652828453747928e-10,1.1527593324345276e-09,7.25521920319494e-10,8.203326212763429e-11,3.982510566711426,0.5089288353919983,4.436916351318359,4.764906883239746,4.110036849975586,4.889115810394287,3.182312488555908,0.4140607118606567,1
198,37.71302795410156,40.35653305053711,26.96609687805176,1.2821576689248104e-08,1.1254075893418758e-08,1.0444746401105933e-08,5.570547134681192e-09,3.0959466101876394e-08,1.8810256463552832e-08,2.8027795195839644e-08,1.511614478033607e-08,15.125191688537598,13.212446212768556,11.931023597717283,7.239937305450439,29.764217376708984,18.23350715637207,24.3663330078125,16.206640243530273,2
203,23.352338790893555,29.36386108398437,22.311622619628903,7.79550823892805e-09,5.1103299369970046e-09,6.247734329889454e-09,4.664235220275259e-09,6.434486721218491e-09,3.887874466812491e-09,2.0460440453007326e-08,4.202915793172224e-09,17.301349639892578,12.094858169555664,13.362317085266112,11.543895721435549,15.600571632385254,9.093117713928224,29.29207420349121,9.55263900756836,1
204,17.381799697875977,17.133525848388672,16.287622451782227,4.826146593472913e-09,1.2872344967718165e-08,7.396304901874373e-09,1.0622414947647485e-08,7.480169372797718e-09,1.3160843970183578e-08,8.517688776521481e-09,4.3144057215727125e-09,5.842501640319824,11.993749618530272,7.542920589447021,9.274459838867188,8.598308563232422,9.586989402770996,8.897906303405762,4.762943267822266,1
209,11.087685585021973,15.08757209777832,8.016167640686035,1.657647707986598e-08,1.426969120643662e-08,9.625773067512e-09,6.7653771473885635e-09,4.847740431301872e-09,1.3798925335706256e-09,5.440484063257145e-09,6.148060283095447e-09,11.138630867004396,12.948652267456056,8.293577194213867,6.230180263519287,5.721411228179932,1.8365724086761477,4.868515491485596,6.755931377410889,1
213,14.139824867248535,13.99131965637207,15.174400329589844,4.546900911339691e-10,4.165384037690956e-09,4.996381974819997e-09,1.0477274159370609e-08,7.938038670829428e-09,1.1426242174650271e-08,1.0181255838404011e-08,7.347277009017716e-09,0.685920238494873,5.57282304763794,6.075827121734619,11.884258270263672,8.74731159210205,11.481409072875977,8.830952644348145,8.575704574584961,1
218,4.008166790008545,4.917915344238281,4.605827808380127,6.2005476308968355e-09,1.968945451125137e-09,2.612055904904764e-09,3.977135065724724e-09,1.9772574688659006e-09,5.3445012859754115e-09,1.4587752117378727e-09,5.910884670612404e-09,3.943941116333008,2.104188680648804,2.397831916809082,1.5616658926010132,1.2732887268066406,3.095314741134644,0.792582631111145,3.550454378128052,1
221,8.517579078674316,8.4570894241333,6.163535118103027,1.9823513941474853e-09,6.017065512509134e-09,3.554824212770313e-09,7.742667840204831e-09,5.183908857731012e-09,6.6433649692498875e-09,4.2742200889733795e-09,4.955584387289491e-09,1.5058585405349731,4.177789688110352,4.275358200073242,6.229701995849609,3.5125529766082764,5.664584636688232,3.7242965698242183,5.6849565505981445,1
224,33.98464584350586,29.70692253112793,12.89168930053711,3.133622694662108e-09,1.2859445952528858e-08,7.560966963637838e-09,1.194909238222408e-08,1.4140219661840092e-08,1.874172106397509e-08,1.0408636619274604e-08,1.5475897896521932e-08,3.824018239974976,11.179762840270996,7.434427261352539,11.046675682067873,11.190449714660645,13.29509735107422,8.90345573425293,12.371350288391112,1
225,26.863643646240234,16.334455490112305,10.426589965820312,1.41386014007594e-08,1.0185937426854252e-08,4.9611843522257004e-09,9.190136651682224e-09,8.991805522384766e-09,6.370350913442735e-09,4.461580438430701e-09,1.3721939140509676e-08,7.824004173278809,5.64560079574585,3.1778931617736816,5.308324337005615,5.103728771209717,3.710841655731201,2.902334451675415,7.604968547821045,2
226,18.74522399902344,14.292520523071287,5.166224956512451,9.373238185617085e-09,8.680784979731015e-09,6.328487067719379e-09,1.462439414012806e-08,2.192300918579804e-08,5.0998149703218594e-08,2.040867030927984e-08,3.3173208180414804e-08,5.985199928283691,5.005410194396973,3.472032308578491,7.647315979003906,9.708349227905272,19.5424747467041,9.11495876312256,14.940671920776367,2
227,53.480506896972656,45.22040939331055,30.312274932861328,4.5342929411162913e-08,1.991212172924861e-08,2.4933553888217833e-08,3.777435964025244e-08,2.1506778580260292e-08,2.5302899331336448e-08,2.7819313075383437e-08,4.5205130305703285e-08,33.37582015991211,17.150785446166992,21.093738555908203,28.168418884277344,17.76231575012207,18.75452423095703,19.513032913208008,30.28721809387207,1
230,17.615156173706055,10.615235328674316,5.128008842468262,4.037425327396704e-08,9.914885801265429e-09,2.9291298275779812e-08,1.72872596237994e-08,2.2188443082882262e-08,5.545833126063826e-09,4.775797535216952e-09,3.634438749955393e-09,19.042537689208984,4.736091136932373,13.118796348571776,7.9558916091918945,9.745591163635254,2.721055746078491,1.9944859743118288,1.8392488956451416,2
231,34.554813385009766,42.43357849121094,33.20395278930664,4.879447068617537e-09,4.175278345286415e-09,2.500889495493652e-09,3.978372742352576e-09,4.6116910290550095e-09,4.802890085642275e-09,5.949107428904199e-09,6.489825565836327e-09,15.872424125671388,14.879060745239258,11.070219039916992,16.368112564086914,15.965508460998535,14.13477611541748,17.311790466308594,20.348953247070312,1
232,10.43240737915039,3.547231435775757,0.2747599482536316,1.0481921997040902e-09,6.970619192969707e-09,5.26252064148025e-09,1.1388686438351671e-08,6.352519399399625e-09,1.3878925564370093e-08,1.1705445501775102e-08,1.2369225643737993e-08,0.411940723657608,2.625418186187744,2.3207640647888184,4.276062965393066,2.743952512741089,4.727338790893555,3.740180492401123,5.008262634277344,2
237,16.59697723388672,21.69344520568848,17.620452880859375,2.522194231246999e-09,2.261544507220492e-09,3.9213237101876075e-09,3.6895757560273515e-09,3.2497993185387486e-09,3.6729748131847365e-09,3.497012013298217e-09,1.8955286229527246e-09,8.640835762023926,6.910797595977783,11.809247016906738,9.733538627624512,9.752057075500488,10.803418159484863,10.011330604553224,8.245814323425293,1
241,16.038732528686523,19.39131736755371,11.4736328125,2.786636033036416e-09,4.660094088393407e-09,8.090462522147845e-09,4.4680685817866114e-09,4.484836502172129e-09,4.199200986931828e-09,7.877279273316162e-09,7.313359251526208e-09,5.415599346160889,5.868809223175049,9.173885345458984,6.450067043304443,4.928571701049805,5.233427047729492,10.008343696594238,9.770223617553713,1
242,21.15200424194336,23.441574096679688,14.869389533996582,2.667516652010704e-09,4.027598698996826e-09,3.372929935352431e-09,4.0930774325431685e-09,4.647895845977246e-09,2.942638799297015e-09,4.424617561227251e-09,3.2066866939572947e-09,7.256853103637695,8.5285005569458,8.253355979919434,8.975732803344727,9.737276077270508,6.598204135894775,8.505313873291016,6.765561580657959,1
254,30.94395446777344,22.614545822143555,12.663207054138184,9.664682387722225e-09,6.784331318954173e-09,1.3843431290183617e-08,1.2339861577004284e-08,4.483070803473765e-09,8.681651841868643e-09,1.7163152676857862e-08,1.1512649500389216e-08,12.161394119262695,9.530828475952148,16.194475173950195,14.702765464782717,6.313694000244141,9.92552661895752,17.861270904541016,14.378654479980469,1
261,3.440620183944702,7.711405277252197,8.894575119018555,1.254111148263348e-09,1.1201074512356968e-09,1.7509360628054083e-10,1.763387658115789e-09,1.0932907912319934e-09,2.3049719910517293e-09,2.323808701021335e-09,1.4756857957820555e-09,3.6548900604248047,3.3890600204467773,0.4480762779712677,4.701562404632568,2.807626962661743,3.859920263290405,3.582415819168091,2.6755313873291016,1
266,28.79315948486328,30.713171005249023,21.92873764038086,1.1959844670172972e-08,7.077996411197773e-09,5.310331285812708e-09,5.6639319900853025e-09,7.858558248585723e-09,4.834768141392942e-09,7.629880727222371e-09,1.0663089966556072e-08,20.351293563842773,12.842202186584473,9.437188148498535,9.936777114868164,11.13443088531494,8.13676643371582,11.194472312927246,15.547868728637695,1
281,36.902793884277344,34.62125778198242,21.46198081970215,4.660655861243868e-08,2.3959371375781305e-08,2.0033848358025352e-08,1.9688688723817907e-07,2.4465858672328977e-08,5.9166318067127583e-08,5.59154713641874e-08,9.743303763798394e-08,11.914106369018556,8.425244331359863,6.442531585693359,37.77080154418945,7.713446617126465,14.64876937866211,15.23643684387207,26.46697998046875,2
285,4.730819225311279,5.155007839202881,3.628192663192749,2.8710165356216062e-09,2.3133537307984398e-09,1.4572348883135076e-09,2.1660391258393474e-09,2.818155708794734e-09,2.261306475404012e-09,4.6995980440556195e-09,5.439123818007374e-09,2.1731810569763184,1.4154257774353027,1.1222444772720337,1.2457900047302246,1.6682933568954468,1.5399696826934814,4.120209217071533,2.816103458404541,1
286,11.541376113891602,15.410136222839355,14.387652397155762,1.8612689167696319e-09,2.602895454728582e-09,2.517215325070765e-09,7.302708437961768e-10,1.2838949903226646e-09,3.051833674660997e-09,1.1789845766330131e-09,4.433399869441246e-09,6.323075294494629,7.824504852294922,7.44992208480835,3.6249806880950928,4.26154899597168,7.986728668212891,2.8312911987304688,10.938543319702148,1
290,9.79524040222168,3.311833381652832,2.257946252822876,9.916589327474412e-09,2.6260725149995775e-08,2.5660746416633632e-08,1.5383678331204464e-08,1.1195403715191789e-08,8.050637489986912e-09,9.923094346220296e-09,3.675226789567887e-09,4.323606014251709,10.741806983947754,10.251309394836426,6.074602127075195,4.288849353790283,3.229746103286743,4.0348286628723145,1.7180927991867063,2
291,14.412969589233398,12.817401885986328,2.019874095916748,1.5586332224870603e-08,5.239022105030244e-09,6.903439486727335e-10,1.0258315086275616e-08,1.2743422317385011e-08,1.6625273602244306e-08,3.937472570214595e-09,5.440244255083826e-09,8.997732162475586,3.953195095062256,0.5010942816734314,6.479193210601807,8.517165184020996,9.460050582885742,3.052089214324951,3.989665269851685,1
301,5.12070894241333,3.442592144012451,1.128851056098938,7.404625801399334e-09,4.2598458094289535e-09,1.0280513329519181e-08,1.3922512920316876e-08,1.2507528346361596e-08,4.586145241347594e-09,6.914078198860807e-09,6.215029824119256e-09,2.492166042327881,1.3941333293914795,3.3439056873321533,4.0331573486328125,3.666717529296875,1.2285947799682615,1.6562995910644531,1.5683197975158691,2
302,132.33790588378906,78.38432312011719,26.16958236694336,1.3836074685968924e-07,1.3985238922487042e-07,1.1341365535599834e-07,4.765546890439509e-08,1.3617462002457614e-07,2.64390422444194e-07,2.6719862944446504e-07,5.988554221403319e-07,45.90418243408203,41.1158561706543,35.291255950927734,18.15157127380371,41.204010009765625,59.47281646728516,58.13037109375,107.12580871582033,2
303,14.720626831054688,15.254170417785645,11.83754825592041,3.755017630169277e-09,2.904805507242258e-09,4.711378398525312e-09,5.8055129592560214e-09,5.4459703413556335e-09,4.509959516951767e-09,3.9202276980176975e-09,5.4422621964533854e-09,6.366012096405029,4.263077259063721,7.217040538787842,7.7167463302612305,6.837174415588379,6.23091983795166,5.303025245666504,7.680952548980713,1
305,22.290000915527344,12.100890159606934,3.91310715675354,3.26725491106572e-08,2.3427782025464694e-07,1.0726788701731493e-07,1.1650345577152166e-08,5.836528149671949e-09,1.841047492234793e-08,7.401842339049837e-08,1.0652259874177616e-07,5.439477443695068,37.1772689819336,18.789138793945312,2.3035809993743896,1.068104863166809,3.381733655929565,12.401305198669434,18.521120071411133,2
308,20.37676239013672,26.560606002807617,24.536436080932617,2.4485293792508852e-08,1.7852292089060032e-08,2.1064648692004084e-08,2.4287340139039774e-08,2.4558652000905568e-08,2.3291311990192295e-08,2.2196305238253444e-08,1.960779449916572e-08,12.415162086486816,11.834890365600586,14.125582695007324,14.920830726623535,16.024023056030273,13.032450675964355,12.2399263381958,12.966822624206545,1
312,6.504780292510986,6.113398551940918,5.770262718200684,2.341925764426378e-09,1.040962982479243e-09,3.4102678458935998e-09,1.4381120738704567e-09,1.8970005566387727e-09,1.277700029111983e-10,1.5791639107476383e-09,3.8922589595813414e-09,3.3138389587402344,1.2073206901550293,4.641595840454102,2.402428388595581,1.9734283685684204,0.0917399749159812,1.5165337324142456,6.17092227935791,1
