,CLASS1,Frac_Variability,HR_24,Signif_Avg,Pivot_Energy,HR_35,HR_37,LP_Flux_Density,HR_36,HR_47,HR_57,PLEC_ExpfactorS,HR_46
27,1,0.45170566,0.0029474737704344,6.878327,2795.2131,0.0210346247881861,0.0813857543252932,2.6746307e-14,0.0318932295895246,0.0762575984186521,0.0604546229429927,0.5594674,0.0267374484523755
28,2,0.9457461,0.0255843199019954,11.245723,683.055,0.0990691061865308,0.0991534172981501,1.6769217e-12,0.0943989817201087,0.0860298466293054,8.514751914209923e-05,0.16206774,0.081264042100273
29,2,0.84219086,0.0223745862964559,23.338678,691.1044,0.0280477505119311,0.1207987569539891,1.6288045e-12,0.037971579593932,0.1102741751927897,0.0930663275746682,0.080881566,0.0273159710675705
33,2,0.44942507,0.0294281274808776,16.086971,598.2377,0.0467561067477842,0.0746430155245302,2.8355265e-12,0.106711093701767,0.0609522275018943,0.0279845754151373,0.23886833,0.0930943612440176
35,1,0.49450755,0.0194491965146008,5.414082,2149.5942,0.0210122720237984,0.1187514391117052,3.2884438e-14,0.0274454458572409,0.1092915384344568,0.0979836595938113,0.53097296,0.0178658547264893
36,1,0.0,0.0122153455937874,7.125673,2084.9785,0.0199374544490211,0.0949510995940188,4.8990854e-14,0.1035128302687302,0.0859242173517414,0.0751559215592135,0.3561921,0.0945007231580651
37,1,0.48748028,0.0249866558746433,7.211533,1199.5168,0.0198236087638773,0.0707141115046266,1.2143986e-13,0.0863600009305534,0.0584657787805113,0.0509619416431148,0.04236748,0.0741395669015876
41,0,0.0,0.0287900139343316,5.705449,888.94543,0.0653003470076481,0.0707006454186844,3.1519852e-13,0.073839662256133,0.0518558565023468,0.005425346022029,0.9586621,0.0550023465437898
42,0,0.40840542,0.0165632105258063,16.365044,2095.9404,0.0194111603413424,0.1001285421039777,1.0475824e-13,0.0310702858339408,0.0940714653033823,0.0808745704824495,0.105551794,0.0249603555585958
43,1,0.0,0.0149446895275618,56.51904,1430.0842,0.016431209416122,0.0986848658594581,1.0624387e-12,0.0294934578000062,0.091903559200535,0.0823872483301985,0.07838052,0.0226546577357566
44,0,0.43575424,0.029372954976165,5.9461904,767.1138,0.0576070215168562,0.0760845054455085,4.5831687e-13,0.1038561357957072,0.0619489384333028,0.0185588273010477,0.2987582,0.0897860633565241
46,1,0.0,0.0133883073567224,11.07414,4481.3696,0.0077101218604885,0.0813650689562123,1.222227e-14,0.0192509369805395,0.0761816319380314,0.0737011823972696,0.17989486,0.0140365792968628
47,0,1.2768945,0.0237476633603667,26.44023,1554.3737,0.0316738705784721,0.1117776259335336,9.0215915e-13,0.0435671129613359,0.0995799127691328,0.0803883647378436,0.29517514,0.031248894353177
48,0,0.58037937,0.0144525242463493,19.204882,1710.9305,0.0181949314033082,0.1270279811544611,1.9553218e-13,0.0293436847093749,0.119948029451963,0.1090851745410942,0.1339966,0.0221588631794176
51,1,0.10027631,0.0208817838460008,18.235521,1420.2627,0.01757896609936,0.0972814211683829,3.038242e-13,0.0254860390075617,0.088584065912235,0.0798389882661465,0.03428638,0.0167168197385269
53,1,0.4184122,0.0157661665828008,64.89692,1330.3015,0.0173453742833363,0.0926782915737127,1.3861759e-12,0.0259273528942085,0.0850919044887944,0.0754542129298194,0.05106355,0.0182842877068414
55,3,0.47500834,0.0222123526288927,9.9780035,1586.7131,0.0208138320249826,0.0873282084686149,9.3502476e-14,0.0314179945876897,0.0748334262686494,0.0666354954298523,0.044191033,0.0188484688428293
56,1,0.22463594,0.0197122189984201,13.523349,1811.7891,0.0136300785946963,0.0388656196659828,8.0521276e-14,0.0839516429565059,0.0304897205508453,0.0252489164689248,0.055817317,0.0756190427739732
57,0,0.27680176,0.0120933209160014,5.362248,2696.0554,0.0198910362682259,0.0919871102705713,1.6521437e-14,0.0740062042436876,0.0858805247779424,0.0722282313657548,0.6825171,0.0678819150195555
58,0,0.2574764,0.0238442327295628,5.3157153,414.85593,0.0572123950380245,0.0751381494926745,1.5667e-12,0.086620804451644,0.0648208755716272,0.0180031469858598,0.061054893,0.0763215757972024
62,2,0.7932924,0.0209420464574075,6.997116,1345.3511,0.113724419045806,0.0768408025283944,1.165011e-13,0.0296378597810184,0.0680183127940169,-0.0372087719055566,0.048083626,0.0207744769560843
63,2,0.72519034,0.0272037425103934,24.288837,571.9983,0.0273658043383669,0.093385559993667,3.1576564e-12,0.0826844448582783,0.0786932838525572,0.0661889061017943,0.1442938,0.0679665771503947
64,0,0.0,0.0203105276472944,6.0495462,1299.9877,0.0207590264943948,0.100037123092003,8.731035e-14,0.0298900242804978,0.0907033184964218,0.0794430739071626,0.059122935,0.0204765170486995
65,0,0.0,0.0245911354125489,4.388951,1144.902,0.0176304258644,0.1100342426230763,9.4290054e-14,0.0982789365628911,0.1027268258430211,0.0925834240236903,0.122107975,0.0909540431045438
66,2,0.9433384,0.0219532988305228,28.245321,724.0235,0.0265346197532081,0.0951425056392152,2.541146e-12,0.0968578412501161,0.0844844866070341,0.0687815296868185,0.10074445,0.0862031678792195
68,0,0.55554736,0.0138206986048003,7.793412,3987.461,0.0146756903827583,0.1058545908035537,9.314358e-15,0.0174061000348108,0.1020982400435872,0.0913207662449132,0.077046275,0.0136096082768996
69,0,0.5119396,0.0231767619779333,12.205895,1973.2552,0.0196078618706435,0.101635085434461,1.4320667e-13,0.0895346549434693,0.0910417697163512,0.0821910176634865,0.0538456,0.0789179537071061
70,2,1.2962931,0.0209035542806579,11.10404,1677.0107,0.017861206185711,0.0953752119849262,1.0164886e-13,0.100078055549136,0.0857255707719471,0.0776462775006114,0.110207915,0.0904369240387432
71,1,0.31255382,0.0163016438135141,24.767956,1412.678,0.0179446013705735,0.0897554906141281,3.089228e-13,0.0330873558181911,0.0801076028746953,0.0719267363511724,0.115646675,0.0233771130034589
72,0,0.15063366,0.0187056668518839,9.273533,4803.59,0.0220395841016722,0.0944974829663277,8.382997e-15,0.0154370027653489,0.0844289444483032,0.0726091208076335,-0.012418433,0.0052883167073585
74,2,0.8896143,0.0191450719675453,9.183543,2385.9421,0.0138995524666873,0.093474842701574,4.2377133e-14,0.068575514823985,0.0868231642362035,0.0796788136091802,0.00025475587,0.0618978763410959
75,1,0.0,0.0123477487187292,14.7916355,3299.1636,0.0168748996850143,0.0267231357191205,2.5842525e-14,0.0186452614312079,0.019926605349382,0.009852679102058,0.004903145,0.0118466120105039
76,1,0.73931456,0.0204378346321885,9.59528,1146.0089,0.0360756132152545,0.0766258298025643,2.6981341e-13,0.0757436716661501,0.0670241992108521,0.0406626212388998,0.3078175,0.0661408246764219
77,1,0.23754619,0.0183304518736105,13.948918,2240.8513,0.018738303849489,0.1154045295026114,5.6527757e-14,0.0234875046680891,0.1059186959047469,0.0968757179535683,0.0055246055,0.0138874185405528
78,1,0.31550595,0.0248056997970231,5.9672127,1091.1918,0.0835138516503564,0.0916823381219789,2.1680566e-13,0.0237705050972458,0.0821559286334848,0.008231513069683,-0.013347367,0.0141750300153646
79,0,0.3681978,0.0211767464275713,14.114299,1660.8405,0.0191095712070273,0.0815329190076728,1.7687115e-13,0.0794411759845751,0.0750252380288323,0.0625207588392376,0.09279645,0.0729313783054956
80,1,0.2576234,0.000922932466841,11.777328,6929.809,0.0028820169798976,0.0165545352632777,7.59911e-15,0.0111689089851525,0.0210624736017292,0.0136731706365275,0.14722097,0.0156776300729227
81,0,0.0,0.0150371051519755,19.224836,2970.0845,0.0155823121150605,0.0439057636687863,1.0584308e-13,0.0300264320290691,0.036249882876663,0.0283428424032597,0.13359568,0.0223634959636936
82,0,0.44728386,0.0281506350333183,16.589058,555.2084,0.0632066334271175,0.0672903269484653,3.0043698e-12,0.037164370240374,0.0542857091168444,0.0041011364545279,0.23492514,0.0241237756041431
83,1,0.0,0.0178188263001802,6.9896655,4967.872,0.0098996054411863,0.1702171657350915,4.687125e-15,0.0184915850060865,0.1662360784369505,0.1605881646448351,0.027777655,0.0143956581626819
84,1,0.0,0.0131010691472524,16.470945,7268.966,0.0126709188330811,0.022095058131025,8.0659754e-15,0.0187840090104202,0.0153344933677303,0.0094267784630369,0.02880469,0.0120226801634777
85,1,0.19884299,0.0161053019704575,12.1987915,2113.031,0.0207421956346172,0.0340547517419825,6.413591e-14,0.0284588353733395,0.0256318061712667,0.0133219663490372,0.05094392,0.0200333374492426
86,2,0.65228546,0.0391180612241817,19.939705,443.26532,0.0352527287213804,0.0739554209425667,7.258816e-12,0.0905955405288035,0.0500267236152075,0.0388038589411572,0.28113157,0.0667231661456605
87,2,0.5252061,0.027110929865292,4.9909987,592.02905,0.0665118187540256,0.1025532603869072,9.857296e-13,0.0788567531262397,0.0876275255480409,0.0362889688296155,0.32846856,0.063871530225854
88,0,0.3277953,0.0204401638751181,20.323252,1195.0275,0.0216859893174228,0.0871248577377446,4.706041e-13,0.0320468368691668,0.0774548108304587,0.0655627419262994,0.053592585,0.0223180540468913
91,2,0.90885466,0.0280232877978365,28.707115,851.2023,0.0250757809010884,0.0916220801775947,2.1009665e-12,0.0997125390792284,0.0769157232649855,0.066699541152696,0.15271719,0.0850273780580828
92,1,0.2706897,0.0166902578006398,10.465015,1596.9047,0.0212336777189115,0.0873865735298024,1.1699035e-13,0.0255028342705885,0.080966909564715,0.0662758732346478,0.030496497,0.0190405643405235
93,1,0.10265498,0.0044530657416785,15.602418,3904.386,0.0117555196114059,0.0292857547633182,2.1489472e-14,0.0117122905494216,0.0270529730530434,0.0175362723514959,0.09381978,0.0094779865331133
95,2,1.0447963,0.0331571619270337,7.9100785,406.54874,0.0730225359490864,0.0681004795548455,3.6782435e-12,0.0708206388646117,0.0532586603120676,-0.0049466554674124,0.41114354,0.0559838525093814
96,0,0.9787778,0.0204489387463656,14.665922,1270.1489,0.0195569787232621,0.085624232984011,2.0845721e-13,0.0764803581585226,0.0779910119987449,0.0661780728388289,0.05639825,0.0688362766353829
97,1,0.25407124,0.0174371820626267,22.789745,2267.393,0.0140281738949986,0.1285910684277724,1.2047839e-13,0.0276924414263413,0.1213936423822602,0.1147699277609155,0.042256515,0.0203850083646936
98,2,1.3735869,0.026209313925954,18.718227,1445.7444,0.0350015037035905,0.1024802724717158,5.3134645e-13,0.1382554992406738,0.0915857702178871,0.0677216839859831,0.19722515,0.127451564838867
99,1,0.34476462,0.0191262323132705,14.484995,1725.0594,0.0213409902283923,0.106515120161865,1.3443498e-13,0.0300702656940429,0.0975784017443745,0.0853681836074495,0.05159616,0.0210454021996231
100,0,0.0,0.0288101510095882,3.2042253,1363.1714,0.0472454492384239,0.1218531377762351,1.7016323e-13,0.0797827964817383,0.1062541482419891,0.0750396925155217,0.4925934,0.0640599617036936
101,1,0.4631552,0.014515832451954,8.11823,3655.1777,0.0115354037281175,0.0905112231667568,1.38172605e-14,0.0256237112198026,0.0859187080635861,0.0790583629710456,0.14076538,0.0209976923354662
102,0,0.38661122,0.0288540594184377,4.5856223,620.90466,0.0742064116235013,0.0696155074054124,6.8533607e-13,0.091735527942856,0.0575074468690567,-0.0046147436004957,0.64351577,0.079667644706907
103,1,0.34275222,0.0178152660524711,29.602173,969.3571,0.0210821593283753,0.1295990270655027,8.6834945e-13,0.0281997259834786,0.1207236740101351,0.1088141727947334,0.06340823,0.0191881837733011
104,1,0.34925744,0.017389538459918,7.882179,2153.0115,0.0246608340145095,0.0872904092205729,4.6829717e-14,0.0326867168721138,0.0776157587751484,0.0627646858765547,0.13983154,0.022953380595961
106,1,0.31218225,0.0160750499629742,27.131353,1939.0461,0.0158872281876792,0.1763649384739489,1.6362279e-13,0.0226319916071152,0.1689493103410526,0.1609286242484976,0.035742424,0.0149912090854632
107,1,0.0,0.0118957227262477,9.646608,8737.983,0.0145014156442499,0.0149001155114112,2.4267435e-15,0.0233786638060706,0.0063466152602897,0.0003987860339635,-0.0029124906,0.0148273199049085
109,1,0.18697871,0.0101938275969183,32.22765,1482.6697,0.0184089424164553,0.0889635078005851,3.880967e-13,0.0246417390562352,0.0833680079988804,0.0706703038433418,0.09329797,0.0190070692893088
110,1,0.43549657,0.0186630726236681,61.90344,880.4098,0.0193871523501876,0.0478042134057007,3.5510807e-12,0.0337865423593512,0.0386274364322979,0.0284434220654826,0.04447557,0.0246004301335391
114,2,0.46483153,0.0292115398660575,14.539717,404.76788,0.0702584870779077,0.0757091544432085,5.145898e-12,0.0828495674343995,0.0636464647564055,0.0054798156591099,0.18045777,0.0707995696714322
115,2,0.5585473,0.0250431557203076,24.017208,917.8061,0.0313070275166469,0.1052970640948689,1.2857135e-12,0.0426260901953987,0.0922240065629832,0.0742347542727672,0.15733433,0.029441403584621
116,1,0.28340095,0.0137850818624747,9.318911,2089.8809,0.0217409318925282,0.1250209477497492,6.479953e-14,0.0314413214941964,0.1181227120854773,0.1035615034707796,0.34768698,0.0244450683511014
120,0,0.7741576,0.0242266255364599,4.11527,806.2785,0.0537099551184686,0.0945116786221156,2.6502205e-13,0.0237086721211704,0.085680389374346,0.0410098986902523,-0.017098706,0.0148084109187078
121,0,1.1735452,0.0300349025620151,3.9845252,900.40717,0.067097791840387,0.0632386052851329,2.8045166e-13,0.0674737280718908,0.0423528868817029,-0.0038756315216564,0.7387637,0.0465977640979043
122,2,2.0824275,0.0228968392546411,5.2781134,1318.8574,0.0190472136423783,0.0908050632189521,9.132995e-14,0.0866221018256805,0.0806011002174915,0.071882175797388,0.039937455,0.0764109422398309
124,2,0.0,0.0197667402055746,3.57752,3071.779,0.0554803708222638,0.0750926020057295,7.460176e-15,0.0102076461272884,0.0832436042728998,0.0196942808148787,0.1339911,0.018408379380494
128,0,1.2532092,0.0167855165758799,13.455969,1455.0996,0.024208370736856,0.0993554460810736,1.6374066e-13,0.1195204032966997,0.0908112099457062,0.07532825739039,0.29398885,0.111012773738233
131,1,0.3896722,0.0165557161741782,13.241903,2604.0557,0.0180828574892396,0.0803794896820007,3.1556765e-14,0.0173607437075721,0.0737258012168401,0.0623873115797337,0.011269279,0.0106686298580376
133,0,0.0,0.0126088318067758,12.069453,2231.3215,0.0207311671005038,0.0971324663791846,8.9247294e-14,0.0759027734389787,0.0890836412000959,0.0765554566584979,0.32943594,0.0678254927495577
134,2,1.6535703,0.0213238734743761,89.21285,635.79504,0.0239094759923014,0.1118524711561029,1.5294375e-11,0.0375869165924328,0.1011900976036768,0.0881788147638928,0.08525154,0.0268133497777761
135,1,0.26373813,0.0181469192274081,4.079314,3903.0642,0.0146149355867743,0.0842814603649797,5.069518e-15,0.0167174798669813,0.0811957967238343,0.0697524436141503,0.24662805,0.0136112615715624
136,1,0.27852362,0.0157435218867695,11.369533,1897.7698,0.0191348674693652,0.0998867915230275,8.402919e-14,0.0312629868586904,0.0968617817217179,0.0809065624264472,0.0731528,0.0282111175218559
137,1,0.4917453,0.0176382625188252,19.135262,1398.9402,0.0259589540968764,0.0790144944178063,2.4648244e-13,0.0342739123089922,0.0715692167443617,0.0531645879954828,0.08087436,0.0267931680340099
138,0,0.6132988,-0.0459905129286669,9.746155,6425.8906,0.0088597283843982,0.0857474900170204,6.174412e-15,0.0128659566721473,0.0861965889437875,0.0769462176334688,0.5694199,0.0133183221415214
139,1,0.34903395,0.0211273770583693,5.1196513,2622.5342,0.0123227004694206,0.0908124649678043,1.6025613e-14,0.1196148430565347,0.0838867006942944,0.0785776972480304,0.1278705,0.1127300187565525
141,1,0.7461387,-0.0021071294589939,14.667213,3260.5798,0.0114542139435384,0.105235654989713,2.8693536e-14,0.0157648929744169,0.1011495130803437,0.0938946208434468,0.11870131,0.0116355456152842
142,2,0.70863044,0.0245162968944926,52.35371,644.55035,0.0310154838779969,0.088305677089728,5.876119e-12,0.0358735851379003,0.0761478098998315,0.0574475330028336,0.0650643,0.0236437935095816
144,2,0.75941986,0.023470323407359,53.71871,580.7013,0.03103956010747,0.1048903620020501,9.980944e-12,0.1150025199184437,0.0941278498859338,0.0740920270632635,0.12655683,0.1042630236501289
148,1,0.07789153,0.0022080168835287,8.388575,3550.6025,0.0152022920128501,0.0784140461451829,1.6054945e-14,0.0246161853155923,0.0675751377773999,0.0632871971056401,0.16258188,0.0137232183864948
151,0,1.6293298,0.0233708631240998,13.040528,955.086,0.0221571110087455,0.0867132844549848,5.2378756e-13,0.0815824402052009,0.0741328200768237,0.0646804450116932,0.1433402,0.0689918491649429
153,1,0.66033083,0.0228540579371318,6.9553857,1139.5641,0.0316978905678643,0.0801843206714113,1.484273e-13,0.0289371007848199,0.0667504358802773,0.0486099808192785,0.055638097,0.0154369595980376
154,0,0.0,0.0081607881398266,5.594671,8069.873,0.0096583019147792,0.0661055557682401,1.6980458e-15,0.0097911117292313,0.0641224568192129,0.0564833166106561,0.27086848,0.0077997230261354
155,1,0.0,-0.0448889350253297,6.026091,8317.166,0.0155530380133093,0.0214133834067865,1.6884806e-15,0.0155972108152131,0.0175564392383221,0.0058622977916945,0.07308067,0.0117395225979428
156,1,0.26706934,0.0106169701901536,76.817635,1674.1256,0.0113339448098318,0.0340269970127729,8.4164446e-13,0.0195312596662096,0.0292008032143588,0.0227018073843875,0.05817273,0.0147016528969321
157,0,0.52166134,0.0203392516821942,11.053949,1359.362,0.0229067704350488,0.0855663358134724,1.9391498e-13,0.0383001379385184,0.0731243394562883,0.0627826223576422,0.12151441,0.0257921702024534
158,0,1.0079426,0.028027062517509,14.900646,816.5675,0.0259288793504729,0.0960911941844916,8.217757e-13,0.0326840384694305,0.0836472709324937,0.0703375634745445,0.03662835,0.0201475441700066
161,0,0.076713026,0.0248751882457297,7.2306657,819.86523,0.0754420552548016,0.0840950790204166,3.8972205e-13,0.0366623526233674,0.069629225042391,0.0087082717025272,0.34297052,0.0221230974316695
162,1,0.27859876,0.0098979771529752,36.550503,2297.5273,0.0133588882871046,0.0407657405216142,2.1648705e-13,0.021027120679859,0.0355133230236574,0.0274217857269648,0.08306574,0.0157688321766755
164,1,0.99467087,0.0121859993897785,9.021272,2044.897,0.0188925638717857,0.0862040447069166,6.346496e-14,0.0729835836338596,0.0810972931892367,0.0674212841782223,0.40362477,0.0678663523912565
165,0,0.6393731,0.0277040239239738,7.121661,1396.485,0.0288535398252698,0.124657330154913,2.7564306e-13,0.1043492415472376,0.1126415272613689,0.0961496217931459,0.15121645,0.0922796665346837
166,1,0.54187524,0.011373893420757,69.93408,3312.808,0.0104277779494247,0.0243449333239943,2.8358793e-13,0.0181951653573719,0.0200614979043734,0.0139206893303052,0.036669333,0.0139107216045507
167,0,0.0,0.022861076075082,4.9089923,1760.7815,0.0276591556430756,0.0902648617955488,4.6203438e-14,0.0269747959469375,0.0805929451389277,0.0627624018944706,0.006166856,0.0172365332194683
168,0,1.264397,0.0251215254925828,10.179058,1027.6007,0.0187234104804421,0.1083029924076457,3.708152e-13,0.1160845410896126,0.0949803383315608,0.0897616006251012,0.08302932,0.1027840303219794
170,2,0.3447841,0.0195842543475,7.0520163,1341.6981,0.0225247266302891,0.1119364085712103,1.3960606e-13,0.0791175538836459,0.104799764007429,0.0896376887624652,0.18673797,0.0719372966072277
171,1,0.491668,0.0192679942900207,23.327469,1555.3241,0.0179847713419477,0.0335521115380925,3.1431926e-13,0.0273971089680755,0.0253566185229156,0.0155767396222467,-0.0007124397,0.0191989520172893
172,1,0.0,0.0239951005821965,7.230222,971.94495,0.0215104481732087,0.0938183559864636,2.762044e-13,0.1073375160523172,0.0813098923807013,0.0724541256645109,0.08604557,0.0948612422373546
173,1,0.21633819,0.0140550888725049,18.241486,2534.6191,0.0147836636071171,0.0764229055391052,7.0205655e-14,0.022927846076655,0.0708026305058204,0.0617089613661725,0.07126599,0.0172792333391162
174,2,1.2020161,0.0208645536186623,97.55795,651.15216,0.026452003876408,0.0947717069933315,1.2351523e-11,0.0345604806375442,0.0853644941511349,0.0684914043253253,0.07873454,0.0250847634306877
175,3,0.3409177,0.0323453057309152,7.9600024,532.5513,0.0509357914918551,0.0699026689081409,1.9892243e-12,0.0363627474079691,0.0541110146928202,0.019034651201139,0.5039378,0.0205229640023088
176,2,0.249116,0.030769517299845,12.125998,429.48755,0.0615378644139011,0.1029082923188199,4.2753856e-12,0.1123587274903148,0.0896182152123165,0.0416340864380874,0.12992641,0.0990942928617827
177,1,0.21209995,0.0073236243893411,12.513439,4434.8145,0.0149468379838474,0.0192013138413443,1.2325032e-14,0.0281934196721441,0.0138861619301601,0.0042556972380381,0.0058042393,0.0228802797676424
179,0,0.60868746,0.0140301122003378,9.55258,2155.041,0.0149167141775881,0.0924570998048965,5.3012597e-14,0.1074297781116594,0.0851291503981774,0.0776474736166405,0.22701965,0.1001231406027669
182,1,0.34986943,0.0170632720391262,10.816568,5442.4185,0.0121018755116511,0.0256219572446247,6.944199e-15,0.0195615298560744,0.0197160772678535,0.0135242752555415,-0.00066902343,0.0136542431759013
183,1,0.6108893,0.0240182631702102,8.099487,1687.8866,0.0203972850539479,0.0346486911213158,7.091639e-14,0.0810658329280294,0.0199565750947174,0.0142614852184433,0.22353947,0.0664427406894101
185,0,0.5163428,0.0209704838002709,4.5501523,1264.6484,0.0262662160830153,0.0857037517191164,1.110441e-13,0.0279816328296658,0.0746793229393631,0.0595716381407456,0.40436524,0.0168914341671681
187,0,0.0,0.0400603403870782,12.913219,877.44366,0.0383224747778884,0.0866953549160968,2.072579e-12,0.1124463671726839,0.0624353633195651,0.0485341289844611,1.3661879,0.0882965242745228
188,2,0.4613594,0.0208439274688924,7.380077,4588.6694,0.01570701746432,0.031770099786038,5.8283664e-15,0.0201045974569392,0.016850647824592,0.016071102018781,-0.007887858,0.0051787083204261
189,0,0.0,0.0050230830501331,5.332441,6860.348,0.0090291931131127,0.087948318907048,2.124782e-15,0.0157667026373134,0.0766964821647291,0.0789818454634505,0.33052248,0.0044392460415084
190,1,0.0,-0.0549906327984125,7.4016743,6109.009,0.0067785703424851,0.0728085309503123,3.5231253e-15,0.0163961849725189,0.0699921834392284,0.0660625649774115,0.3746219,0.013566041414372
191,1,0.0,0.0201746837709168,7.270876,3203.5183,0.0075312470332911,0.0482464317131003,1.489017e-14,0.0205589293654721,0.0488533098807889,0.0407299841556111,0.062644646,0.0211669766038109
192,2,0.2779596,0.0183187402183216,16.853624,1624.0604,0.0220017775270647,0.1127194018508421,1.7911329e-13,0.0288999019148421,0.1029537577005433,0.0909431658489648,0.05682916,0.019025030367333
195,1,0.13105926,0.0175024634934737,9.823544,2815.2283,0.0189875947292837,0.0963139645156095,2.7898287e-14,0.0176036875182657,0.0882950630324537,0.0774680410564387,0.018548539,0.0095173630393393
196,0,0.41823706,0.0210701973912766,6.4173527,2028.0117,0.0185474162790872,0.0815037867775926,3.8062977e-14,0.0693494774279563,0.0710284705170418,0.0630516847632554,0.061277274,0.0588561709983811
197,1,0.31231037,0.0066354511999482,11.949308,2666.2856,0.0133997583425028,0.1123644517608683,3.9742098e-14,0.0278222020678632,0.1088987409409798,0.0991139249436859,0.25455245,0.024315931941186
198,2,0.49642843,0.0143349031535183,67.48478,1393.5527,0.0159970849362484,0.0441674252326001,1.4347894e-12,0.0247507642358003,0.0377789330435591,0.0281902581247198,0.054796502,0.0183545014691635
199,2,0.97684515,0.0297874320206867,6.0882926,928.62714,0.0204902377263546,0.1346313148643276,2.9448975e-13,0.0731960203536583,0.1194980396673692,0.1144568208884616,0.032217808,0.0578804596119605
200,0,0.42503473,0.0260727347765399,13.438526,1620.8031,0.0236802004904132,0.08228218155439,3.193433e-13,0.0410078449178273,0.070807366104943,0.058716387511601,0.13432321,0.0294797364908358
201,0,0.0,0.0225853552401048,5.6287265,1009.5455,0.021613768574273,0.1637476593244104,2.2537381e-13,0.163666288023702,0.1538513893714281,0.1426387182742938,0.13161111,0.1537697553379921
202,2,0.9120233,0.0278964305005656,17.578194,593.10406,0.0334102729320566,0.1656163279024501,1.8845069e-12,0.0328605062504758,0.1507963757340115,0.1329416592878971,0.050837457,0.0176697807341123
203,1,0.818748,0.0107390759338454,47.78714,2118.0635,0.0128369210967623,0.0375609426908386,3.0710742e-13,0.0182796401672667,0.03288736313175,0.0247359484486105,0.05570586,0.0136014437137044
204,1,0.368834,0.0151281457100817,32.64234,2359.9734,0.0139281685907296,0.0353190240116525,1.852997e-13,0.0225940303697166,0.0281112138250654,0.0214013833889195,0.033176165,0.0153815641506159
209,1,0.76364005,0.0159584471907134,21.445501,1896.5369,0.0190377158644343,0.1228609820915503,2.2770075e-13,0.0288985917458419,0.1164979994621301,0.1040666774017163,0.12004691,0.0224474004936
