,CLASS1,Frac_Variability,HR_24,Signif_Avg,Pivot_Energy
1621,1,0.44039777,0.0100652449955698,14.727509,3654.2031
1629,1,0.2351775,0.0164649211671611,28.905853,1351.7965
1633,1,0.6736696,0.0089157229206674,13.375583,3476.355
1634,1,0.0,0.0143015083886034,7.1709127,4480.7544
1637,3,0.19972272,0.0135411114229931,45.12229,2426.1682
1641,1,0.31236702,0.0181768201388101,26.967234,1236.1757
1643,1,1.0621176,0.0198102889682361,23.510777,1771.7241
1647,1,0.2395896,0.0110188254641453,103.309135,2064.887
1663,2,1.6312078,0.0232811324945605,26.559017,885.76697
1664,2,0.89864933,0.0311767257216469,29.423487,444.56415
1677,1,0.0,0.0088935009363927,17.985044,7899.9976
1684,2,1.0288708,0.0317644251124647,20.563713,628.9199
1688,2,0.86472374,0.0291454320244134,27.626427,1111.0568
1690,2,1.4640449,0.0188262735159794,52.55027,1062.681
1705,2,0.80918473,0.0270679137674761,34.907345,553.41064
1711,1,0.33767372,0.0087137008581434,38.209976,3248.945
1713,1,0.6162285,0.0043388942129863,15.98739,5578.7993
1720,1,0.43438935,0.0113331162510177,98.13947,2018.3262
1721,1,0.07100992,0.0157379564842313,21.621521,2141.426
1722,1,0.21830171,0.0136996766799135,19.517662,1531.9559
1731,1,0.3121306,0.0135033007647509,23.412285,1468.0398
1736,2,0.77240014,0.0199913296864506,40.131313,850.0899
1737,2,1.383717,0.0209705457609259,36.336643,938.8886
1744,2,0.49152738,0.0281547110581585,26.142519,1172.8663
1756,2,0.45133662,0.0298377927471048,12.054968,850.76794
1760,2,0.6067344,0.027356312954818,9.751144,880.9632
1763,1,0.0,0.0154532696649223,17.054016,2811.4155
1765,1,0.42806557,0.0171476858247391,94.476944,1033.9956
1772,2,0.7208718,0.0240174793972494,42.798534,687.1215
1773,1,0.50419235,0.0171415857684805,40.037594,1416.1589
1775,1,0.16390799,0.0170637842378322,21.515911,1338.9369
1777,1,0.66625804,0.0192882674858561,24.611385,1588.863
1790,1,0.112940684,0.0131300667603814,39.958965,1711.7299
1792,1,0.6127209,0.0141634888655012,41.689476,1316.024
1798,1,0.50500846,0.0166873196587597,30.333746,1935.0239
1800,1,0.4017481,-0.0089111244919974,13.369087,5906.1167
1803,2,0.8100294,0.0217981695289848,33.522633,979.7549
1804,1,0.36330625,0.0079679362898098,29.126858,3359.345
1805,2,0.7063997,0.0308003101387083,17.09506,727.67114
1811,1,0.38609183,0.0197254266041857,43.294113,863.3683
1817,2,1.0685992,0.0236435411003056,39.272427,591.90216
1826,2,0.919595,0.0243094548538073,23.24747,929.95215
1828,1,0.08075449,0.0138318021185975,59.528973,1470.1066
1831,1,0.12012008,0.0073879325635387,9.103139,3059.4285
1832,2,0.67964154,0.0198591487828754,92.253296,765.29
1834,1,0.0,0.016177878487825,15.572915,2380.5884
1838,2,0.52763784,0.0274596024252503,25.743517,480.37427
1839,1,0.34593248,0.0179075358690485,318.78537,1606.1707
1851,2,1.222705,0.0224179920086581,75.831154,597.1089
1860,2,0.5298519,0.0260181636140026,20.650263,1112.9417
1871,2,0.6193912,0.0230896293032177,134.91803,688.5124
1872,1,0.0,0.0097169593018639,15.722685,2242.509
1873,1,0.37042874,0.0185633088065563,28.018559,1521.0173
1876,1,0.43399435,0.0039779814618773,15.766313,6450.779
1878,1,0.0,0.0124867428401572,8.528998,2416.8494
1881,1,0.034755643,0.0125569121243056,5.0836277,2594.0796
1887,1,0.0,0.0124080054711755,6.3647194,2367.091
1891,1,0.020400073,0.0140391598234129,16.33907,2801.1086
1893,2,1.1357791,0.0224463215105998,30.680183,805.6224
1899,1,0.16597795,0.0162693475091641,19.618368,3272.6353
1903,1,0.33443576,0.0170889330707315,88.16355,1654.7288
1907,2,0.72932494,0.0251114502838858,107.73347,599.7917
1920,2,0.47869015,0.0323929208569149,12.911283,1178.2853
1922,2,0.931893,0.0191643275345835,11.868536,1740.0431
1923,2,1.5627581,0.0225113182432817,62.214603,634.7083
1927,1,0.0,0.0203146495566438,10.843475,2080.763
1934,1,0.32296655,0.0158312382887009,21.24519,6047.0054
1935,1,0.5259976,0.0216219939790457,11.237037,1442.6187
1941,1,0.36897314,0.0128204327032123,18.529352,2637.6602
1942,2,0.54658824,0.0393924970650233,17.299553,465.77213
1946,1,0.74971753,0.0138995095077681,51.73621,1888.5891
1949,1,0.7203461,0.0219481061424856,21.965317,2081.761
1950,1,0.0,0.0178888087562766,11.926907,2900.7522
1956,1,0.6139883,0.0208387497036004,9.031821,1143.3765
1957,2,0.7153295,0.0207977876157802,25.254816,1136.637
1963,1,0.16959333,0.016136790300061,10.466968,2424.9937
1966,1,0.5483549,0.0191070977686758,11.337212,2678.8457
1972,2,0.77612275,0.0248668171363821,32.13813,896.3043
1983,1,0.1664859,0.017036939267542,44.90694,1087.1627
1991,1,0.21235807,0.0190593416792571,41.87455,1044.7502
1993,1,0.30912825,0.0162235408588681,52.797146,1116.0048
2000,1,0.17551117,0.0192842105636962,45.08811,1146.4551
2006,1,0.26344785,0.0159491104788516,18.425447,1303.8625
2007,1,0.45463592,0.0151910582288536,14.185967,4711.216
2016,1,0.6078053,0.0182554996194343,15.122711,1363.8147
2018,1,0.0,0.0174083734248938,4.354326,2409.0889
2019,1,0.6969452,0.013331729301243,17.367416,3424.3276
