,Flux_Band_1,Flux_Band_2,Flux_Band_3,Flux_Band_4,Flux_Band_5,Flux_Band_6,Flux_Band_7,nuFnu_Band_0,nuFnu_Band_1,nuFnu_Band_2,nuFnu_Band_3,nuFnu_Band_4,nuFnu_Band_5,nuFnu_Band_6,nuFnu_Band_7,Sqrt_TS_Band_0,Sqrt_TS_Band_1,Sqrt_TS_Band_2,Sqrt_TS_Band_3,Sqrt_TS_Band_4,Sqrt_TS_Band_5,Sqrt_TS_Band_6,Sqrt_TS_Band_7,Flux_History_0,Flux_History_1,Flux_History_2,Flux_History_3,Flux_History_4,Flux_History_5,Flux_History_6,Flux_History_7,Sqrt_TS_History_0,Sqrt_TS_History_1,Sqrt_TS_History_2,Sqrt_TS_History_3,Sqrt_TS_History_4,Sqrt_TS_History_5,Sqrt_TS_History_6,Sqrt_TS_History_7,CLASS1,HR_01,HR_02,HR_03,HR_04,HR_05,HR_06,HR_07,HR_12,HR_13,HR_14,HR_15,HR_16,HR_17,HR_23,HR_24,HR_25,HR_26,HR_27,HR_34,HR_35,HR_36,HR_37,HR_45,HR_46,HR_47,HR_56,HR_57,HR_67
5262,6.971309751691024e-09,3.085610211783773e-09,1.4751975196958254e-09,5.589291807162056e-10,1.4141564308456367e-10,4.752720092482399e-11,2.148307356661383e-12,9.490596242917038e-13,1.7885226719777105e-12,2.23126790481476e-12,3.620622248193262e-12,3.8336001040306655e-12,3.3225293176453174e-12,3.0970029058635658e-12,2.884504158966184e-13,0.4004536867141723,5.6587910652160645,18.71106719970703,37.326053619384766,37.45500564575195,24.85843086242676,15.524097442626951,2.9374420642852783,1.170426600083374e-08,1.284125339395814e-08,3.86278600217338e-08,1.0347773304886232e-08,7.840965210448303e-09,5.296157734591134e-09,8.199069867487196e-09,1.4513273249860958e-08,17.800331115722656,17.80867576599121,41.895992279052734,15.011992454528809,12.85086441040039,9.596317291259766,14.71789264678955,19.383962631225582,1,-0.001447501638705,0.0045496138358649,0.0099178377623804,0.0168903301849853,0.0265974527531105,0.0341638759161213,0.0550241839065602,0.0059970759803854,0.0113651762416332,0.0183373834970241,0.0280438747066652,0.0356096165785819,0.0564671880694615,0.0053684661642275,0.0123416647379283,0.0220505072080878,0.0296188658129154,0.0504872089774207,0.0069736606192306,0.0166840160543332,0.024254256266532,0.0451309750618168,0.0097114853534657,0.0172835189981547,0.0381693274026113,0.0075733048136144,0.0284683947383045,0.0208995958740265
5280,1.2999494813925592e-09,5.441823658358658e-10,1.5911172379645675e-10,1.0831830571378376e-10,3.958923466829134e-11,1.1117775103319794e-11,2.463233610139337e-12,1.877780266348883e-12,3.402313966584941e-13,4.0338668820180673e-13,3.989012896041255e-13,7.62513099536455e-13,9.50879999739307e-13,7.439105212912744e-13,3.571166799776204e-13,0.8090821504592896,1.3232539892196655,5.073609352111816,7.545157432556152,13.810809135437012,11.786105155944824,8.736604690551758,4.133280277252197,2.7342421660137006e-09,1.1480230099891742e-09,5.145637249626134e-10,1.2609793209605866e-09,1.0450786902538312e-09,9.885068319448462e-10,1.8054415740209606e-09,2.273000454522389e-09,8.383179664611816,6.205729961395264,1.7622309923171997,6.214844703674316,5.783537864685059,5.241349697113037,7.058444023132324,9.992010116577148,1,0.0158352236127756,0.0220832259303146,0.030772309130689,0.0334578670067625,0.0404173850149549,0.0490571029160872,0.0591097814786455,0.0062501879633978,0.0149443677049953,0.0176319850454531,0.0245979045119356,0.033247707126104,0.0433151015202447,0.0086949918982474,0.0113830515309954,0.0183505377882332,0.0270031305325547,0.0370749507665502,0.0026883257112391,0.0096570867532842,0.0183124382483306,0.0283891105635763,0.0069689419654974,0.0156248817468726,0.0257027464647643,0.0086568824197283,0.018737160717266,0.010081913638344
5618,7.235652521586644e-09,2.3033368545810613e-09,7.870691320910338e-10,2.3755331035602007e-10,5.55033692617446e-11,8.132691568796258e-12,8.504717112847726e-13,3.419241235633197e-12,1.7894059714876345e-12,1.605110575703117e-12,1.884236690286034e-12,1.592890966697902e-12,1.2871257878965814e-12,5.25364040465659e-13,1.145622903183166e-13,0.6529826521873474,2.1365036964416504,9.885950088500977,19.258197784423828,18.328598022460938,12.441583633422852,4.851445198059082,0.6194680333137512,9.277752788250382e-09,5.8395799307220395e-09,7.307976446213614e-09,9.434048209300272e-09,4.785317031519298e-09,7.813135027845421e-09,1.0672129846511781e-08,1.0048364806891641e-08,7.708027362823486,5.698963642120361,7.242255687713623,8.102931022644043,5.566737174987793,8.052142143249512,10.835193634033203,8.72654914855957,1,0.0079513682615139,0.0163567869293734,0.0241133839498577,0.0326235065203198,0.0427551336801999,0.0558173458961014,0.0707249616532843,0.00840651200903,0.0161651150969201,0.0246785399094297,0.034815601393655,0.0478872311501195,0.0628089146265279,0.0077596575650932,0.0162754044029927,0.0264168210009182,0.0394966190811091,0.0544311424727373,0.0085168224407335,0.0186609886676362,0.0317466912495391,0.0466912057333717,0.0101457787191242,0.0232361514210934,0.0381895697840263,0.0130934594699895,0.0280546612059761,0.0149666994921671
5666,9.5626315754771e-09,4.0490641950441394e-09,1.3780639962490682e-09,6.846537781157734e-10,2.4184673708127486e-10,8.157392816787734e-11,1.4015592506022578e-11,2.0445201521362977e-12,2.391697733958309e-12,2.8859688076809938e-12,3.3867615743116138e-12,4.77862584571942e-12,5.840968334003272e-12,5.576468974088922e-12,2.331119455453723e-12,0.6359682679176331,6.273416519165039,23.76346778869629,37.28834533691406,45.57612609863281,37.437801361083984,23.940488815307617,8.733457565307617,8.120946581868793e-09,6.777966188309392e-09,4.918982554613649e-09,7.606991481168281e-09,1.1957649093119473e-08,1.3318622649194369e-08,2.1573043795797275e-08,2.222689055031424e-08,12.760720252990724,12.662881851196287,9.88724136352539,13.401309967041016,18.477144241333008,18.96742057800293,27.877464294433597,29.8996524810791,1,0.0020110930941802,0.0083616559070174,0.0162130076838958,0.0212425293611068,0.028630016800197,0.0362272617655875,0.0482907064993242,0.0063506696061319,0.0142023776705641,0.0192322578825248,0.0266204564487839,0.0342186617197747,0.0462841083838203,0.0078524163100447,0.0128831617963442,0.0202732141860937,0.0278740494627717,0.0399451800674014,0.0050312544678739,0.012422775503866,0.0200260164199782,0.032102833330566,0.0073919830507867,0.014996272916347,0.0270759521034256,0.0076051329112384,0.0196879094888707,0.0120845859926434
5974,1.4227551581313946e-08,6.847936440124158e-09,2.1907797798093043e-09,8.45667258442262e-10,2.506253815592885e-10,1.0069196865192254e-10,2.5215380131116127e-11,3.862060844739279e-12,3.437388394755825e-12,4.73207107179463e-12,5.2929418660474514e-12,5.8437425905222265e-12,6.055129488091726e-12,6.958030939613336e-12,4.589975968749549e-12,0.3964338004589081,4.231590747833252,22.037986755371094,36.095458984375,38.81551361083984,28.695131301879883,22.74000358581543,11.93582534790039,3.5264022812953044e-08,2.701328938314873e-08,2.3821105088472905e-08,3.1882823492423995e-08,2.9152593228332083e-08,2.63948312095863e-08,4.382658147505936e-08,2.0109785836552877e-08,21.8920955657959,17.423677444458008,15.736799240112305,19.17027282714844,18.341657638549805,20.55985641479492,30.390644073486328,14.005358695983888,1,0.0039445263264943,0.0093851299390052,0.0177472750042475,0.0246240302626701,0.0332711755392053,0.0396549703818777,0.0491884784298717,0.0054408050305261,0.0138037150012103,0.0206815127343128,0.0293304985188222,0.0357160307595809,0.0452527322759856,0.0083635381001793,0.0152424228433716,0.0238935064504665,0.0302811100742723,0.0398217318055532,0.0068797617792429,0.0155330723901824,0.0219231241635246,0.0314686743653452,0.0086542354357509,0.0150456316547913,0.024594237164251,0.006392228541138,0.0159433951895883,0.0095521401435966
6029,3.9337781920778525e-09,2.075419613944973e-09,8.837085507806818e-10,3.735655396130966e-10,1.406259414471478e-10,3.863279834925848e-11,4.559683793731173e-12,2.5642565328054534e-12,1.0025062377461149e-12,1.5000341463747289e-12,2.181616432644917e-12,2.5992799492641216e-12,3.3639109293243097e-12,2.589501529870475e-12,6.84424793315902e-13,0.338870495557785,1.1827833652496338,7.984012603759766,20.648988723754883,30.742263793945312,26.97953987121582,16.829015731811523,5.99950122833252,8.698459730283048e-09,1.03471586854198e-08,5.885993026311098e-09,8.512582638786625e-09,5.283334214567503e-09,3.807842041680942e-09,2.9199878071040075e-09,3.983297247600603e-09,13.66883373260498,17.997297286987305,12.46173858642578,14.825626373291016,10.526972770690918,8.372993469238281,6.273516654968262,8.781449317932129,1,0.0101950668466365,0.014865965929194,0.0210343627638913,0.0271773434379147,0.0340548978746285,0.0430020411442518,0.0574414969172764,0.0046716071090716,0.0108416208674459,0.0169869832568283,0.0238681178466155,0.0328213634683807,0.0472741147330222,0.0061703262717827,0.0123163535306102,0.0191986514345805,0.0281540731815386,0.0426119182995141,0.0061464943673202,0.013029868706366,0.0219875665858085,0.0364511761150172,0.0068839256589845,0.0158432133725981,0.0303114729407191,0.0089602649514975,0.0234324367391233,0.0144752110151134
6047,8.17403211783585e-09,2.9977336168940383e-09,1.439187102825201e-09,7.623822129154688e-10,3.0270638773366443e-10,1.1090040691330572e-10,1.2514128622242993e-11,6.00005722189989e-12,2.1654568329448898e-12,2.248763024750855e-12,3.6358563729188553e-12,5.401318715209103e-12,7.292633510957991e-12,7.42719687835125e-12,1.797857761103028e-12,0.2738739252090454,0.8837630748748779,6.143184661865234,18.684783935546875,31.022235870361328,29.33527565002441,22.3628044128418,6.131799221038818,3.403397119683404e-09,1.049186870716312e-08,1.3615457206128669e-08,1.0453121923603705e-08,7.557714454264897e-09,1.0410162509799648e-08,5.952517145857428e-09,9.990396954151493e-09,7.512673854827881,17.711912155151367,19.2070426940918,16.35675811767578,12.124341011047363,19.55506896972656,13.13976001739502,16.758222579956055,1,0.0110708150115277,0.0184571292564731,0.023790766979459,0.0283626083213515,0.034933011430847,0.0419755769173918,0.0569288898186153,0.0073878238393549,0.0127233030719572,0.0172972245897393,0.0238714283817055,0.0309191301445899,0.0458869950493747,0.0053359808015737,0.0099106672231334,0.016486512069124,0.0235366826740171,0.0385122270489346,0.0045749283580909,0.0111515122851761,0.0182029880091325,0.0331830653840269,0.0065769194642175,0.0136291946544737,0.0286124806908309,0.007052907399585,0.0220397087026615,0.0149891312739669
6101,4.398448272269206e-09,1.454504294784442e-09,5.733887253889235e-10,2.7597391039080316e-10,8.490126657267894e-11,4.4148011635325446e-11,9.864054885400098e-12,2.082458961131725e-13,1.0742201399238649e-12,1.0181930168787212e-12,1.4003704879722578e-12,1.931893447298938e-12,2.0735188739628985e-12,3.0904820803173694e-12,1.8789902359733768e-12,0.0478496998548507,2.399186134338379,6.589312553405762,13.465024948120115,19.25596046447754,15.023577690124512,12.317750930786133,5.869624614715576,2.3343471600156814e-09,2.7998685592223183e-09,1.9741184242860754e-09,1.8285748470958645e-09,4.676478759790825e-09,1.1039331226925242e-08,8.051435962386222e-09,1.174935082559614e-08,3.9049134254455566,4.767233848571777,1.8088902235031128,3.606184244155884,7.150140285491943,14.016265869140623,11.343036651611328,14.45812702178955,1,-0.008929377906246,-0.0008593013551476,0.0058299097630121,0.0110224030030683,0.0192796745056897,0.0238011537353078,0.0340075128407291,0.0080701384734849,0.0147585193781162,0.019949817384411,0.0282041969043276,0.0327235769162344,0.0429238562340892,0.0066891776077254,0.0118815918209367,0.020138642222936,0.0246599507361752,0.0348657953231346,0.0051928269291147,0.0134512766495287,0.017973737982629,0.0281831906977102,0.0082590266146752,0.0127821040649417,0.0229937289107456,0.0045235549917332,0.0147375010332748,0.0102146270088071
6125,9.458146266183576e-09,1.3164359602413356e-09,2.843097979265963e-10,1.5355949845030636e-10,4.4566308976534685e-11,1.1401690355739014e-11,1.7622004116341072e-12,4.820893684254202e-12,2.266748204068913e-12,9.009529233772184e-13,6.81379594674042e-13,1.0509426445412529e-12,1.068080411441297e-12,7.803179218231204e-13,3.1024933056650333e-13,0.5836577415466309,2.016815423965454,3.919884443283081,5.80958366394043,10.731527328491213,8.309310913085938,6.242294788360596,3.285266637802124,7.543836666457082e-09,4.216852644844948e-09,6.9842713834589185e-09,2.0074628626076674e-09,1.3738176818378632e-08,7.804372259556658e-09,1.0299673114388952e-08,2.163532020205139e-09,5.805549621582031,2.5288608074188232,3.3101720809936523,1.8672980070114136,8.663071632385254,6.950454711914063,8.309556007385254,1.5721933841705322,1,0.0086892161235649,0.0231375552707072,0.0340793403181282,0.0384082188714037,0.0469860490131779,0.0562627667798153,0.0686798528482555,0.0144512445296562,0.0253976450151343,0.0297289243992365,0.0383124747978205,0.0475968197580921,0.0600264589597961,0.0109504195914653,0.015284246286799,0.0238744486656473,0.0331683895506513,0.0456147832948855,0.0043345521646047,0.0129274087542682,0.0222260426308492,0.0346816872414565,0.0085933381133051,0.0178932142974577,0.0303516978349156,0.0093013063757197,0.0217640362698233,0.0124652532848045
6183,2.424326517314057e-08,1.3827131439825281e-08,5.513720147121148e-09,2.4306303636478788e-09,8.414782759480487e-10,3.2016253537214823e-10,1.3901560458329243e-10,3.4868217254485638e-12,6.035387901254241e-12,9.83595843662144e-12,1.3569046927730533e-11,1.7053258111188185e-11,2.0471789194398404e-11,2.215612242284504e-11,2.4534185447122603e-11,0.3833764195442199,6.780173301696777,47.94253158569336,90.40052795410156,103.20423889160156,81.12715148925781,57.73063278198242,40.62188720703125,3.5855396873785146e-08,2.49071643310117e-08,2.9701689996386452e-08,3.7098299543458786e-08,3.52822802085484e-08,3.7935222962914856e-08,3.854859897955976e-08,1.1267242427948077e-07,33.33594512939453,31.71215057373047,34.400394439697266,39.4659423828125,39.14479446411133,37.83740997314453,38.4364013671875,85.9722671508789,1,-0.0009326844789666,0.0032840336782835,0.0101121739785093,0.0161170527564061,0.0237861362163451,0.0306692796058875,0.0365339623559654,0.0042167052416201,0.0110447542892324,0.0170494809454448,0.0247182723214275,0.0316010601440792,0.0374653702151935,0.0068283670615549,0.0128336983522245,0.0205037041740956,0.0273880044185725,0.033253918441674,0.0060058576032087,0.0136772520210782,0.0205634830439398,0.0264315531918809,0.0076720246258066,0.014559423549209,0.0204289385630515,0.0068881683335686,0.0127589136586209,0.0058712613240538
6188,1.552834305584838e-08,5.4139737137859364e-09,2.271315135971008e-09,8.687878749746857e-10,2.267679655165722e-10,5.744011169483976e-11,5.960202383720192e-12,6.327162752062243e-12,3.929064972679752e-12,3.867175243227328e-12,5.537941199368346e-12,5.9377576640262656e-12,5.330958331023483e-12,3.760813275383024e-12,8.244884809605059e-13,0.8914977312088013,3.903205156326294,14.062637329101562,31.26060676574707,38.51762008666992,27.46825218200684,16.394515991210938,5.791473865509033,6.129418039790835e-08,7.970857751615767e-08,3.877450538425365e-08,1.5499422190146106e-08,1.3929447817417896e-08,1.015588058095318e-08,3.212863530777099e-09,4.230040318020656e-09,36.560089111328125,46.29214859008789,25.485523223876957,13.521156311035156,12.047656059265137,8.557394027709961,4.09497594833374,5.023016452789307,1,0.0068415716060243,0.0146722199088666,0.0210353085967045,0.0279801241424324,0.0375231304205616,0.0470875891592789,0.062459291211335,0.0078314344303996,0.0141957799702507,0.0211425998224903,0.0306894373204541,0.0402589871112783,0.055641496313562,0.0063650531639434,0.0133133697783768,0.022863497956107,0.0324377798463374,0.0478309043303021,0.006948905466812,0.0165008461170668,0.0260781109828518,0.0414784791337428,0.0095530360283033,0.0191326726304528,0.0345395289964237,0.0095813878413752,0.0249947401667222,0.0154170444654415
6222,8.949377239275691e-09,4.3368619806472e-09,1.8774877208471707e-09,7.99547650309762e-10,2.2033676272403824e-10,1.0847842762951032e-10,3.01667024693586e-11,1.2783330166979412e-12,2.238881389310388e-12,3.0919260207706856e-12,4.6150583354886976e-12,5.5816575320055675e-12,5.322207084768049e-12,7.416663637405119e-12,5.018781397414518e-12,0.5143634676933289,6.127485752105713,22.74464988708496,41.38075637817383,43.0543212890625,29.33238410949707,25.317649841308597,13.926048278808594,3.381601842988857e-08,1.4412477433722872e-08,2.010535027352489e-08,1.3946285015720152e-08,1.3517690078401756e-08,1.0320818866205173e-08,1.2341666355553116e-08,1.2515330105600242e-08,31.821861267089844,19.68916893005371,25.78462028503418,20.648456573486328,17.159215927124023,14.302206039428713,17.153261184692383,18.431739807128903,1,-0.0009913715973145,0.0043621975281841,0.0104783454469731,0.016637613071905,0.0257933590363199,0.0307547448106637,0.039588612553407,0.0053535459737746,0.011469597898861,0.0176286939005367,0.0267840457440625,0.0317451485180665,0.04057839156953,0.0061164274922038,0.0122763065157512,0.0214335731221986,0.0263960885360997,0.035232499443504,0.0061603415859703,0.0153191539235219,0.0202829357190324,0.0291223477306907,0.0091596767474299,0.0141243589690654,0.0229661263506909,0.0049653246083339,0.0138093545707604,0.0088446364208204
6227,1.341514455077686e-08,4.945784670695731e-09,1.253399606326866e-09,2.957243339096749e-10,4.067973041754769e-11,3.1421228466332884e-12,4.1595362137297753e-13,3.005607264808252e-12,3.3103901564413007e-12,3.3947939945266907e-12,2.933029253499031e-12,1.907814618090642e-12,9.04954496755428e-13,1.9138233749507738e-13,4.693528822975052e-14,0.5110779404640198,5.279086589813232,20.628116607666016,29.173555374145508,24.741928100585938,12.116353034973145,2.8591816425323486,0.4469367563724518,1.2395836357370628e-08,1.98740064405456e-08,1.6201161301410142e-08,1.2652677128244251e-08,1.9105092619042807e-08,2.1295369023732743e-08,2.7030331750665937e-08,3.1517089382759884e-08,7.111313343048096,12.033370018005373,11.16153049468994,9.004620552062988,12.124289512634276,12.668421745300291,16.14049530029297,18.84686279296875,1,0.0023705825685311,0.0097738294736163,0.0197802748415831,0.0300920008575687,0.0439072899183814,0.0611705028141315,0.0743675744654903,0.0074034184398457,0.0174105086652918,0.0277233959533647,0.0415410311836448,0.0588084480426363,0.0720096868069395,0.0100083802784502,0.0203241490024376,0.0341481148475074,0.0514274202555197,0.0646407294933812,0.010317867500112,0.0241479875620299,0.0414403695498822,0.0546677164395365,0.0138335667744299,0.0311358149845382,0.0443748787786038,0.017309703834937,0.0305600716968419,0.0132573808279788
6232,2.2431091650787494e-08,9.22036136330462e-09,3.4721687747207844e-09,1.3100535101173703e-09,3.4172284446576384e-10,7.025235948532327e-11,5.256693951655178e-12,2.078422503548616e-12,5.6886093058317044e-12,6.585653463536678e-12,8.445852524296969e-12,8.904136108989213e-12,7.978753074899814e-12,4.551304645661336e-12,6.990778940972608e-13,0.3184781372547149,5.373508453369141,20.81764793395996,41.81317901611328,48.42416763305664,35.881500244140625,19.430912017822266,4.510999202728272,1.9035475418149872e-08,1.0408717443510795e-08,7.744256791397675e-09,1.4092362832229812e-08,4.363205263757664e-08,1.7062557589042626e-08,1.4085238753125397e-08,3.6332281183604216e-08,14.576318740844728,9.69559383392334,6.840834617614746,10.68513298034668,25.9565486907959,12.062952041625977,10.717203140258787,23.445556640625,1,-0.0043168442837126,0.0023354165027157,0.0095423146771619,0.0166319480105085,0.0262415452441253,0.0373157238575155,0.0549305121131348,0.0066521937214767,0.0138585880883991,0.0209472883306652,0.0305549282452601,0.0416258627904505,0.0592333106111607,0.0072070587857631,0.014297086842758,0.0239075939168161,0.0349833560758248,0.0526018436707837,0.0070907586883825,0.0167034131865176,0.0277833022135817,0.0454120007824849,0.0096137931545674,0.0206966208566074,0.0383335857210382,0.0110850333247294,0.0287303806070779,0.0176509687139088
6382,1.8523348410681702e-09,1.3590755187919967e-09,3.847540896995128e-10,1.947531302892713e-10,3.953680438595342e-11,2.215543547234855e-11,7.57085366620558e-12,7.759395339798636e-13,4.474592625678536e-13,9.38983699821927e-13,9.294312281610262e-13,1.3455471545992248e-12,9.550707663966151e-13,1.5307165257549826e-12,1.3772775237994028e-12,0.137862429022789,0.5390145778656006,5.482898712158203,9.544925689697266,15.363264083862305,9.700366973876951,8.464866638183594,5.61180591583252,7.803630630576208e-09,3.1073943418391532e-09,3.33861982504402e-09,2.9803643997183822e-09,3.700920681026787e-09,3.4109941537963087e-09,3.09397285569446e-09,6.597652202344761e-09,7.964410781860352,3.2450520992279053,4.364731311798096,3.2563507556915283,5.858108043670654,2.9689748287200928,4.495548725128174,7.004726886749268,1,0.0070116677919493,0.0092544317840606,0.0182910530077798,0.023098515335807,0.0341747255748297,0.0381358623072246,0.0453947285434902,0.0022429095322707,0.0112808319914143,0.0160894533775039,0.0271695682043331,0.0311325192263072,0.0383952816915699,0.0090381511414097,0.0138470435461017,0.0249281777673834,0.0288916271219374,0.036155485766448,0.0048094943209497,0.01589360752947,0.0198586616111263,0.0271261988902667,0.0110849605452893,0.0150506047752483,0.0223196164601242,0.0039663059500405,0.0112374361921605,0.0072714543389113
6482,4.929221919525162e-09,3.867982822924887e-09,1.3743403082244752e-09,4.477837267646833e-10,9.3787179411553e-11,2.6312297826680545e-11,2.7081006707951882e-12,2.049983013202583e-12,1.2455754743595504e-12,2.7460523004813053e-12,3.3215348874127137e-12,3.015337979306309e-12,2.170114348637453e-12,1.6842032326061518e-12,3.469974416310529e-13,1.0185534954071045,4.249904155731201,24.416967391967773,37.02714157104492,33.20160675048828,19.77886962890625,12.085636138916016,2.959769487380981,1.1272654809602043e-08,1.0160554175797644e-08,1.2184036890516836e-08,8.417327279630626e-09,6.767807647634072e-09,1.2209745214875056e-08,1.5595878366525543e-08,1.4701419637219716e-08,13.077281951904297,14.69003963470459,15.688390731811523,12.197020530700684,8.377781867980957,16.28458595275879,18.321186065673828,18.29526138305664,1,0.0068730819436251,0.0086552998502741,0.0161903790650586,0.0242282284104614,0.0352164711150781,0.0439694745386138,0.0592385985485777,0.0017823239345781,0.0093183340451645,0.0173580369722702,0.0283502512276224,0.0371076067290228,0.0523868460005622,0.0075361352729049,0.0155761949284773,0.0265692698204818,0.0353276192846024,0.0506092474680951,0.0080410035432412,0.0190369463079396,0.0277988850122049,0.0430895464678501,0.010997626239012,0.0197622989540847,0.0350606908648275,0.0087665780289178,0.0240723465464848,0.0153089992078851
6539,1.0507794634406764e-08,5.0556012709535025e-09,2.0023911417865747e-09,8.196470169252733e-10,2.2736072746720734e-10,6.551677256272369e-11,1.7739325633425729e-12,1.6847767755553966e-12,2.664944437000272e-12,3.62376643449347e-12,4.8991193046799e-12,5.628632542692413e-12,5.368906274422214e-12,4.314965051932518e-12,2.50175558437829e-13,0.3209451735019684,5.665322780609131,21.864547729492188,38.837005615234375,42.46538925170898,30.268598556518555,18.96323776245117,3.113029718399048,1.1129311694446642e-08,2.439021429267996e-08,3.1253200916125934e-08,1.721081588357265e-08,1.1506734232114011e-08,1.1850445069683246e-08,1.4758972710637865e-08,2.4669873255334096e-08,13.589069366455078,24.757293701171875,29.74899673461914,17.142229080200195,13.595605850219728,13.704267501831056,16.774869918823242,25.617586135864254,1,-0.0001960924295095,0.0052231457882197,0.0119996832718907,0.0184483794348472,0.0275604919724704,0.0362415682270272,0.0605678063664406,0.0054192326672463,0.0121957470042337,0.0186444044165915,0.0277564343949996,0.0364374017069574,0.0607631771184827,0.0067769622372008,0.013226508134108,0.0223405621633008,0.0310242951825916,0.0553621746503448,0.0064501240572997,0.0155659566297744,0.0242524320307909,0.0486034478127547,0.0091167479154019,0.0178050932455098,0.0421665428936198,0.008689755890794,0.0330625049239565,0.0243797534605935
6584,3.145194105158566e-09,1.62547475479613e-09,6.816717745827815e-10,2.6497418148530016e-10,7.955684028226884e-11,1.4348892733717644e-11,1.616964483315553e-12,2.6162112840705247e-12,8.061069173281865e-13,1.1736461412101273e-12,1.6705405505093585e-12,1.8136507920485377e-12,1.8655313838850107e-12,9.326340697987656e-13,2.1540443582469815e-13,0.7538209557533264,1.4462900161743164,7.580416202545166,15.337533950805664,17.977527618408203,14.900951385498049,6.492035865783691,2.321946382522583,4.961057342711683e-09,7.0488330727869206e-09,5.217584142513942e-09,8.315216071252962e-09,9.929332911440271e-09,1.0613184109331542e-08,4.187354907259078e-09,3.7205039049581505e-09,7.807191848754883,10.953688621520996,7.1329731941223145,10.348370552062988,12.449477195739746,12.481730461120604,6.248195648193359,5.879189968109131,1,0.0119524492431742,0.0167574409929901,0.023012527327707,0.0297243070801989,0.0381381015086811,0.0498671784506093,0.0644086698221628,0.0048059543462485,0.0110631210630771,0.0177781740359695,0.0261975942744018,0.0379373411875293,0.0524966346594458,0.0062574994209065,0.0129733281450546,0.0213943335697847,0.0331374286272554,0.0477027155380052,0.0067163739633716,0.0151388608643294,0.0268855041156673,0.0414575911962493,0.0084233433717788,0.0201727728124147,0.0347508934344915,0.0117514262687483,0.0263352588856652,0.0145883473727531
6628,3.026253025950609e-08,1.2287260098275965e-08,3.809999427062394e-09,1.3455631053815862e-09,3.2340644051664924e-10,9.125229044615324e-11,6.5753162463433315e-12,5.620242986281721e-12,7.444491204045e-12,8.558360617416659e-12,9.161557797121578e-12,9.121831762159973e-12,7.603927903998553e-12,6.024077504190872e-12,9.650440169206576e-13,1.911177158355713,18.479900360107425,52.31941986083984,64.56380462646484,56.57310104370117,33.88931655883789,21.03673553466797,5.535806655883789,6.141501529555171e-08,3.094302059025722e-08,2.3749461064426214e-08,2.6343409231799345e-08,2.8182256528452854e-08,3.449825314305599e-08,3.226503153541671e-08,7.560623771496466e-08,36.159793853759766,21.373334884643555,18.71756935119629,19.29133415222168,19.726133346557617,24.17459487915039,21.89817237854004,46.80478286743164,1,0.0010212581572907,0.0077952677560123,0.0164593402201443,0.0240345901542074,0.0342233786582102,0.0430894527392362,0.0610093236393336,0.0067740635269111,0.0154383415695722,0.0230138968850117,0.0332032809856264,0.0420700458934612,0.0599918033475063,0.0086651842502861,0.0162423655038928,0.0264351632856374,0.0353060440652892,0.0532393756792767,0.0075782478396225,0.0177740504581828,0.0266490126374322,0.0445947642869879,0.0101971761390238,0.019074616970544,0.0370290304147154,0.0088791678938633,0.0268419895840201,0.0179671038714516
6673,7.740975860315302e-09,1.0735381472670722e-09,3.5651051555340985e-10,1.179942393791933e-10,1.2773969382262608e-11,9.689223381958987e-12,1.0703734990361036e-12,3.0381181511524025e-12,1.835184781917576e-12,7.252486371872592e-13,8.451939235293304e-13,7.971320001645689e-13,3.028376974103381e-13,6.545735091109672e-13,1.803173360409236e-13,0.7049371004104614,3.616543292999268,5.37035083770752,11.02922821044922,11.556777000427246,3.689070224761963,4.164180278778076,0.7431032061576843,1.2614535194188647e-08,1.5509323603168923e-08,4.806776754406883e-09,8.710572707570918e-09,3.600353126742561e-09,6.543493302757497e-09,3.065127041068649e-09,4.815519538681201e-09,9.268355369567873,9.79525375366211,3.333801507949829,5.67111349105835,3.935125350952149,4.658696174621582,2.084096908569336,2.517855644226074,1,0.006728497931286,0.0211614416631307,0.0290340572641656,0.0368045865177198,0.0520578868121693,0.0539205049689373,0.0685088518555171,0.0144349990550922,0.0223099177001093,0.0300835384613911,0.0453452720320632,0.0472091347008471,0.0618088454327179,0.007877455529477,0.015655337828323,0.0309305188251725,0.0327964852637146,0.0474161515718745,0.0077788416184797,0.0230586816307877,0.0249254693003733,0.0395534700001412,0.0152825812463437,0.0171499529081798,0.0317844078139341,0.0018678612199473,0.0165098461889688,0.0146424365139641
