,Signif_Avg,Pivot_Energy,Flux1000,Energy_Flux100,PL_Flux_Density,PL_Index,LP_Flux_Density,LP_Index,LP_beta,LP_SigCurv,LP_EPeak,PLEC_Flux_Density,PLEC_IndexS,PLEC_ExpfactorS,PLEC_Exp_Index,PLEC_SigCurv,Npred,Variability_Index,Frac_Variability,ASSOC_PROB_BAY,Flux_Band_0,Flux_Band_1,Flux_Band_2,Flux_Band_3,Flux_Band_4,Flux_Band_5,Flux_Band_6,Flux_Band_7,nuFnu_Band_0,nuFnu_Band_1,nuFnu_Band_2,nuFnu_Band_3,nuFnu_Band_4,nuFnu_Band_5,nuFnu_Band_6,nuFnu_Band_7,Sqrt_TS_Band_2,Sqrt_TS_Band_3,Sqrt_TS_Band_4,Sqrt_TS_Band_5,Flux_History_0,Flux_History_1,Flux_History_2,Flux_History_3,Flux_History_4,Flux_History_5,Flux_History_6,Flux_History_7,Sqrt_TS_History_0,Sqrt_TS_History_1,Sqrt_TS_History_2,Sqrt_TS_History_3,Sqrt_TS_History_4,Sqrt_TS_History_5,Sqrt_TS_History_6,Sqrt_TS_History_7,CLASS1
56,2.6044177470410714,7.502070089100521,-22.1696923561629,-26.66342141378971,-30.217219290955484,2.124825,-30.15025494727012,2.0990863,-3.1436107813084284,0.6489026169764641,6.353290780344382,-30.162479644716218,2.0567749,0.055817317,0.6666667,0.5408647378238106,6.263304429618019,2.8426356380268123,0.22463594,0.99851024,-28.449677511981815,-20.309301913037917,-20.972039804011718,-22.570147606581685,-23.776679615884177,-24.54163373945502,-35.645276733657724,-28.33936189947545,-37.19372030672616,-28.655197730014077,-28.270512179042882,-28.61345830803688,-28.772566925814765,-28.28235937119072,-38.3385789517813,-30.115410603502237,1.844553880054131,1.955305546498614,1.980215069015971,2.074839743049797,-19.259976223457066,-20.72209360193883,-20.26634949047003,-19.65329280134456,-20.116835623390088,-19.969051945695494,-19.339333738026017,-19.029621398575173,1.4273703440732706,0.04257285649636683,0.9378152961717281,0.917772311252913,1.2152184337367975,0.6799270096992296,1.6398411653275622,1.8355730477278054,1
63,3.1900168620818876,6.34913601934741,-21.382956771631253,-25.845386029170406,-26.596606002218802,2.4492016,-26.481191009054477,2.313965,-2.0339420429588735,1.5036689355895827,5.149136209827364,-26.515990023217174,2.2917302,0.1442938,0.6666667,1.4773053809469592,7.37714378157626,5.1670693079882275,0.72519034,0.99674195,-18.41349400611355,-18.753546733561652,-19.795968141715154,-21.518716871823315,-23.630526877327988,-25.473703784580195,-34.1891489304065,-35.997880064897636,-27.14330713628723,-27.087317241322232,-27.115040393103524,-27.60788274689201,-28.713419298334124,-29.31407903244994,-37.02895127747203,-38.26207894481215,2.7833798827341187,2.759912769178154,1.9366367379954457,1.2410084419426455,-18.865735689977328,-18.565043753530016,-19.386988512028275,-20.2029955295657,-19.16959351735966,-17.392433850196927,-19.101841786707457,-18.734040341372246,1.4198378870573423,1.7271471097796505,0.9400993397027539,0.07440408675745529,1.2650652678448868,2.5705036551976757,1.1987391725233938,1.4714053069471604,2
66,3.340927815555981,6.5848238504224845,-20.88586053402036,-25.437734058235996,-26.77289273225608,2.3666093,-26.69840595554733,2.2577264,-2.4327809803207248,1.3744815639525836,5.117005959381111,-26.720069330901055,2.2288818,0.10074445,0.6666667,1.4559536005344103,7.538402392677483,5.8467647912728244,0.9433384,0.99867564,-18.20917346418546,-18.24588483532032,-19.553382231075318,-21.102669469696437,-22.620351785350334,-24.91157561304045,-36.08869898210443,-35.79539313942201,-26.942267330852367,-26.580166284181033,-26.861621169154457,-27.173630841691107,-27.67179829272412,-28.717592938039083,-38.88066835954117,-37.942381866443625,2.7782855695486233,2.8931659310004183,2.5754547513685973,1.5841866149082133,-18.623383193168497,-19.23706135581432,-18.764714902176927,-18.831715139733078,-18.85753566211981,-19.56884732484915,-18.851632960427445,-17.394127490924177,1.6335754721210523,1.0549398222215982,1.4192434579417104,1.3141228833080338,1.273660834372215,0.7104461844210926,1.1061696619975208,2.586502396203696,2
71,3.2095507209199505,7.253242472780148,-21.288031183629457,-26.11376612626832,-28.92946787312736,2.0667396,-28.8056849874154,1.9156355,-2.0813144144115854,1.4823909815986647,7.591333421987384,-28.8523337227948,1.8998278,0.115646675,0.6666667,1.42487104481533,6.709708575617347,3.490475160643655,0.31255382,0.99866146,-18.29627014071226,-21.049012716928384,-20.637823723874625,-21.55791109016618,-22.93809079530351,-24.1278707972005,-26.37077197833987,-35.426473454749804,-27.002176132355128,-29.32202643963543,-27.883445736744317,-27.585650753067515,-27.948956032280684,-27.90857400777536,-29.14296962428273,-37.56009816296455,2.1712044010905385,2.785579447124427,2.633235399457025,2.27578432279607,-19.370281409213874,-19.938452519655304,-19.292092305310852,-19.477363910486513,-19.52437706180132,-19.608441045933116,-19.665852467221896,-20.99149029877384,1.9706448553459355,1.5170168028488291,1.9828431257726156,2.0109676110837413,1.866390497106218,1.6011222016255646,1.6795004757771677,0.20770235745311127,1
80,2.4661763273673962,8.843587530476567,-22.326703188808278,-26.671977723270246,-32.750959470642805,1.7710534,-32.51074525973891,1.5650905,-1.7563863408526865,1.2717750032435564,10.102970342718098,-32.599304210865064,1.5516772,0.14722097,0.6666667,1.138122703443567,5.2201260148902024,2.7173488344981984,0.2576234,0.9999288,-18.87268074452795,-28.02356439297194,-23.08499479111157,-23.869900411325197,-23.217743188079243,-24.289782090481367,-25.510737929500344,-26.315265177103072,-27.532925191435304,-36.18974046908603,-30.21315652815656,-29.809870804686938,-28.137334856788254,-28.00651290017469,-28.22192725459431,-28.35102259638435,-0.6599795279848077,0.146550343367547,2.025216726556992,2.0583638033455127,-21.722516223882188,-21.642014693625026,-22.16456797731853,-21.607198198835718,-20.9743297713393,-21.927975925829216,-21.159065864168653,-23.38427562494337,1.51245141880884,1.4812019876745874,1.0242503012222262,1.0441748451996795,1.7351125147427318,1.1200093936833482,1.31989113150565,-0.26059316780803615,1
85,2.5013368894556556,7.655878688592204,-22.057726137918912,-26.548574049940996,-30.4306414585058,2.137794,-30.377771969439074,2.0977697,-3.2460024472585443,0.4754572312879197,6.400152290278563,-30.386121101539832,2.0624647,0.05094392,0.6666667,0.11715485617073586,6.286800100562757,2.822552958821149,0.19884299,0.9978396,-20.267470467457983,-19.15715235435751,-21.21647283095198,-22.29914875425503,-23.50752503103981,-25.309657351023553,-26.462452563430737,-27.30995252143461,-29.012026658707093,-27.504316371667677,-28.516459755136378,-28.34372761471013,-28.504926879200564,-29.05165109939696,-29.157269326643405,-29.091101680406236,1.3193221558764168,2.027438122716746,2.0370316636497137,1.3694997455572775,-20.08157479191221,-20.196559438103925,-20.788971904680654,-19.955542934293337,-19.920790220851348,-19.097601294298993,-18.939914391513106,-19.108737524307045,0.8001259516228143,0.41568119550961097,0.9153444300848051,0.8475340371875629,0.5402488145097901,1.6124429980457247,1.233549471598128,1.375245188531464,1
86,2.992712970041105,6.094168507244795,-21.753848097512527,-25.656172689988747,-25.82199507561537,2.737509,-25.648804385791163,2.6349397,-1.671873313346884,1.6315991286204512,4.404553366852363,-25.670526045809257,2.5670016,0.28113157,0.6666667,1.6250768443530372,7.498799188853023,4.9460635635183685,0.65228546,0.997477,-17.280784433044666,-18.128457091780408,-19.620453148037704,-21.719438756281086,-25.188497855949596,-26.870587235320354,-35.76291517074999,-32.97748447023009,-26.017695539429567,-26.489615619636,-26.985579421897754,-27.857345501974834,-30.337488297790923,-30.77406713246935,-38.67922348229335,-35.3563829369581,2.676386685861398,2.44693684510484,0.4176346644172173,0.6109858978387726,-17.735822648258406,-17.657256642377238,-18.357645651209236,-16.822053187582906,-17.6032990458002,-17.134123218787913,-17.478213470648498,-17.916157724757195,1.9925307722694747,1.9325090270918117,1.2542356509828112,2.6674700794678015,1.9170097293409794,2.2729177901079134,1.9500762362896933,1.5981452561230718,2
91,3.3571450014487816,6.746649820651399,-20.90952047818671,-25.237452325234596,-27.010759086242334,2.5111988,-26.888623638981,2.51887,-2.1715884977557076,1.5983687547275227,4.4708311530241795,-26.91051925945894,2.4616477,0.15271719,0.6666667,1.4895004451556721,7.83696010384021,5.818731186297347,0.90885466,1.0,-17.507220042776947,-17.727786021641673,-19.218117491866042,-21.039405981762098,-23.138207205831772,-24.63026290649975,-36.50202544240769,-35.12087852151427,-26.244388219775445,-26.07671506503172,-26.55038814066149,-27.13571798046753,-28.225102428903973,-28.47059816332837,-39.338194976455405,-37.37000372244922,2.890931725800039,2.951137289189264,2.2408054173624916,1.6169760717464783,-16.7790766560142,-17.70925340911714,-18.62594553549967,-19.291999428490552,-16.57939329429146,-17.59341586234276,-18.738140199121155,-18.32931343994004,2.8583045978747332,1.9579574665928596,1.1244522340938332,0.5567101527947663,2.8193989162028856,1.8921017449618707,0.9072659464638426,1.3223168245688117,2
92,2.348037789246195,7.375822472044945,-22.079018112416083,-26.529528645635136,-29.817399615198095,2.2390501,-29.776684942146957,2.2159178,-3.4674930937558663,0.3634150820880122,3.9150600688785437,-29.79060742382305,2.199611,0.030496497,0.6666667,0.0,6.346627536118701,2.788902796113058,0.2706897,0.9556661,-29.81057783072445,-19.14791877712836,-21.01197827419387,-22.453799772762906,-23.380713508472084,-25.54389938489845,-26.18144132339905,-36.09285012172031,-38.55913551415902,-27.50493953114835,-28.323727452646672,-28.508235405799613,-28.38987754873266,-29.295749988165294,-28.88802031218861,-37.91312862046609,1.3818654198545461,1.8334354386075704,1.9808815617967208,0.9954906819957343,-19.204692574839964,-18.91032655118353,-18.714597840519865,-19.31272004252098,-22.881117347962174,-19.523516551652722,-19.165132074836848,-20.657978321260124,1.2973634339683071,1.376485314288198,1.49902128849961,0.8906753332274374,-2.6159947868525335,0.7611085347014369,1.0708245791194086,-0.4921125620160015,1
93,2.7474259022442324,8.269855815596195,-22.07346088989431,-26.496951983456604,-31.623439595411643,1.7408901,-31.471213254125345,1.5384591,-2.137030401089364,1.205503182699352,10.225458871500233,-31.5313428984674,1.5356196,0.09381978,0.6666667,1.1877573516188986,5.402375264167249,2.618411812901866,0.10265498,0.9997198,-32.802050054680244,-21.029856640006656,-22.517691978838705,-22.834682820561955,-23.155387084407597,-24.538096568547285,-24.53175829855036,-27.154921426058333,-41.48513537630356,-29.244597390971062,-29.690972635265418,-28.800582373475375,-28.091126044848643,-28.255683166877567,-27.229371433013192,-29.0953095022223,0.5001147081120194,1.6684797537064737,2.3588652693862984,1.811647858086846,-21.259090024078013,-21.353258431157474,-21.951699489810544,-21.309415270758517,-21.26606902329899,-20.468674917237028,-21.172686943641008,-21.141282072022786,1.5704288773148962,1.4363674838150366,1.0672853330922845,1.2948688631073093,1.4907959269197548,1.9834376033573566,1.273773102365572,1.5309662055177176,1
97,3.12631065407696,7.726385992342251,-21.252481016864042,-25.751993566550826,-29.779220242491686,2.0810044,-29.7473059941622,2.0618,-3.872436637980699,0.5270515091992614,6.2413517768698625,-29.7351978251042,2.0183692,0.042256515,0.6666667,0.8616655349644212,7.063539053156045,3.2846418048698194,0.25407124,0.9998258,-17.994874590844457,-19.203807454610878,-20.273353717031032,-21.68595517756894,-22.723759901821758,-23.69068183008705,-25.69901942469039,-42.47848468857001,-26.73718117570327,-27.54540980415722,-27.566696222984163,-27.724972471194416,-27.714517429889852,-27.427114050511708,-28.387191734885405,-44.23715868015253,2.0887731997944967,2.425110656029919,2.6080095867009025,2.4835208754658624,-18.459571992610655,-18.60131677532053,-18.91292557658318,-19.393184422372897,-19.209834818150643,-19.277122817732632,-18.48892688524104,-19.0002948170224,1.9440459547039208,1.865250587188129,1.650110878516185,1.411200806496769,1.541612950310991,1.1992799367061402,1.9445421215997498,1.711894731808911,1
98,2.9294977550255634,7.276379623608727,-20.915366178588393,-25.230227955157336,-28.38717061152844,2.60885,-28.263362138209622,2.6373684,-2.2336458256104352,1.3991933108176693,4.3018342282960536,-28.263969873717265,2.5553524,0.19722515,0.6666667,1.4171426229131558,7.663355808217804,6.202837495879265,1.3735869,0.99985063,-21.14220122764876,-17.88725803381018,-19.10808885679335,-21.20552204377659,-22.76167503836719,-26.281349311315658,-43.657296082135915,-37.18428068517422,-29.880924630025778,-26.23880301933641,-26.44160869227035,-27.301394744424012,-27.846424242352956,-30.118587327485585,-46.48858156705108,-39.42105980276877,2.334965767372863,2.4549319749760636,2.4220407876782906,0.5098329045826675,-18.69022069441317,-19.110276822199232,-18.73920762531665,-18.195108796760305,-16.712480259254786,-16.365920829792763,-17.39905735971399,-16.005451966473352,0.31939924220622296,0.16233879399830323,0.42349069944267537,1.0250573435766195,2.431008073365303,2.6562285989246663,1.7252789934583275,3.0287833074937076,2
103,3.3878477707976358,6.876633068254189,-21.062226003901262,-25.779019906016824,-27.85373038655627,2.1219785,-27.77218216910292,2.008503,-2.504174365774747,1.3689257462107471,6.8246224869116885,-27.811114828212016,2.0089424,0.06340823,0.6666667,1.3240092990351864,7.094205799859769,3.8874869225863544,0.34275222,0.9981949,-17.926569271675106,-19.53325892658243,-20.119786930277215,-21.34296378762402,-22.618717171597204,-24.36269197191391,-25.411768781969855,-42.220602515548386,-26.648934170467733,-27.83978264618211,-27.393562025537694,-27.384176556368697,-27.633940362742997,-28.137620108148045,-28.16667124461988,-44.27599148790334,2.6139297912478363,2.926386378084944,2.7722611410678866,2.0980380068686832,-18.545765067294848,-18.871552236198394,-19.646787180566445,-19.250170536522447,-18.412092985251558,-18.45151865234782,-19.35813070898663,-18.951289310370186,2.2334071234405273,2.05749188584381,1.3293020761678522,1.7200963922256753,2.4693668078629427,2.2034202281846227,1.4730558243445633,1.8277576070365944,1
106,3.3006899964188463,7.569951430101853,-21.29911063067645,-25.796210458679358,-29.516152518574643,2.0184522,-29.44121267726534,1.9698973,-2.9899254060906046,1.046027704784667,7.869235299648657,-29.474188917739742,1.9600024,0.035742424,0.6666667,0.9095404801018145,7.018479235641189,3.670979857904904,0.31218225,0.9998968,-18.82854232381613,-19.492385962664425,-20.46691851731069,-21.644478470729013,-22.729104967770503,-23.917827072250283,-24.905302971507233,-51.798149800664476,-27.568366866367803,-27.827837643342317,-27.75290705047536,-27.677345089720976,-27.712508377235714,-27.648108567681266,-27.586121258012973,-53.531664255148144,2.318069560285107,2.7448001955687724,2.735179945144099,2.36077549084669,-18.656599425109167,-19.28268784198366,-18.70882113874198,-18.382252448767872,-19.339168159838962,-19.550160161673066,-19.07986158839694,-18.681959610237772,1.9202507485570444,1.7069893143961965,2.2659540870070964,2.4847738418208527,1.7878763662566441,1.5253268705804401,1.9056625045439177,2.1784964559664406,1
109,3.4728247797343443,7.301599593123525,-20.87857839482597,-25.619881166866826,-28.682067046114874,1.9541789,-28.57752185953513,1.7882982,-2.2958928361819244,1.5383088036733694,8.3530482347702,-28.614309122532358,1.7725621,0.09329797,0.6666667,1.6077294338152963,6.8874623226943426,3.292011596016209,0.18697871,0.99966353,-23.174650612334403,-19.34528769686815,-20.651887005133744,-21.287420301185303,-22.08171543496183,-23.914982728799664,-24.827083860191294,-34.96883233688832,-31.880845066716976,-27.61470788548289,-27.88654461638353,-27.300591223104085,-27.068997277810873,-27.671105803584187,-27.565062164817014,-36.99987654627303,2.121925400692808,2.917552548840423,3.055329720776024,2.3994254423507377,-19.095304399568654,-19.396984656334492,-19.06291599946896,-19.14959253544504,-19.23059810109096,-19.396912157171002,-19.10499926715269,-18.982165356293024,2.4374394293030077,2.1335751916888195,2.260420735772672,2.1846867633876457,2.103029585025684,1.823891471147617,2.1510083390374803,2.31258682651596,1
110,4.125575751652055,6.780387480894307,-19.864481937249884,-24.51918891123314,-26.419304810046565,2.1359894,-26.363769136233152,2.0476224,-2.8419969714126716,1.6515117822314105,6.372024514209878,-26.392691755457168,2.0471647,0.04447557,0.6666667,1.6816302867154955,8.201052657792243,5.477447419239737,0.43549657,0.99987024,-17.66352875836795,-17.863398580258494,-18.87270838035806,-20.166149439477532,-21.445387377625085,-22.891759001119603,-24.986935594277504,-27.087440627225458,-26.39280457887877,-26.182973443703993,-26.155608982194384,-26.20962749817843,-26.457062187296223,-26.65862542413045,-27.72651195497053,-29.078506189488728,3.3930507445505227,3.6556849499108304,3.428547320323196,2.9564460446437595,-17.894228870196923,-17.348165682364815,-17.46775044818856,-17.56846536915386,-17.447721692952083,-17.649705854356945,-17.838916178925974,-18.195216188658147,2.6089154192049104,2.945517153959064,2.8008556143682384,2.731298823632595,2.8484552383487274,2.5411578580819105,2.4617902035031283,2.1521525125513765,1
115,3.178770573426247,6.821986148266823,-21.112536879616716,-25.621721498501156,-27.502028960068657,2.445408,-27.37970729875894,2.3824449,-2.12411787128214,1.5463186290353672,5.222311964643247,-27.40098346363395,2.3301554,0.15733433,0.6666667,1.5285048251569302,7.589139546954718,4.621613549820498,0.5585473,0.9976239,-18.406298569893664,-18.287470407721514,-19.616380867997965,-21.25587515532176,-23.129340999657803,-25.781878531086708,-27.49111407468664,-37.73736956667778,-27.13621534529018,-26.619502729292677,-26.930437038226877,-27.338525274975705,-28.202116800522237,-29.611819999031834,-30.317072681139006,-39.97204029549001,2.625566315331925,2.834449103090357,2.246325197556456,0.9171457167647704,-18.466196482332624,-18.445755183473405,-19.038373644367848,-19.71198633401826,-18.66686188976668,-19.200129154321797,-18.92666950948122,-17.839233139160843,1.575983106697808,1.5806237469366586,1.0728045470361718,0.30422516545472006,1.4231878652199128,0.8661837067611299,1.0911253264622451,2.1601924684847345,2
134,4.491025087506528,6.454876247250929,-19.247452715784064,-23.916709517866927,-25.00535150321455,2.2192743,-24.90353600218773,2.095452,-2.296220390751574,2.3752696883417435,5.9806441168280715,-24.94846583251072,2.0918393,0.08525154,0.6666667,2.3388354374284326,8.987871880257964,8.878791117568172,1.6535703,0.99961346,-16.877667188421935,-17.067187728512835,-18.05495985535914,-19.47878889558574,-20.966783347374907,-22.822084587324575,-24.80931419742042,-36.667974414357026,-25.602944706459432,-25.38434732499656,-25.346475918648167,-25.538844230526802,-26.00889765983685,-26.62313922635442,-27.598711196179732,-38.81937811507514,3.917657431783309,4.077807151887051,3.71225037799058,2.9762795930301604,-19.56092719409437,-19.239570629846742,-18.781781534763343,-18.387104250466585,-18.56561330722174,-19.310849402148786,-18.464086982994075,-18.052592914316286,0.8747095231500084,1.2742969864148617,1.4937558895203715,1.853317582853612,1.7269959404105328,1.136616290495075,1.6637768437746423,2.1333644465549138,2
137,2.9515328109710204,7.243470228934169,-21.657977751750554,-26.065105381898917,-29.070676423345166,2.3062565,-29.031485641287954,2.2782454,-3.4058418404827915,0.6181229695568063,3.050359937746789,-29.01437460565297,2.2155838,0.08087436,0.6666667,0.9269651173681684,7.0777588634372375,4.153091547872702,0.4917453,0.99931973,-29.100995789864072,-18.786841472683506,-20.503439627700867,-21.924293591985073,-22.99087290097604,-25.692157528576807,-26.94188158107354,-34.05369166835825,-37.85220153374022,-27.150357926661727,-27.82292946260951,-27.985224954713672,-28.007777665860836,-29.450503762974602,-29.656201284279877,-35.89922326032564,2.04895630936251,2.4625185048039127,2.5458473927180236,1.2175740066434415,-18.092153253185426,-18.168952328805407,-18.146126820844476,-17.96750797331612,-18.13265905141887,-18.495088800706753,-18.92474874118407,-19.189929971302735,1.8812918430664887,1.9970024908867439,2.1087405681864873,2.248971982484011,2.111259151765177,1.71812488430701,1.5086782358410675,1.1450850963100607,1
142,3.9580228039553984,6.468552941903472,-20.43051607694164,-24.846548290215313,-25.936897886352366,2.4212196,-25.860124605949963,2.3677027,-2.5822582558857903,1.7110370027930946,4.036755173172735,-25.893262497951085,2.3540215,0.0650643,0.6666667,1.5862993486840644,8.368719470455295,6.3010424589698495,0.70863044,0.9994261,-16.67958286385924,-17.532021698480385,-18.917950390151084,-20.600890442957326,-22.3200407642982,-25.041466963119824,-25.76289560126317,-34.03834500974819,-25.420006612677675,-25.882232422527096,-26.241658408360045,-26.681930086992676,-27.380059505076357,-28.852012756370293,-28.557130332708393,-36.180736228702514,3.483359869071651,3.4882723773013615,3.0056554479262076,1.618216652913706,-17.759548759682904,-17.295480840757676,-17.21435198771016,-16.989425076923048,-17.95669251303039,-18.06819537693689,-17.264958118867284,-17.216156024095184,2.261578644824112,2.642116528590971,2.7514633181849644,2.9000090961091054,2.0597826287362007,1.9393077760175015,2.5508719966921407,2.7027628099532612,2
144,3.983761357963881,6.364236511052956,-20.149414373068122,-24.625462776667725,-25.435909881239734,2.4055793,-25.330343440900094,2.3032675,-2.1982858002341015,1.986744669211408,4.998083583252921,-25.36090436077266,2.2720616,0.12655683,0.6666667,2.027702226787295,8.380893169672735,6.783891020112855,0.75941986,0.9876088,-17.286530694716486,-17.391709951471377,-18.641869024167402,-20.36271779118761,-21.882051736572794,-24.791592610419038,-38.32862764876283,-36.5637708617065,-26.019089099175982,-25.728763311743627,-25.95952480892402,-26.446456636030415,-26.95396266982773,-28.61911825099311,-41.1500306419293,-38.78517965320917,3.494308573419832,3.4862309710735837,3.145314296686052,1.8109557966350318,-20.74469033965068,-18.907756669060564,-18.17805852862734,-16.886451924846497,-17.007352332991022,-16.687520369876193,-16.002244594869413,-17.40798830587519,-0.5863444147346235,1.1700844560195738,1.8875371869252036,2.8671103143447847,2.765501170020403,2.936247286645207,3.4848175028043236,2.486098112083187,2
153,1.9395162803438617,7.038401099846044,-22.770909996496744,-27.120909306867667,-29.668924861735054,2.3752236,-29.538681118832237,2.2916791,-2.3009732527068176,0.7129554941144679,5.582354115373706,-29.614242201322345,2.3045826,0.055638097,0.6666667,0.0,6.0351426191531266,3.297345209363811,0.66033083,0.99433035,-18.848011794942444,-20.499223326426815,-21.424681549224445,-22.749731902720377,-24.707968287098943,-27.43189585704502,-27.01194136317881,-35.21827696686925,-27.60192812361982,-28.869363336345064,-28.752054973756586,-28.817286987283893,-29.73275669676065,-31.196865720684983,-29.734144685166665,-37.08909033883611,1.3343578701145926,1.693427342136361,1.1020464473941352,-0.34009525597491524,-19.521091061650992,-19.329158820949857,-18.48650509626816,-19.279549965017278,-19.93919348381811,-18.952522051240376,-19.534770897335193,-20.081977189703398,1.0474031148557084,1.0927649382542954,1.6703955691777232,0.8295097013885098,0.41723158329519916,1.1892705076537886,0.7403819417662687,0.09506416659517276,1
156,4.341434236190272,7.423046278103399,-19.752578022422753,-24.29505469063747,-27.907133048015,1.750551,-27.803418726375817,1.5959458,-2.5070401177840878,2.096329262997708,9.901628024685376,-27.852787990297468,1.5953693,0.05817273,0.6666667,2.147225567807563,7.8136584464304555,4.624113090887679,0.26706934,0.99997485,-24.480598181423144,-19.502783435573402,-19.55977617562769,-20.355072689228038,-21.026154569730203,-21.9398466660446,-23.108872482880777,-25.22468621481776,-33.18298741183332,-27.759239193537116,-26.77354225240382,-26.346473696378677,-25.98234553088679,-25.666024660635113,-25.806806629586525,-27.122278725601056,3.1628780387959523,3.683466749086877,3.792028635658807,3.5788032557146483,-18.30932377130574,-18.022107829578086,-18.520905714770713,-18.17902990218839,-18.54495313304488,-18.54863061292503,-18.272820901329588,-18.358529830466054,3.1516813546882307,3.3089717532412126,3.1027934982528835,3.2421583504078684,2.862959064243603,2.8586039175482982,3.0657262815132396,3.037240982915221,1
162,3.598694948070997,7.739588736640203,-20.625390495438868,-25.25584339834017,-29.278411342274463,1.844213,-29.16124566449964,1.6675843,-2.249132292020215,1.6847328070594334,9.315156949726605,-29.21003390245871,1.6690842,0.08306574,0.6666667,1.6903641189383498,6.92368762246122,3.662797816024153,0.27859876,0.99962795,-19.583479814231076,-19.506062974203513,-20.509015795016808,-21.15462427301219,-21.89407562716266,-23.048022001330118,-24.158209005253006,-27.097564960591395,-28.280031251185736,-27.752178900251668,-27.716934271134914,-27.146674073904475,-26.85762352012733,-26.785707147721812,-26.87601411575297,-29.080193429862714,2.0394475002579213,2.928948292991387,3.1054426174973946,2.8644049800072953,-19.16096162470154,-19.29068065972358,-19.532953983822686,-20.075824968347295,-19.468598252548354,-19.365825956950893,-19.416356292656566,-18.73573998554816,2.5539066844030507,2.4311350503463247,2.1214721789711812,1.827409420354564,2.1226658150422923,2.0870379571332194,2.24441540785258,2.6947657890141414,1
166,4.247553084072171,8.105551447104075,-19.685914814376375,-24.108636130364815,-28.951640551862614,1.7666059,-28.891254161101994,1.6634133,-2.9544467704704287,1.598249171267332,11.335286268796004,-28.922693534024724,1.6608804,0.036669333,0.6666667,1.6999395679755696,8.035241345672254,5.78559493846404,0.54187524,0.999984,-24.00721351953665,-18.528098042028102,-19.376557294148768,-20.349529747379037,-20.944466222728586,-21.806146535849383,-22.911251009048545,-23.79868956188669,-32.71687410389233,-26.79750585716046,-26.59777248627782,-26.34036456227524,-25.891886859147466,-25.518343170853264,-25.584667329992,-25.58011375990481,2.4689824379795846,3.20405740491822,3.670301751873531,3.6764723668309194,-18.454480781939466,-18.86846268563544,-18.36569569047605,-18.427880154346298,-18.14519826938068,-17.62964187512152,-17.58686230266458,-17.91616973741983,2.7008089918847027,2.581524732967247,2.952872646245628,2.8199473052981134,3.1766904186177287,3.4097317221734276,3.383960662030587,3.250644633587713,1
172,1.9782697410934633,6.879299167054103,-22.515878249827505,-26.795518055811446,-28.9845258219674,2.4457152,-28.917635223577225,2.4179149,-2.948519428889658,0.4951656194660682,2.892875066447601,-28.915933947065113,2.376665,0.08604557,0.6666667,0.0,6.338156809470267,2.5048917767699685,0.0,0.8784728,-18.873128036346827,-19.395271780966645,-21.047621347014598,-22.656843109748817,-24.480323958688896,-25.797033212478432,-39.83303692139605,-37.44572129663454,-27.629806792139306,-27.772134291689508,-28.382985247313684,-28.731120575590975,-29.51310278891028,-29.568725538948584,-42.56323070269753,-39.34168425218169,1.4090685750285579,1.628509290418883,1.095595562593876,0.6232028261319692,-19.31737494020272,-19.43507805645777,-20.74846150205188,-18.90082840080969,-19.71722403324051,-19.21553141520964,-20.29376730799792,-18.777466506710738,0.7705407430721548,0.6013763895034107,-0.8012621345951719,1.0303717534398797,0.33957399823695217,0.5403903471038436,-0.4840703806920198,1.2296762658187363,1
173,2.903698450625988,7.837798648325402,-21.630209687333082,-26.11792927164589,-30.389055784096062,1.9738592,-30.28734753156779,1.8997883,-2.672912234103075,0.9831297548270965,8.563435732194906,-30.31188075374788,1.8653026,0.07126599,0.6666667,0.9862502826427647,6.370404195236719,2.821786362903199,0.21633819,0.99888945,-17.61174518958863,-20.092698862973524,-20.89835268614224,-22.079310734231964,-22.88452525666877,-24.205427345368367,-25.404169748327924,-33.803612956712996,-26.349797870502513,-28.423751236849284,-28.179077895267934,-28.107777967811632,-27.862665419192595,-27.931309553040922,-28.079724774008035,-35.51895205437756,1.6885032279896375,2.2455332269480666,2.42498038030589,2.2000227658219202,-19.334976758770186,-19.155862657349264,-19.63686407753494,-19.652335862234033,-19.624048503051426,-19.354034723459442,-19.716962218142736,-19.799970038283053,1.6666570840785926,1.8830465840260227,1.2309753838441424,1.321478918199825,1.3286098154374897,1.7778121256632455,1.064132231988414,1.3831822140686816,1
177,2.526803186780652,8.397241067487872,-22.29609023008226,-26.676487725964147,-32.07725361241059,1.784351,-32.02714407863642,1.7582852,-3.6462592948613493,0.3308150290410386,13.029828395174443,-32.06459867817456,1.7707676,0.0058042393,0.6666667,0.0,5.561672831921256,2.7253584782619615,0.21209995,0.99429685,-23.9911633426152,-20.642246970957636,-22.418921145735762,-22.705248117578183,-23.469265993297522,-24.874183267251386,-26.852160218189702,-25.503636441670174,-32.721668589587,-28.95449362003983,-29.677121488632118,-28.714909665033236,-28.424881273738126,-28.58125974204032,-29.5051903344222,-27.13987479915855,0.41526497056777845,1.845419915874188,2.2015489218876043,1.599683037102891,-20.774484724851963,-20.143825507938264,-20.488521750145704,-21.108697155753998,-20.53493010709404,-20.134357653037984,-20.962664334443673,-20.050612586976865,1.0277274630989868,1.3806922532433916,1.2376058272523303,0.7998631642940792,1.0965055502545942,1.3581616644567702,1.0318882722149052,1.5986272959079675,1
