,Signif_Avg,Pivot_Energy,Flux1000,Energy_Flux100,PL_Flux_Density,PL_Index,LP_Flux_Density,LP_Index,LP_beta,LP_SigCurv,LP_EPeak,PLEC_Flux_Density,PLEC_IndexS,PLEC_ExpfactorS,PLEC_Exp_Index,PLEC_SigCurv,Npred,Variability_Index,Frac_Variability,ASSOC_PROB_BAY,Flux_Band_0,Flux_Band_1,Flux_Band_2,Flux_Band_3,Flux_Band_4,Flux_Band_5,Flux_Band_6,Flux_Band_7,nuFnu_Band_0,nuFnu_Band_1,nuFnu_Band_2,nuFnu_Band_3,nuFnu_Band_4,nuFnu_Band_5,nuFnu_Band_6,nuFnu_Band_7,Sqrt_TS_Band_2,Sqrt_TS_Band_3,Sqrt_TS_Band_4,Sqrt_TS_Band_5,Flux_History_0,Flux_History_1,Flux_History_2,Flux_History_3,Flux_History_4,Flux_History_5,Flux_History_6,Flux_History_7,Sqrt_TS_History_0,Sqrt_TS_History_1,Sqrt_TS_History_2,Sqrt_TS_History_3,Sqrt_TS_History_4,Sqrt_TS_History_5,Sqrt_TS_History_6,Sqrt_TS_History_7,CLASS1
2881,3.435046868649161,6.327207589360162,-20.853718203212836,-24.946125252834623,-25.690001017993758,2.662826,-25.464908994907336,2.5891397,-1.4941899985963945,2.120797833437897,5.014685016224307,-25.499000406950206,2.5104692,0.32339698,0.6666667,2.085722276506584,8.161222799222625,5.570399413887108,0.61833185,0.9995312,-16.882603310072625,-17.477425798097702,-18.825429665538554,-20.924666990253648,-23.37080771775045,-27.056757272841903,-34.24972150648307,-35.81127677613465,-25.608169610777523,-25.81723549273466,-26.17575769668075,-27.058191960095336,-28.52280331136767,-30.968502557698482,-37.17993483462376,-38.19017516965948,3.1163687815193497,2.860540545990797,1.908799988098734,-0.19874508874429764,-20.104223146815386,-16.68890775763895,-17.307054314550378,-17.252715762748743,-17.169530808398076,-17.394279274626392,-17.33237700128741,-17.72260851127464,-0.7302026427448994,2.6436654089246465,2.0918949555395216,2.122251076943681,2.2061322642313113,2.00774333135771,2.0211400149780734,1.6698617263774378,2
2882,3.105992147730373,7.911541993738849,-21.259339442074797,-25.752915875899745,-30.164696376118265,1.9979584,-30.14737996915137,1.9810385,-4.4723184117518375,0.1350794225576641,8.741673512855007,-30.102569150658383,1.8856682,0.064481676,0.6666667,0.9922280269388299,6.731239853935928,3.061369909193859,0.23439443,0.998394,-29.65221598191755,-18.8265599238153,-20.411011792885688,-21.95390871599957,-22.517246914182632,-23.506064517723907,-25.289078346722423,-34.579170513958616,-38.39122648005622,-27.159991223799107,-27.694583497236547,-27.984754910267824,-27.498233536157397,-27.234325649901514,-27.967479825793937,-36.304355702213655,1.9179712021398025,2.176173332503288,2.650171582405992,2.57327095119573,-19.2022448521817,-18.72980924092247,-18.814580610168015,-19.322976280161132,-18.969896612026485,-18.964580488662275,-19.255292258380287,-18.934066476903315,1.501604643452108,2.0216309526029774,1.7463996819581404,1.4206001532267676,1.6632654817698018,1.663713886279918,1.3218916975542057,1.794695729475393,1
2883,1.7990046593365276,7.275834081049675,-22.64111254397262,-26.996331516290173,-30.1051055774178,2.3694773,-30.075909505304036,2.356423,-3.8930168717193725,0.0,-1.466979695233574,-30.07959082201693,2.336168,0.028878022,0.6666667,0.0,6.049113262952478,2.416041716545174,0.0,0.9972736,-17.860718898848948,-20.487003374245695,-21.23855665713813,-22.791223176241502,-25.161196417457408,-25.249803034675168,-32.122476848767064,-36.7915820566369,-26.614409692896814,-28.856593283668513,-28.56527573471608,-28.858227903632777,-30.185330296021203,-29.014222702997458,-34.84402562885715,-38.660314102776304,1.1572731820650406,1.468565668003849,0.40916534479438404,1.4137025111593295,-19.332437433546172,-18.90654559399868,-21.603380224987227,-18.94122009674535,-20.391308503663367,-19.373907534275933,-19.885815141979425,-19.041326669072735,0.5822662778557688,1.0265986769814732,-1.9612123919308782,0.8972502671375123,0.041955080363307945,0.6942075808138177,0.01042798870437061,1.0902836758016998,2
2884,3.2175037239681465,7.57634087836672,-21.254328352287665,-25.918803896290736,-29.570832758733193,1.9204301,-29.488862184226797,1.7605528,-2.4393996292412448,1.2413340493548073,8.949110533803793,-29.516311019647592,1.7319925,0.08749102,0.6666667,1.4059266797967338,6.429911556365108,2.2943597574805623,0.0,0.99976206,-24.776343676572644,-20.240337937465238,-20.906631954504963,-21.763931256014175,-22.54240675802238,-23.63367639707122,-24.949651631767463,-34.960736658556854,-33.482786892035314,-28.50797132376024,-28.135422869076248,-27.769146249014536,-27.516606754276335,-27.3760204966081,-27.66808721809706,-36.92480488019387,1.8470915415382196,2.526873085011297,2.7576141466167976,2.537444036819262,-19.44498422992051,-19.729038776501408,-19.817615049181878,-20.032943525517798,-19.848114405936347,-19.508027375509908,-19.301883258471268,-19.779103802420007,2.202197260607006,1.9304707953700078,1.8722984778853522,1.5433140695826397,1.6430758687585831,1.9992189906221602,2.207071578691148,1.7730234392431072,1
2888,2.8838271664784947,8.11235172880079,-21.81958127539566,-26.2660194181574,-31.10209881273932,1.877844,-31.052783066290523,1.842325,-3.576087805842654,0.5038738762647647,10.929489721068858,-31.04929222771604,1.8017023,0.039059076,0.6666667,0.6409592492620029,6.179834980836366,2.3630866013499765,0.0,0.9986178,-18.383486962292274,-20.06163167459594,-21.273836438832973,-22.258496825100565,-23.147565258545427,-24.375879875930394,-24.94734731530231,-27.082253507630774,-27.117718951581534,-28.383175801299082,-28.543177821250392,-28.277456034859135,-28.1143214649951,-28.09225396566283,-27.61151844068552,-28.75785588871875,1.4526966728441588,2.1838081210111637,2.3637912645712458,2.072915039390464,-20.192142596816666,-20.140982903001216,-19.38899033529701,-20.28183097707755,-20.12242937585483,-19.567034563251692,-20.007271933656817,-19.44738891006434,1.174265001545352,1.3242799522457858,1.9020384609107128,1.1769053081480847,1.1297104167109562,1.5189553856888616,1.4199938445563007,1.681474560524149,1
2893,3.0807934292643995,7.74569758374517,-21.766339526299394,-26.395267097254184,-30.392954567724658,1.9112722,-30.312139106895174,1.7759507,-2.5570202857988984,1.1496051679355563,9.190516878462304,-30.35988462399161,1.8047537,0.04345639,0.6666667,0.981693042338286,6.33939562966648,3.1320575783185958,0.25668183,0.9880885,-29.762717637671372,-21.1794841206579,-21.4960916342174,-22.23630473656762,-23.039979027958214,-24.507003005230843,-25.19477157902487,-26.867670154800017,-38.47128887930155,-29.45071772086401,-28.726531119074302,-28.240666139866637,-28.010522184197693,-28.24414654315228,-27.904552028741676,-28.79569001038123,1.4572612643179925,2.419868108777428,2.6538639965845463,2.1401164264793895,-20.080652646963333,-21.324752756066463,-20.53695314924679,-20.268162278981936,-20.872576850339392,-19.875433892309747,-20.124159724875213,-20.604139314051466,1.7458856164750087,0.6847134818459647,1.5678527270410698,1.7659399842450962,1.152111084005856,2.0756162590854608,1.7649250499216567,1.3972137030901288,1
2896,2.8283036051067145,7.8883723094762574,-21.519017179843075,-26.303702165446772,-30.38976610634768,1.9787252,-30.257682869118103,1.7236471,-1.7980069239965801,1.2906111467468218,8.722626762719793,-30.299022533360983,1.7310246,0.15685898,0.6666667,1.292333895042054,5.985350091868117,3.813845386446735,0.6782054,0.9975949,-25.856493182718086,-23.126650743778324,-21.065026240682677,-21.935498590646294,-22.95023220034962,-23.91748750347059,-25.758335058468415,-35.99000216930056,-34.53681943780381,-31.342834404903375,-28.253117102077486,-27.924826756520368,-27.926987249547604,-27.679418132100647,-28.519422722996573,-38.132652105051044,1.3511870330758926,2.215828089277343,2.3459821079247467,2.234190677388972,-19.594193166334605,-20.170824078764646,-19.308960123402606,-20.065144110947237,-20.858672770700377,-21.76255605121584,-20.9191484736104,-20.76721676005387,2.181308709508011,1.8474385810041345,2.2202430497536256,1.9287101505919353,1.1572875714039796,-0.12547067867973727,0.9577777578974787,1.0786719079344707,1
2897,1.9866136908460352,8.073588955430502,-22.815197698923193,-27.314950002809503,-32.05554706770871,2.0467994,-31.854454906100035,1.8903862,-1.6832611635862322,0.9035855214224167,8.368618864791014,-31.913235357351756,1.8866341,0.19357993,0.6666667,0.6349008433812439,5.435542398032086,2.0819488956390346,0.0,0.96761596,-17.93341415998517,-20.629641606862403,-22.365585218901078,-23.183443560882345,-23.9957247899451,-26.115761661163926,-26.308971374242365,-40.903975022683184,-26.674364046118768,-28.967883736996935,-29.65491084353142,-29.21910061019994,-28.98246528695654,-29.848833543094464,-28.99312683739843,-42.648941542052654,0.20048281481056293,1.4883936251893854,1.7794782052407476,1.004311484742583,-20.276958685527724,-20.466645853364216,-20.107774040492234,-21.777623815712477,-21.871590869776195,-21.476806108825933,-20.247173569701502,-20.470068471508547,0.7547779273530666,1.0795328619041697,0.8811146540721371,-1.1893745784916743,-0.7728895408337714,-0.6020380567699297,0.9600945738725377,0.5951404423778245,1
2908,2.820553903347105,6.173436042637642,-21.138932428693963,-25.42671577756492,-25.77801532014329,2.5485308,-25.649708633362774,2.414571,-2.0496258404008403,1.6517164456866196,4.563864845508329,-25.68245065150935,2.394734,0.13822263,0.6666667,1.6439792327475098,7.826366835657788,5.291075557834872,0.6980948,0.9971991,-17.642591033434023,-18.027336260139315,-19.375871081301298,-21.25496981244722,-23.32651324282559,-25.851866693814113,-34.506974645628794,-30.428473689332577,-26.378556134579743,-26.375899728218734,-26.71156683817739,-27.357198073285883,-28.423568779470045,-29.703313138873664,-37.35833245754696,-32.70991273641522,2.2134688411760384,2.45729787394198,2.110916013581243,1.2996835338100818,-17.30010174593156,-16.684606294726862,-17.361612330640284,-17.639935870580505,-17.554221136136746,-18.20926088127228,-18.245108970404143,-19.29820170294269,2.267286617071886,2.6809821006892505,2.1346030950006623,1.9707335028443331,2.072432923949345,1.5556724517615141,1.3445141752816188,0.7491586336089251,2
2922,3.90113061817916,7.674172530754835,-20.392653593740313,-24.853372964214465,-28.84492187302471,1.9045134,-28.81138775128885,1.8792394,-3.916413881229578,0.7948510588607618,10.706473093227292,-28.815481629219445,1.8594726,0.020614954,0.6666667,1.0023208942968491,7.601616704408479,5.120028567245681,0.49377972,0.99984837,-18.51388270853042,-18.51899673976499,-19.774421941384766,-20.889530922941137,-21.638117978418446,-22.88727609968314,-23.998679358679553,-24.994541066556337,-27.24917668105182,-26.843186502314033,-27.04693170083613,-26.91113563245056,-26.60804274452753,-26.60629572844492,-26.666019012342677,-26.681257471423404,2.798396488504947,3.242751870593408,3.3747346397283766,3.0046665101921386,-17.788235476897995,-18.12497596680213,-18.069092074351186,-18.15800496792962,-18.00145788527595,-18.87276079283055,-19.226779740446933,-19.22798665749089,3.088950158724771,2.7287003790905757,2.705833632456734,2.671848440117488,2.7991689670345603,2.0537185478864837,1.6758014707262059,1.7562718674803817,1
2926,2.715009992138151,7.59193729225589,-21.905575849730102,-26.404346479300994,-30.150558590143525,2.0905967,-30.0532611154366,2.018034,-2.6144062495946696,0.8880199733480334,7.468772427410259,-30.098592827721486,2.0177088,0.050900552,0.6666667,0.5808486860241603,6.40400804420726,2.977901903080081,0.30716684,0.99568474,-18.88878241423129,-19.962689051628676,-21.08098771048672,-22.087713285587377,-23.32762330908825,-25.202652759584204,-26.97228563732381,-27.12151195491546,-27.63146921264236,-28.305232394249973,-28.3754547929529,-28.12767149294492,-28.31950530201569,-28.94002599665418,-29.661582523027633,-28.884007486124606,1.6317785590938925,2.31035038948368,2.2917714879392834,1.3465961913967688,-19.59977341433749,-19.556154513563694,-19.776981969310295,-19.397724094258585,-19.896142732663314,-20.07925848588739,-19.468714832566942,-19.560075948580195,1.2605507866102583,1.1403416167980307,1.2330909860461263,1.309542622438369,0.9742223242888208,0.6727807489931495,1.1968315490822166,1.2679851462630434,1
2930,3.651560691106241,7.490307601920491,-20.978778343410838,-25.623003424958448,-29.1677488612548,1.8720986,-29.072478142543154,1.7312284,-2.48333706223527,1.6076596923374697,9.100408534842407,-29.115765348530388,1.7255067,0.06491592,0.6666667,1.6439939165757078,7.0366869591302175,3.534185301632165,0.20994478,0.9992025,-25.52365369170901,-20.716389304721456,-20.5311954491312,-21.535696396057702,-22.225784052759238,-23.651768865785463,-24.39641907015196,-27.36813862436104,-34.23049230303885,-28.984342137120876,-27.75933360917863,-27.53950764192786,-27.197292897591613,-27.39104796997571,-27.11027650245951,-29.31492388329223,2.4613848470493007,2.9804194964653457,3.2024836595094315,2.701721406547557,-19.63314308206815,-19.180224356970793,-19.30360800022517,-19.575144699087307,-19.75835861786,-19.285699526230772,-19.088085217293685,-19.251760057572763,2.0992485913971355,2.506670624976652,2.328547379479521,2.1864549102507778,2.1639689916187184,2.3919244745280697,2.5167985851897425,2.530387346606215,1
2932,2.2826163378994075,7.091802013467599,-21.897448668341802,-26.355151293235473,-28.90823530390195,2.5103586,-28.672061824454996,2.704505,-1.3194301215632434,1.4131253686400636,5.773924019498572,-28.658962996960604,2.5947385,0.5850362,0.6666667,1.2630952066106929,6.801170569860727,4.008857350375156,0.6944949,0.9976713,-22.52106100475409,-19.647622032612283,-20.063106676035773,-22.255669808324697,-23.975941726358233,-25.98723353260085,-26.757788282607144,-40.078329711979045,-31.22782690092856,-27.948344125582423,-27.380075026809905,-28.371888907601285,-29.119039552711964,-29.899037130746343,-29.69455355917259,-42.457228103807324,2.054936435172144,1.7183321399399536,1.3409921610043558,0.3181577014773373,-18.354436378154546,-17.72513109291836,-18.23606202893427,-18.440553346917447,-18.66616786191581,-20.135451889211996,-19.98249514112937,-27.274189293395327,1.3520403317860241,2.0487694234034834,1.616046827519312,1.3624572217604003,1.1848748437405336,-0.19015656422806984,-0.1211289756771128,-3.6477391737651765,2
2934,2.545923508395017,6.098983913270216,-22.00883792645098,-25.8459499972676,-26.106449087337747,2.7693763,-26.04812678807703,2.745767,-2.921152639792952,0.7334096105531674,-0.822731174424444,-26.066098342618986,2.7247026,0.056225114,0.6666667,0.3977618137764231,7.308022836528905,3.4014653457565704,0.31375253,0.9864883,-28.227759067873798,-17.95858748945188,-19.989459981763897,-22.163146016610277,-24.646304070603787,-25.74305683273394,-32.59516462815933,-34.89396953607849,-36.997001191401175,-26.365610923557867,-27.360518645735315,-28.267584323377875,-29.714777649895172,-29.544910089339183,-35.36105306236185,-36.89590533176276,2.1989603467295855,1.8846832538469405,0.8037171630062868,0.8407995038931214,-17.997815749440292,-18.268615211329962,-18.748612263755966,-18.1377030158755,-18.113459641517483,-18.02912028614553,-18.33535043425485,-21.442650999990537,1.5117513398479243,1.1132117284790572,0.6193802263702828,1.2775859235875948,1.2115127620102477,1.3495865859140366,1.0845214056845383,-2.1059330943219208,2
2944,4.080522610976252,7.856595366059585,-20.42491648773831,-24.7297627219754,-29.328225617726094,1.6410971,-29.253067583164608,1.5155357,-2.864142589826665,1.5759750645138528,12.103896997238213,-29.287695457703425,1.4939175,0.045007996,0.6666667,1.7916342947273873,7.244044427415159,3.260840308898699,0.1396945,0.99990153,-18.201208964147547,-20.18337095935186,-20.52482639961538,-21.11520719645636,-21.761259455464103,-22.27453525968926,-22.98808701463481,-24.8047532591361,-26.904595477603557,-28.437953192009278,-27.72957525731172,-27.093444712170744,-26.69495091617918,-25.976452625404416,-25.650602852676673,-26.55659330260576,2.4356334044379557,3.193275650299462,3.4303218931162474,3.536195768073025,-19.418596591876437,-19.314242281274336,-19.257799650175148,-19.45877359841216,-19.394401861609595,-19.34841889396606,-19.711949261528574,-19.628837235657585,2.6200499125601056,2.580602762015197,2.816407739447076,2.730782371880679,2.780864108529121,2.737402124122479,2.579853196827231,2.537048683848083,1
2946,3.748381469572993,6.5515370878588115,-20.366207036689943,-24.88783867631202,-26.104229973797903,2.4237888,-25.96768477541631,2.3180952,-1.9336408951223873,2.0039026982409585,5.451780410007589,-25.996897908004016,2.2754536,0.1767273,0.6666667,2.0134185859809155,8.104851040563368,6.235323446317074,0.82921433,0.99962133,-16.734301839886935,-17.781000498190213,-18.858924230186208,-20.490061163658364,-22.284585677542882,-25.55561650253849,-27.150743035371853,-34.94122503110502,-25.459638875004156,-26.106131230606422,-26.171592812460272,-26.577001211593778,-27.368312105237752,-29.399353729190686,-29.997082346775084,-37.22263083896494,3.287846153783362,3.307732885485045,2.8139567560079604,1.3667270514979522,-16.427899420884057,-16.502458600580038,-19.61698245684061,-17.55809955500168,-17.649152116582105,-17.66997427771087,-17.22414476815758,-17.110464853037666,3.3659549202982637,3.1401212543222545,0.27622104161326283,2.3432322370237664,2.191684305125295,2.216905372069789,2.497655689095617,2.6254261445166405,2
2958,2.791355089765003,7.16847149385393,-21.599134726350464,-25.92635702721832,-28.795197091036655,2.3993423,-28.756936813351295,2.404237,-3.6377245453012277,0.586446767640574,-0.5130948632100341,-28.769378229472498,2.3831646,0.026152894,0.6666667,0.0,7.190189405020465,2.8993890903853625,0.16438574,0.99964046,-20.52462103596397,-19.255950255051406,-20.042689598375972,-21.881627181023557,-23.3367787514856,-24.873379887884486,-27.046352573763023,-46.142463607852065,-29.279483432031295,-27.62839602873569,-27.372804897250195,-27.9514878471821,-28.3643089615365,-28.64065545522882,-29.771297735654134,-48.021961907376095,2.069790366490761,2.287622424470709,2.1756563491114465,1.8435252373425228,-18.030050993846054,-18.222021871277857,-18.547698553318746,-18.65714101717019,-18.374641879487367,-18.07572982114921,-18.768689120062216,-18.363899216897348,1.9016677858653601,1.580118904780905,1.3772289529524815,1.3636019681018121,1.5337465269801014,1.577046661929439,1.4076621776077174,1.6507395587487426,2
2967,1.9807002648885297,7.812713641427616,-22.707283750711948,-27.20032656374007,-31.4150183003664,2.1281414,-31.377637527677212,2.1043544,-3.6411152636946724,0.17789930972390142,5.822970685554231,-31.36774600460949,2.0534441,0.049103748,0.6666667,0.0,5.623642851175369,2.333583441116318,0.0,0.9967778,-25.865400271475913,-21.37628075978453,-21.63667406462597,-23.168578501399566,-24.072420752863,-25.859842782239525,-26.14237648138169,-35.253188912667,-34.60957451935285,-29.722501064278138,-28.93553392471045,-29.212213651643054,-29.068695561022317,-29.60089282061065,-28.836066178551192,-37.030543772081806,0.953971047216888,1.3097107154397571,1.591875166316389,1.201023800097447,-19.90311946957158,-20.06081954136627,-21.698623429931647,-20.24695393157667,-19.708821791768607,-19.833565967279068,-19.547246378753456,-20.01218820588543,1.2811494320899648,0.6023162921324039,-1.071321349706905,0.4634151202771112,1.3003349186333402,0.7675663171772545,0.9842552936632488,0.7009261272968641,1
2968,3.2802747726992068,7.87866801294407,-21.49467674517026,-26.095470676882886,-30.42413618968972,1.7879386,-30.259245078938918,1.5805253,-2.0218218253673466,1.655697066774917,9.462619490349493,-30.30787632979837,1.5364974,0.13513483,0.6666667,1.7176385251953268,6.230509006253857,3.6143659074182852,0.37522364,0.9995113,-31.598449008909235,-24.25831598969487,-21.461800603957506,-22.105425765643826,-22.74967852013045,-23.598582544078745,-25.03908173556801,-34.18304202199881,-40.28271349333582,-32.478505372979235,-28.645667988454242,-28.083554155916545,-27.70402954850889,-27.334784819536022,-27.762233153053092,-36.20826182672811,1.7190786910233467,2.505395138816492,2.7842382790028113,2.713494630100009,-20.813188554678952,-21.36525329794686,-21.594919834179763,-20.154323439180278,-19.734622552080182,-20.192773090147636,-20.623387665684398,-20.591541994009773,1.6860240539765385,1.1802104758784822,1.0116467736916543,2.25022220808313,2.4801387713726912,2.0740337387627643,1.8464882212274356,2.0557173246032607,1
2971,2.9303824900987827,7.738038696899354,-21.391134430291192,-26.127887720136584,-30.019810602520018,1.9317272,-29.890668594704724,1.721681,-2.027961360756662,1.3386796608220297,8.795453139739113,-29.93951697312258,1.7293352,0.11029237,0.6666667,1.3211894396079076,6.170044738715538,3.097228733354357,0.26129133,0.9996547,-19.40731969438199,-25.152890509685413,-21.471312299696724,-21.736315105064826,-22.703891632339126,-24.35763232456038,-24.8884736420524,-38.66883140140989,-28.098831776190217,-33.391031115255316,-28.67678710202459,-27.73233981366882,-27.679298425368344,-28.110910111535148,-27.631111654904284,-40.741361054133115,1.0788821093853267,2.406096012163195,2.519662614638561,1.9073124488814215,-21.260123114817883,-20.100716926064337,-20.04065315121062,-19.682859119600675,-20.188414263766965,-20.26929777134772,-19.55187725159113,-20.790742774491004,0.8560522378361514,1.6714465355800878,1.886283338939561,2.0199019997534924,1.4877664323830608,1.3468201148913999,1.9505801337060298,0.8919488144282549,1
2976,2.897653900836613,8.292320546080186,-21.54497338048324,-26.01862484375901,-31.18493131164259,1.9331036,-31.11988088644258,1.8717557,-3.0941964018289876,0.6350355890610604,9.707463301169703,-31.113039127767504,1.8131028,0.06911679,0.6666667,0.854226374135168,6.386894134067721,4.144383042159192,0.85774606,0.99938995,-20.1852586275606,-26.49116287346572,-20.912745161564366,-21.928088888133352,-22.960843020070044,-24.131954740435482,-24.622917914309713,-39.81225812956535,-28.921690459070234,-34.81818497860045,-28.18864624890845,-27.95252589201481,-27.934159073224972,-27.85380669110473,-27.293648920437793,-41.51082545089158,1.2701760007026999,2.194597465489592,2.325307661656693,2.1229691089799885,-19.901414447149648,-20.01236499052877,-20.747192367727088,-20.13938024073476,-20.303083048080282,-20.04156001031613,-20.071911559306102,-20.318167531048918,1.380892191404671,1.4146704126492244,0.8531420322474984,0.6989143149357767,0.2828489921965271,0.7905300161016174,1.1969542225853291,0.9645938586019852,1
2977,3.024230124836537,7.046060857025573,-21.329892260851203,-25.999015344155364,-28.404657657229997,2.223818,-28.30693170374279,2.1580336,-2.509393295590987,1.2316699524341668,6.07435445918394,-28.338486819014413,2.1232939,0.086434014,0.6666667,1.2020259103571913,6.947928615169056,4.558850754044468,0.6345545,0.9958526,-27.905589679185972,-19.60534686081725,-20.10000553452193,-21.67575920378778,-22.95752754397825,-24.5507877845247,-41.58259161196319,-34.614274732350495,-36.63291598808369,-27.92416504060629,-27.388253217049098,-27.728820014237698,-27.98650668918596,-28.336950313021948,-44.35032925218991,-36.70074681450634,2.355511541165444,2.5509259349293014,2.4426691595441836,1.8536659050268984,-20.07972190141033,-20.346490937751277,-19.065243248576614,-18.863447759518763,-19.023101949283152,-24.532111850080813,-19.635544559846778,-18.68152995339275,0.8383957907388512,0.3456130911186517,1.520785285655146,1.49793780023947,1.6726861145829859,-2.7168172698367656,0.8331588922149077,1.7484092365934316,2
2981,4.6665367912902145,6.451701354599225,-19.092465925433235,-23.727553886996674,-24.8382775000143,2.2158754,-24.7608370994755,2.1135643,-2.555966742218869,2.246339979615294,5.720134055897989,-24.80013029036104,2.1176953,0.05830919,0.6666667,2.2015737172129004,9.092897603422383,8.625569526914395,1.2486922,0.99964,-16.493056437081574,-16.88855416303812,-17.901726585598322,-19.33411620487703,-20.80734584070735,-22.52882858619549,-24.72176018419992,-27.030849025836698,-25.223113675917364,-25.213504843472453,-25.196230451240925,-25.39151234943164,-25.840422058637714,-26.31757284893115,-27.491552030436914,-29.118915269750527,4.091427408631911,4.192981628849995,3.8240224252936277,3.1854831032565483,-16.877929575813777,-16.5844028877607,-15.593039717677808,-15.66022115666436,-15.011007332409424,-16.397096738732305,-16.53762468671806,-17.277674217077745,3.1178296516881225,3.266922827917158,4.018105710500756,4.0198553019739,4.498258089511251,3.4549813315815947,3.324990504010255,2.724170934313053,2
2983,2.9775835777587423,6.324824445425117,-21.982479858814052,-26.18937998934642,-26.910019351472844,2.6091597,-26.788804313710646,2.5146656,-2.0229827992194975,1.4109256547571227,4.3791717508684,-26.81655006476261,2.4687269,0.1681675,0.6666667,1.3999340166515986,7.340643188021584,4.6321245316138455,0.58790624,0.99076366,-20.382420409248226,-18.5634074126252,-20.179829986479778,-22.117994756665787,-24.062642050588426,-27.289440861901063,-35.228034475012976,-34.13443045150617,-29.12024441554517,-26.917130671371726,-27.52237587413634,-28.22650562829072,-29.167509595081526,-31.14786891800962,-38.08760258914238,-36.42995295546678,2.5915737751054584,2.443622735122709,1.8801986292583273,-0.08385497665637648,-19.234011037684134,-19.57988927390215,-20.1841745281882,-18.831914441173815,-18.05408355350236,-18.867023762277473,-18.65034321689546,-19.269996543646915,0.9215462341973437,0.5079556703822283,0.06110067246267576,1.3189630185136083,2.1040281745036835,1.2208940912060917,1.4787845416000958,0.9391696264293447,2
2985,3.594750076887768,6.689023070870292,-20.6945845069497,-25.17182371825046,-26.809019305520582,2.3564608,-26.76517759436678,2.3066695,-3.0687283471729856,1.1517760493091314,3.390098179442273,-26.77698688165613,2.2819529,0.05551002,0.6666667,1.2706903371921525,7.93831325557858,5.444433988155514,0.5937584,0.9836684,-22.99706806036058,-17.95438059098146,-19.359580058610476,-20.936931150717204,-22.297495990750086,-24.25598577505499,-28.631764505800636,-43.94141719674808,-31.739364078712278,-26.304104891626977,-26.67502095259964,-27.004758271863583,-27.334707102426105,-28.04147230695589,-31.390056554846815,-45.970763282466315,2.94704042837311,3.149381603753659,2.941879256380988,2.0415100181071324,-18.946599784936932,-17.56422950988165,-18.123051885374696,-16.921931504058303,-17.10980512577828,-17.82124974534089,-17.915913212632198,-18.023232086299274,1.3496037754103645,2.468712539964992,2.0619864382690194,2.849925683223591,2.8451427184821347,2.09836605723695,2.0505283080011343,2.0003669456795854,2
2987,3.5773572720968474,6.677099707966542,-21.022237261673872,-25.59372869901687,-27.129179003336528,2.3602366,-27.03913635968531,2.2645078,-2.31058178144988,1.5678298590505106,5.343942718454297,-27.060244358264676,2.2272096,0.12259755,0.6666667,1.6529653000759539,7.803373029712063,5.774237024038015,0.7457146,0.9957705,-17.603120215187218,-18.43214348000061,-19.749213007056188,-21.152567790530693,-22.771918519746595,-25.346544276859706,-27.338670059693264,-35.67588241187427,-26.333637765865173,-26.762064423480155,-27.055375305086635,-27.224328003659878,-27.82717540134102,-29.158057911577973,-30.13952331362433,-37.849960669922275,2.92475399422927,3.2289461792896397,2.7947993786509904,1.5000641341990562,-19.31065354407594,-19.355482894478698,-20.07125622197806,-19.682935455134213,-18.865829462000697,-19.40562483187439,-18.397026586584733,-18.159972101319095,1.1826459251084125,1.3783772298639725,0.7283309038546096,0.8523829118679092,1.7717860099657428,1.2454661432683054,1.9371721213738955,2.3452311979592815,2
2990,2.4204563025407753,8.022462611390582,-21.76447784935898,-26.74382907416376,-30.95330372733794,2.2133732,-30.7616682300586,2.0599623,-1.529798655366585,1.246331185998781,7.884032085315338,-30.784563563765836,1.9728862,0.32868904,0.6666667,1.2255890800846605,6.0031731580130865,3.044578150457154,0.5016904,0.9592775,-18.6179455023912,-20.613553609523876,-21.860142166010412,-22.138521872501915,-23.11106255831651,-25.419896261462725,-26.68402609937637,-39.07967484112743,-27.294699118543786,-28.8297028910251,-29.062220833744746,-28.151240470877738,-28.128826438576148,-29.225665434136758,-29.50528976537874,-41.35891921794822,0.08173360904795492,1.7031072940173861,2.2651668239809633,1.1698023625586305,-19.823783676144217,-20.397858163021414,-20.91012041841175,-20.504140657764133,-20.227337585565493,-22.40116496195559,-20.777294988069833,-20.675855544353766,1.787310232092629,1.2566518378099252,0.999403719532662,1.1972067976077372,1.3713323702321072,-1.0313219822848185,1.0894921648809102,0.8146161477337609,1
