,Sqrt_TS_History_7,CLASS1
4020,0.0519733950495719,1
4022,0.1538804322481155,1
4031,2.160264492034912,2
4034,6.202761173248291,1
4045,2.0003621578216557,1
4046,3.235654592514038,1
4048,8.25782585144043,1
4057,6.210485935211182,1
4060,11.014811515808104,1
4063,106.71775817871094,2
4067,2.711090087890625,1
4072,36.53736877441406,2
4076,13.936647415161133,1
4089,3.262397766113281,1
4092,4.738754749298096,2
4093,6.157456874847412,1
4095,1.4770084619522097,2
4099,6.128819942474365,2
4103,6.80589485168457,1
4104,4.777008533477783,1
4106,10.47998332977295,2
4107,71.11947631835938,2
4114,1.555638074874878,2
4126,5.7473907470703125,2
4144,32.435359954833984,1
4146,10.810953140258787,1
4148,13.223922729492188,1
4151,4.566734790802002,1
4157,2.1519775390625,1
4158,1.5627485513687134,2
4159,6.784739017486572,1
4167,37.04655456542969,2
4169,5.200028896331787,1
4186,2.3193464279174805,2
4196,3.560249328613281,1
4203,2.62020206451416,1
4206,1.5900590419769287,1
4207,5.63685941696167,1
4214,8.888092041015625,1
4223,15.761250495910645,2
4224,5.056465148925781,1
4226,0.518113374710083,1
4248,3.849165201187134,1
4249,1.3913068771362305,1
4251,8.82746410369873,1
4258,6.046718120574951,1
4261,3.461458683013916,2
