,CLASS1,Frac_Variability,HR_24
617,2,0.9199447,0.0234676680226586
619,1,0.47050664,0.0157263165482355
622,2,0.0,0.023028652876582
623,1,0.19634141,0.0140643586360132
624,1,0.3215453,0.0101582162676902
625,2,0.4758927,0.0465260721806632
630,1,0.3577122,0.0220176400635608
632,2,0.43589535,0.0257078564901886
635,2,1.0280292,0.0734319019472387
642,2,1.3472711,0.0170868779818273
643,1,0.50792444,0.0121193362837205
648,2,0.5932702,0.0259554460603731
650,1,0.18968205,0.0140077637008035
652,2,1.4321,0.0227410504671668
655,2,1.0305789,0.0210963491068239
657,2,0.50161135,0.0286512677497884
658,2,0.7453192,0.0311594013874184
662,2,0.8123775,0.024871036348514
664,1,0.2789728,0.0145440294503936
665,2,1.4741691,0.0286827494651866
666,2,1.2256252,0.0258585565438313
667,1,0.0,0.0136981089053531
668,1,0.0,0.0139525649504756
669,1,0.0,0.0140412098258026
674,1,0.0,0.0114159533613909
676,1,0.0,0.0150609532490396
677,2,1.446969,0.0216294478259233
679,1,0.0,0.0156965044101198
680,1,0.4909183,0.009882799697097
682,3,0.0,0.0178761568919216
684,2,0.7612582,0.0231038997155912
685,1,0.40585074,0.0137401132056388
688,1,0.34247074,0.0122324351586538
689,1,0.9990194,0.0203664361016693
690,1,0.0,0.0234229188864873
694,2,0.8438358,0.0283691763681886
699,1,0.0,0.0174699248736704
702,1,0.37784892,0.0183103685610523
704,2,0.60349196,0.0302820182789181
708,1,0.0,0.013823210355794
710,2,0.7938455,0.0295391163648523
712,1,0.6883588,0.0164810396976605
715,1,0.39346272,0.0098094931947957
718,1,0.5758964,0.0173175183349466
720,2,0.72612786,0.029238386879503
721,2,0.0,0.0915771333700489
722,2,0.9467097,0.0261619332288895
734,1,0.3119648,0.0119528477283636
740,2,0.762726,0.017711035160175
745,2,0.6396318,0.0253296674856674
746,2,0.3343844,0.030290111697213
747,2,1.2946417,0.027027327862231
748,1,0.0,0.0152531130757802
750,2,1.397636,0.0243986929781149
751,2,0.79860777,0.0241010875230503
753,2,1.4663299,0.0307497481350933
754,1,0.65314007,0.0179435739373464
756,1,0.42704675,0.0159300782355279
759,2,0.5415614,0.0278035980251437
760,1,0.9286254,0.0058216670131296
765,2,0.6982317,0.019738602602815
766,2,0.0,0.0206663152420762
772,1,0.7634931,0.0198210186956738
774,2,0.11975377,0.0204703319900874
775,2,1.9569927,0.0216772612712622
782,2,0.39243275,0.024235824897729
783,1,0.0,-0.0152613369446059
784,1,0.42600566,0.0149594135643363
786,1,0.22907557,0.0181240797363147
788,2,0.60206705,0.0222654117510301
789,1,0.0,0.0110321633504118
792,1,0.55205154,0.0159651639185336
794,1,0.43211737,0.0169272597809051
795,1,0.339896,0.0107583775925005
797,1,0.18630166,0.0154678255286923
798,2,0.0,0.0053034279902073
801,3,0.32150677,0.0155029308259934
803,2,1.2927645,0.0253951079654126
804,1,0.0,0.0158183798147935
805,1,0.34311378,0.0146234883243516
807,2,0.5906184,0.026162732126917
808,1,0.5385098,0.01228290454702
811,2,0.50578916,0.0223118729292292
818,1,0.30398265,0.0069403072147862
821,2,0.9281632,0.0212609023318068
822,1,0.0,0.0120195457887121
823,3,0.34850594,-0.0093604029949214
828,1,0.0,0.0135713721953028
829,1,0.27650476,0.0148903423874821
831,2,0.0,0.0247015026990144
834,2,0.8668572,0.0233788004829606
836,1,0.2502966,0.0080510194570269
837,1,0.37611818,0.0127608125779792
838,1,0.13397387,0.0117530560391516
839,1,0.0,0.0018965299905922
840,3,0.6566099,0.0190994841942528
842,2,0.0,0.0256143584019578
843,2,0.0,0.0131976219093702
846,1,0.25915295,0.0167257180694219
849,3,0.50662124,0.0191876350525371
850,1,0.57709557,0.0040945329753455
853,3,0.0,0.0268117492793925
855,1,0.0,0.0176769562949556
856,1,0.35657355,0.0257454171298083
857,1,0.16917014,0.0162149448381617
859,2,0.566969,0.0326395450773023
860,3,0.13812888,0.018516522657035
863,1,0.11748015,0.0119625094285424
867,2,0.4633406,0.0406227887462849
869,1,0.0,0.0106307018966048
870,1,0.756446,0.01467540183402
871,1,0.3705083,0.0121430718658733
872,2,0.45325917,0.0313375927698169
874,1,0.27689254,0.015133431331571
880,2,1.3298723,0.022350146341053
885,1,0.0,0.0041954265863059
895,1,0.36951154,0.0137122646464562
897,1,0.39027613,0.0132701765204276
898,1,0.294744,0.0189775815517561
899,2,0.8148049,0.0244981327642397
906,1,0.606509,0.0157420540904331
907,1,0.2561892,0.0115387334474558
909,1,0.45248845,0.0128393434051534
910,1,0.28728473,0.0160321165990378
911,1,0.42507148,0.0196550294528865
912,3,0.115190186,0.0131838983192513
914,1,0.4666982,0.0170465217236428
918,2,0.5385262,0.0536194823889621
919,1,0.4143376,0.0080489429867755
921,2,1.0807735,0.0251072707705419
922,2,0.14585905,0.0273700862345872
924,2,0.0,0.0242367160906478
926,1,0.0,0.013843125067543
927,1,0.37161693,0.0078530830060156
929,1,0.0,-0.0221231041979238
931,1,0.22241794,0.0125400098900271
932,2,0.774464,0.0237773069680865
935,2,0.0,-0.0081092781881148
936,1,0.3893801,0.0208061762802981
939,2,1.6403434,0.0212949321572145
942,2,1.4066836,0.0260626319924395
944,1,0.57424724,0.0181345386369976
946,2,0.0,0.0207483400262176
950,1,0.29890013,0.0249135469870929
954,2,0.59696025,0.0253862939448468
961,1,0.32500896,0.024598241647005
962,2,1.485231,0.0188055672136532
966,1,0.40870315,0.0116945864757914
969,2,0.81009763,0.0279198209259728
974,1,0.0,-0.0401267298141694
978,1,0.0,-0.0681400741235844
979,1,0.28027487,-0.0107721520347536
980,1,0.92074466,0.0146427304993636
981,1,0.0,0.0142868913372545
982,1,0.0,0.0009776810062879
984,2,1.2653645,0.0250620555989474
985,1,2.3227956,0.0178335370806461
986,1,0.44565958,0.0041732941570851
990,1,0.64083886,0.016751922376065
993,1,0.47109926,0.0190983396032102
998,1,0.0,0.0173568203537719
1005,2,1.4540006,0.0250993523261886
1006,1,0.42718905,0.0096780257770296
1010,1,0.22711313,0.0163397176291751
1011,2,0.80116624,0.0304361651727085
1012,2,0.09467281,0.0293006400259462
1016,1,0.23097982,-0.0822514767556154
1018,2,0.74268806,0.0239522800253244
1020,1,0.37426892,0.0176351601215595
1022,2,0.2898992,0.0212248516961358
1027,2,0.32818916,0.0263336388508726
1028,1,0.63268685,0.0239678645423736
1029,2,0.8354504,0.0310060451201974
1033,2,0.65536684,0.0269931505873056
1035,1,0.3508254,0.0171292576538147
1037,2,0.571608,0.024353650692387
1038,1,0.41186026,0.0231485344552945
1046,1,0.5216299,0.0145599553861391
1055,2,1.3728673,0.0225448318329707
1059,1,0.59886813,0.0179015652065511
1062,1,0.0,-0.0014549665692558
1065,1,0.0,0.0200612775109438
1066,2,0.62716585,0.0262277748329941
1068,2,0.8784831,0.0263282870296109
1069,1,0.28496066,0.0142346980968217
1072,3,0.3426897,0.0313952086304182
1077,1,0.36316627,-0.0032166337706935
1078,1,0.41252705,0.0173509711761328
1083,1,0.0,0.018998196143538
1084,2,0.9584666,0.0272079764414483
1085,1,0.27618846,0.0082408330304554
1086,2,0.361578,0.050785418528447
1090,2,0.7443865,0.0237114979140645
1092,1,0.011470686,0.0123249154835409
1093,1,0.32582438,0.0195304450487071
1095,1,0.513291,0.019385660057045
1101,2,1.0587875,0.029657060130366
1109,1,0.5516793,0.018580877896731
1112,1,0.0,0.0145102509732755
1113,2,0.23790796,0.0304241864723545
1115,1,0.23873256,0.0120150744817678
1116,1,0.13037063,0.0195382329428682
1121,1,0.3936221,0.0129802082775688
1123,3,0.6402412,0.0345197739107489
1125,1,0.28458866,0.0138207965256665
1127,2,0.48724928,0.0256902296808886
1128,1,0.5156558,0.0170978712400452
1129,1,0.24052568,0.0101393263013522
1130,1,0.56762815,0.0211099500692524
1132,1,0.37968385,0.0227044104468878
1133,1,0.40513188,0.0123529573689829
1135,1,0.0,0.0201576182266477
1143,1,0.0,0.0188197703120469
1146,2,0.6419035,0.0225640854815087
1148,1,0.29272628,0.0234468629024293
1153,1,0.19002491,0.0130517035918486
1155,1,0.0,0.004090753957026
1157,2,1.2140734,0.0310964365422758
1159,1,0.1486964,0.0138542027967763
1160,1,0.0,0.0027878942332116
1163,1,0.03679147,0.0128070221410808
1166,2,0.6601595,0.0257122422386813
1167,1,0.0,0.0205789895898614
1170,2,0.6552725,0.0232010873422643
1171,1,0.0,0.0146749020210346
1177,2,0.53102237,0.0176444191248906
1184,1,0.23062599,0.0138318843126987
1186,2,0.40893424,0.027087053681348
1187,2,1.1478361,0.0214272978900606
1189,1,0.29368258,0.0129566649561326
1190,2,0.27422965,0.022598538652494
1197,2,1.2227577,0.021339066188868
1201,2,0.40446264,0.0321164581976035
1202,1,0.36292544,0.0196421322664043
1208,2,0.47432557,0.0270731318190832
1213,2,0.47262236,0.0259521482838855
1214,2,1.2417216,0.025660766776293
1215,2,0.4193569,0.021341442260405
1225,1,0.0,0.0186840658494241
1228,1,0.572055,0.0137993840583813
1233,2,0.58392316,0.0242544035078078
1237,2,0.5866785,0.0272942383994627
1238,1,0.7299626,0.0148723107514181
1241,1,0.0,0.0140721824805826
1242,2,0.5023414,0.0311914596774754
1243,1,0.2248146,0.0105861953712389
1248,2,1.2714287,0.023851939441642
1249,1,0.05355176,0.0164437933909645
1250,1,0.4444297,0.0176957832253389
1254,2,0.6052876,0.0226221555925921
1255,1,0.48934713,0.0104674051178305
1256,1,0.4745475,0.0164250718459903
1262,1,0.4538875,0.018480916658601
1263,1,0.0,0.0135124698130007
1264,1,0.3309874,0.0061182020033324
1266,2,0.4985989,0.0244693188386174
1268,1,0.31197006,0.0077667687055121
1269,2,0.3848825,0.0219459914115906
1276,2,0.5054677,0.0253600118529176
1277,1,0.57400674,0.0176369658122126
1278,1,0.3789301,0.0207363914145659
1279,1,0.0,0.0149528736662508
1280,1,0.37512848,0.0160614479981814
1282,2,1.6804475,0.0191940501286166
1292,1,0.58287233,0.0350230939517614
1298,2,1.3912292,0.0219616825019705
1299,1,0.2900184,0.0106713966298139
1303,1,0.08410534,0.0098205080298638
1305,1,0.38787973,0.0195621910853157
1306,2,0.5824248,0.1214237548191802
1307,2,0.0,-0.031419008066001
1314,3,0.0,0.0259534860860505
1320,2,0.0,0.0247502885002584
1322,1,0.63675,0.0197157770553589
1323,1,0.42126828,0.0148781068592599
1339,2,0.21031582,0.0164146586250874
1340,1,0.38820568,0.0168462519919637
1342,1,0.72789097,0.0169281520062561
1344,2,0.7200915,0.0213689683324845
1347,1,0.09590281,0.009778299652904
1350,1,0.0,0.0129345575213385
1355,1,0.18835746,0.0159018985303232
1360,2,0.33104116,0.0284235549857992
1364,2,1.0391853,0.0311648069294145
1370,1,1.732129,0.0196520842417793
1372,2,0.5235435,0.0234362281618595
1375,2,1.7166674,0.0188320118185676
1381,2,0.44013086,0.023556248103888
1385,2,0.7621923,0.0252112541416606
1387,1,0.18792966,0.0079293832665163
1400,1,0.2717615,0.0113353274238639
1401,2,0.7417449,0.0291774248040848
1402,1,0.14297648,0.0079892765112575
1406,1,0.0,0.0114881901326683
1408,1,0.96364325,0.0114096053880101
1410,1,0.75329214,0.0196540607869825
1414,2,1.0900371,0.026302509370081
1417,2,0.7851708,0.0317792177948688
1424,1,0.2482548,0.0157846049327643
1427,2,1.0177257,0.0322639485528144
1433,2,0.09358869,0.0296600463549499
1440,1,0.5816141,0.0108846911658061
1448,1,0.0,0.0184006796515155
1455,2,0.48197055,0.0197427971512447
1456,1,0.0,0.0122379454550662
1467,1,0.24483563,0.0149097222008606
1475,1,0.0,-0.0400913460800242
1480,2,0.67327636,0.0338839921094914
1482,1,0.556782,0.0110245545068184
1489,1,0.22191396,0.0112872606042005
1494,1,0.20942451,0.0149610045544161
1502,1,0.19373378,-0.1022935386916232
1504,2,0.50838804,0.0360709700513115
1508,1,0.0,0.0166337898552988
1509,2,0.76090306,0.0239791494626668
1510,1,0.3681649,0.0217873252891359
1513,2,0.04574248,0.0374212709901788
1514,2,0.22636685,0.0318120128032535
1515,1,0.47972074,0.01550313190394
1516,1,0.0,0.0227492027645036
1518,1,0.2075906,0.0120248845198517
1523,1,0.55482936,0.0146734571022595
1532,1,0.35995728,0.0062435805782539
1533,1,0.31745616,0.0161840368347404
1535,2,0.65885615,0.024330218267274
1536,2,0.76043755,0.0243072401638586
1537,2,0.9388121,0.0306418912027904
1538,2,1.07923,0.0276352860350571
1547,2,0.50485533,0.0199256392634977
1549,1,0.0,0.0025987714582139
1551,1,0.39377475,0.0211524139692304
1557,2,0.5469602,0.0304972143711277
1563,1,0.40142262,0.0223049492581211
1565,2,0.7484529,0.0249800841204047
1568,1,0.19357546,0.0150243827992994
1571,1,0.61358166,0.0184753751841768
1581,1,0.5497792,0.0202254734570385
1583,1,0.0,0.0017180027456949
1589,1,0.3822409,0.0153782748859073
1591,1,0.24864615,0.0133343108434688
1594,2,0.0,0.019830101352219
1604,1,0.0,-0.0856090206569565
1610,1,0.0,-0.0019696110903446
1611,1,0.5622563,0.0183999729226928
1614,1,0.40684476,0.0138392266117486
1615,2,0.24843489,0.0269119897935965
1621,1,0.44039777,0.0100652449955698
1623,1,0.4511411,0.0197842834420518
1629,1,0.2351775,0.0164649211671611
1632,2,0.3351617,0.0256346934083238
1633,1,0.6736696,0.0089157229206674
1634,1,0.0,0.0143015083886034
1637,3,0.19972272,0.0135411114229931
1641,1,0.31236702,0.0181768201388101
1643,1,1.0621176,0.0198102889682361
1647,1,0.2395896,0.0110188254641453
1656,2,0.86660117,0.0272409582895477
1663,2,1.6312078,0.0232811324945605
1664,2,0.89864933,0.0311767257216469
1671,2,0.6226574,0.031915711529558
1677,1,0.0,0.0088935009363927
1684,2,1.0288708,0.0317644251124647
1688,2,0.86472374,0.0291454320244134
1690,2,1.4640449,0.0188262735159794
1692,1,0.4770578,0.0160376752649214
1694,2,0.2796072,0.0177961962365441
1698,2,0.54609764,0.0454297508548443
1699,1,0.17942138,0.0116872068309128
1702,1,0.82682824,0.0229240371064139
1705,2,0.80918473,0.0270679137674761
1708,2,1.1234199,0.024393113537391
1709,1,0.0,-0.0417448930644638
1711,1,0.33767372,0.0087137008581434
1713,1,0.6162285,0.0043388942129863
1715,2,0.54658055,0.0260136882098783
1720,1,0.43438935,0.0113331162510177
1721,1,0.07100992,0.0157379564842313
1722,1,0.21830171,0.0136996766799135
1725,1,0.0,0.0135298064554281
1731,1,0.3121306,0.0135033007647509
1734,1,0.0,0.0190741126038797
1736,2,0.77240014,0.0199913296864506
1737,2,1.383717,0.0209705457609259
1739,1,0.3158638,0.017354825197267
1743,2,0.6507562,0.0316500748545653
1744,2,0.49152738,0.0281547110581585
1745,1,0.0,0.0110418586003863
1746,1,0.0,0.020590938849149
1756,2,0.45133662,0.0298377927471048
1760,2,0.6067344,0.027356312954818
1763,1,0.0,0.0154532696649223
1765,1,0.42806557,0.0171476858247391
1772,2,0.7208718,0.0240174793972494
1773,1,0.50419235,0.0171415857684805
1775,1,0.16390799,0.0170637842378322
1777,1,0.66625804,0.0192882674858561
1790,1,0.112940684,0.0131300667603814
1792,1,0.6127209,0.0141634888655012
1793,1,0.33417127,0.0216331721602931
1796,3,0.0,0.0139624855929417
1798,1,0.50500846,0.0166873196587597
1800,1,0.4017481,-0.0089111244919974
1803,2,0.8100294,0.0217981695289848
1804,1,0.36330625,0.0079679362898098
1805,2,0.7063997,0.0308003101387083
1806,1,0.73618996,0.0256950018421309
1809,1,1.5123271,0.0181184543571765
1811,1,0.38609183,0.0197254266041857
1817,2,1.0685992,0.0236435411003056
1820,1,0.25967097,0.0253081828731131
1826,2,0.919595,0.0243094548538073
1828,1,0.08075449,0.0138318021185975
1831,1,0.12012008,0.0073879325635387
1832,2,0.67964154,0.0198591487828754
1834,1,0.0,0.016177878487825
1837,1,0.0,0.0084172928666504
1838,2,0.52763784,0.0274596024252503
1839,1,0.34593248,0.0179075358690485
1843,1,0.07208706,0.0204480236098629
1845,1,0.70838255,0.0138980674939108
1846,2,0.87834066,0.0289033587334768
1847,1,0.1352263,0.0141846649629672
1851,2,1.222705,0.0224179920086581
1860,2,0.5298519,0.0260181636140026
1861,1,0.2795865,0.0154643325149997
1864,2,0.0,0.0134119329315681
1865,1,0.34437758,0.0205876037813585
1868,2,1.00236,0.0198023606486624
1871,2,0.6193912,0.0230896293032177
1872,1,0.0,0.0097169593018639
1873,1,0.37042874,0.0185633088065563
1876,1,0.43399435,0.0039779814618773
1878,1,0.0,0.0124867428401572
1881,1,0.034755643,0.0125569121243056
1887,1,0.0,0.0124080054711755
1891,1,0.020400073,0.0140391598234129
1892,2,1.0054741,0.0230314621106229
1893,2,1.1357791,0.0224463215105998
1899,1,0.16597795,0.0162693475091641
1903,1,0.33443576,0.0170889330707315
1906,2,1.1553286,0.028048720233444
1907,2,0.72932494,0.0251114502838858
1911,1,0.09211737,-0.0194317117512235
1914,1,0.0,0.0196020615305819
1916,1,0.0,0.0045924235024867
1920,2,0.47869015,0.0323929208569149
1922,2,0.931893,0.0191643275345835
1923,2,1.5627581,0.0225113182432817
1926,2,0.58712876,0.0306836484015104
1927,1,0.0,0.0203146495566438
1934,1,0.32296655,0.0158312382887009
1935,1,0.5259976,0.0216219939790457
1940,2,0.0,0.0312575946655819
1941,1,0.36897314,0.0128204327032123
1942,2,0.54658824,0.0393924970650233
1943,2,0.5255004,0.0285664689885983
1946,1,0.74971753,0.0138995095077681
