,CLASS1,Frac_Variability,HR_24,Signif_Avg,Pivot_Energy,HR_35,HR_37
349,2,0.57976186,0.0210919318848924,57.702072,1049.114,0.023757741717293,0.1674943180106877
350,1,0.0,0.0088038191394909,17.84154,3083.7349,0.0105895810288488,0.0681704872648319
352,1,0.0,0.0185898971473278,4.3986087,1587.877,0.0294038897807071,0.1166098367429564
356,1,0.13753784,0.0138372798944392,91.17019,1145.064,0.0157085877721359,0.037494161243953
360,2,0.0,0.0101975190913367,4.344359,4168.456,0.0150935994438801,0.1023670693410766
361,1,0.2866901,0.0134493810668007,15.483045,2938.1946,0.0172340814626482,0.1110026405703497
365,1,0.35518366,0.0145914159556382,15.22335,7320.02,0.0032780666374612,0.0177650767366268
366,1,0.0,0.0249211785817746,5.2642193,7572.9297,0.0114276507678698,0.0224977054077113
367,1,0.2986392,0.0137397450911966,24.63712,3197.745,0.0153483792974916,0.0287561183914663
370,1,1.0216829,0.0205607730604453,9.006327,1578.9011,0.0185658809471179,0.0312079860701811
372,2,0.0,0.0256544935818664,5.328333,753.21234,0.0381436797401158,0.096690481148937
373,1,0.49980885,0.0172789185868904,28.198174,970.0506,0.0220361489152514,0.0906690408374426
375,2,0.0,0.033871588778394,7.8138394,382.92303,0.06241479847307,0.0936837905415547
379,2,1.170488,0.0279054514388645,13.1522255,705.30426,0.0290805626334878,0.0908537874060705
383,1,0.0,0.021327823643874,6.4977074,3093.7573,0.0157178845611508,0.0848579919021934
384,1,0.12554996,0.0179517140451509,25.454832,1104.9729,0.0198898700322966,0.1041774928352699
385,1,0.96830565,0.0137075069506775,17.10013,2696.778,0.0126225231212037,0.0814755271509696
386,1,0.0,0.0411561333785972,4.2376213,2289.7893,0.0221375062854641,0.1277755621181326
388,1,0.53676236,0.0238305197607691,7.8437347,991.3033,0.0271239998702417,0.0783443474285084
395,2,0.840678,0.0159709363242971,7.1214323,2295.3474,0.0182626224152981,0.1272937939687356
398,1,0.060885843,0.0091403161390109,10.988258,2480.4307,0.0144211029677242,0.1009617055004623
399,2,0.69751227,0.0266319941004973,20.428009,572.5509,0.0267728667152913,0.1088619887037518
402,1,0.5288636,0.0072558304607844,38.43588,4006.6326,0.0119737231561862,0.029278501872685
406,2,0.44215408,0.0232426932956188,65.05709,715.51337,0.0241860605363765,0.107201099066721
407,2,0.0,0.0037251130134444,9.965991,2938.8613,0.0146175724699536,0.0733425570096342
408,1,0.0,0.0166413265089746,14.5246,1831.0087,0.02128623891675,0.0993383726347756
412,2,1.1010146,0.0234165945575039,59.269447,642.4592,0.025176459297403,0.0891232514687304
416,2,0.8298214,0.0250642359254788,12.648095,689.7049,0.0948601528522907,0.0798263854563686
417,1,0.16313803,0.0116517212181394,30.855371,2301.4739,0.0128272696396433,0.0341353572375225
419,1,0.36152413,-0.0222761630277571,5.076831,8688.648,0.0375364337601917,0.0756204858338861
423,1,0.15536742,0.0086079528112373,104.148834,2421.055,0.0094904399322219,0.0377783335988891
426,2,0.95034295,0.0215860365316559,70.62777,738.83,0.0256101260809421,0.1027906891096671
428,2,0.0,0.0278428748778356,4.927248,425.55124,0.0831704078567638,0.0645164400030758
429,2,0.8475463,0.0281723383057522,38.22627,404.0092,0.0325128816017969,0.0849349970059401
430,1,0.31523117,0.0158358711999,40.553074,3459.0796,0.0158164994707492,0.0287652154996448
431,1,0.48239565,0.014082806490572,15.999188,3155.156,0.0157661416063225,0.0437126061197248
434,1,0.23253256,0.0191588918012559,16.476215,1608.5587,0.017398618358601,0.0931943773806256
437,1,0.5349019,0.0232843138375896,7.8558993,1483.4222,0.0220355506991741,0.080169988555603
443,1,0.44392523,0.0136096501000879,7.608292,4313.077,0.0088887138850838,0.0947768671504389
445,1,0.6684058,0.018700309802729,87.57336,762.67505,0.0201627856667447,0.0454470289109377
447,1,0.6692759,0.0188305385379465,6.682879,1997.585,0.0172444339161691,0.0795284039254405
450,2,0.61903656,0.0260063711077934,9.924049,851.6177,0.027066223291561,0.0302059832170883
451,1,0.39411476,0.0127767506808785,45.684544,1701.2908,0.0140653001034886,0.0342037617486397
454,1,0.30240378,0.0184968624959399,111.308716,863.61633,0.021824846760366,0.0985895500361154
455,2,1.5690353,0.0314886216399967,26.445267,407.73953,0.0330349939918909,0.0779566239660908
457,1,0.53462356,0.0136608904139998,21.65224,1465.6677,0.0212808650989229,0.0341847024283943
459,1,0.0,0.0128139832130802,15.893586,1753.6908,0.0159822269320906,0.0960943155078261
464,1,0.25417575,0.0088745721875367,23.2941,3788.7065,0.0117631591715434,0.037528303811424
465,1,0.6520171,0.0194390389467114,9.227195,1999.6431,0.014117948499015,0.0928593845669204
467,1,0.0,0.0147735041756276,4.7474036,2406.9163,0.0220589754393064,0.0914932866454784
473,1,0.33381924,0.0217732648773461,18.367558,1751.9292,0.0223016181240639,0.0391082458327182
477,2,0.64194876,0.0275781986624272,15.044248,584.08923,0.03059749025467,0.0734228038240961
478,1,0.40652758,0.015261418225667,27.619675,2361.1997,0.0159557970637856,0.0341420964392209
479,2,0.65745693,0.054708366298238,4.2027283,498.4585,0.0256972450699927,0.079129601884972
481,1,0.16672842,0.0173109156136472,17.960104,4440.9277,0.015190496640246,0.0270182843680581
484,3,0.4260531,0.0182935582906052,9.926749,7582.211,0.0115377359022452,0.0262844841179762
485,2,0.32676908,0.0384446843253502,2.741277,441.35455,0.0791256211435613,0.0867210307141817
486,1,0.40643388,0.0137518492391167,40.257175,1531.9746,0.0137475655692332,0.0951269672181752
487,2,0.41537374,0.0205741336798886,8.731364,2049.4092,0.0147058211485338,0.0266066093753282
490,1,0.4303833,0.0197939419945827,17.4538,1150.6598,0.0253650550225468,0.1352529932980825
496,2,0.7344579,0.0270560135281146,16.058422,917.3897,0.0222238271398524,0.0800908166481626
498,1,0.5926611,0.0170190405208192,20.273046,1851.3926,0.0150574268515356,0.1004946032889062
499,1,0.41298202,0.0069296659522155,27.273413,2474.2642,0.014041375625193,0.0276210541279211
503,2,0.99588865,0.0258418444500689,18.699427,804.7715,0.0347860429014768,0.1108792402533716
504,1,0.0,-0.0242338008225137,4.151485,13989.674,0.0023794804271856,0.0233314783240113
509,1,0.37177792,0.0185027842826509,29.376339,1002.2595,0.0205571350437664,0.040311567078342
510,2,0.0,0.0272110563199545,10.334374,837.76105,0.0191033793869406,0.0714532726295466
515,1,0.4592857,0.0154524607962702,34.934772,1932.764,0.0134542633876703,0.0400021683910824
516,1,0.44325408,0.0163179562228744,23.387638,1255.1698,0.016827917498292,0.0999432352072433
518,1,0.2048374,0.0078680225976982,13.557986,3186.1233,0.0115107195005534,0.0297760355794291
519,2,0.55630064,0.0248768584679704,15.82197,993.0424,0.0206678569188394,0.037202541134498
520,1,0.7131926,0.0111295626079323,7.8956127,4877.5015,0.0121618111587815,0.0811582095890062
522,2,0.86125207,0.030443750226492,7.169045,771.2608,0.0394957342080974,0.0801900670649975
525,1,0.0,0.0071396336652908,10.458513,4965.1035,0.0079490072713323,0.0837556385402999
527,2,0.59786206,0.019824811893025,11.189045,1166.2592,0.0325344857694826,0.0879403414752733
528,1,0.56956935,0.0176316783092409,12.46326,2040.0671,0.0169823154318511,0.0938687834739748
532,1,0.49664712,0.0192934497621856,13.015724,2869.344,0.0190015235976266,0.0419716564549111
533,1,1.1866536,0.0212031009705673,47.1223,892.01337,0.025741808359028,0.127741560597007
536,1,0.31898677,0.0056269869262482,8.08378,4110.5444,0.0120726719773182,0.095049636176677
539,1,0.25800827,0.0131641943050465,6.1285863,4639.15,0.0054459006950603,0.0745637047208881
542,2,1.1457661,0.027710849648755,69.58533,481.06982,0.0342195981877013,0.1259557093473652
544,2,0.88775665,0.0281348189121203,30.561274,568.252,0.0355697268425288,0.1255393627982044
547,2,0.0,0.0084293256137824,6.1201344,5741.9473,0.0090862790605552,0.0185983604157971
548,2,0.79630965,0.0214936822006046,33.263733,720.9136,0.0254717894573363,0.0440257117304734
552,1,0.0,0.0276388732448018,10.807272,841.9329,0.0221982697569503,0.1488903766199389
558,1,0.09449503,0.0200701499719872,15.757058,1730.2427,0.0136887714852821,0.0742160530744747
559,1,0.0,0.0159665278261857,10.998882,1595.5239,0.0216985329740374,0.0754403900850294
560,1,0.0,0.0085161487358551,12.302172,4412.6504,0.010917935381797,0.0811482581893487
561,1,0.32336596,0.0123863148300375,15.144321,4722.2876,0.0125034821830199,0.0299620339574273
562,1,0.37764886,0.0128463126446263,74.383995,1754.0548,0.0119930662462068,0.0320229455707785
565,1,1.3208382,0.0164016897600844,14.313315,2269.9963,0.0229206606529559,0.1264817060661087
568,2,1.0886257,0.0237843249742466,190.3643,547.0052,0.0278617333993811,0.0637760333143481
569,1,0.38894582,0.0135787753651728,10.433853,2136.5635,0.0171562515147979,0.0936765344836594
570,1,0.3952649,0.0178256195711716,108.473495,918.9236,0.0187986685779554,0.0455047813936707
574,1,0.7474654,0.0171457666238819,14.814494,2672.1177,0.0146747165949394,0.0244088599561895
575,1,0.36993194,0.0148179668594432,14.82748,1904.1643,0.0200077989524145,0.1027132326432503
577,1,0.5196566,0.0157620797022454,20.299698,1692.8757,0.0188926758319355,0.03767599407466
578,1,0.0,0.0208657115626076,4.886857,1426.486,0.0778062593712181,0.1130481956208972
581,1,0.0,0.0158053174648011,6.5354733,3102.353,0.0125378299565594,0.0809080765752392
583,1,0.11782144,0.0136747026906281,19.306042,4776.1333,0.0143574297639555,0.0199861991339017
589,1,0.0,0.0155584692287348,5.9486384,3674.2805,0.0906932609687884,0.1170928015595664
593,1,0.1746383,0.0097461467164185,11.924552,4728.3066,0.0146991437924444,0.023591812746793
595,1,0.26182884,0.0131458372229149,32.310226,1664.4768,0.014882640283023,0.0402704042092374
597,2,0.0,0.0230782476743498,16.832548,827.5641,0.0283077896343942,0.0896721277369604
598,1,0.26876882,0.0202443516380856,46.64856,825.96063,0.0223243924573708,0.1056906352046842
599,2,0.4110243,0.0361009150651342,15.307616,661.42267,0.1036901208956372,0.0879896164147247
600,2,0.7228722,0.019122830902242,88.283325,696.5675,0.021589551514956,0.1052077223917865
605,1,0.29891938,0.0193864965948829,14.4810915,3781.9573,0.0150325003686463,0.0920409070544566
606,1,0.54263616,0.0179838519255675,15.464209,2713.5815,0.0107306440045295,0.102644279195389
607,1,0.44613957,0.0205645342012022,5.984636,2082.1057,0.0193321301382522,0.0878652500768524
610,2,0.28757793,0.0313096109441208,5.3326683,478.32077,0.0811436381409886,0.16030460500145
611,1,0.0,-0.0048311822117249,6.631683,5564.9185,0.0071635150105588,0.0179845118957019
612,2,0.93472654,0.0221589243260007,129.47285,823.1508,0.0239635633692141,0.0563999710903484
615,1,0.5888169,0.0035095917199944,9.151814,2952.3733,0.0172106906800255,0.0823281483361925
617,2,0.9199447,0.0234676680226586,25.883823,1122.666,0.0232669432431277,0.11111508013891
619,1,0.47050664,0.0157263165482355,186.9741,1273.8538,0.0166864737268428,0.0376897191975365
622,2,0.0,0.023028652876582,6.954545,833.23425,0.0778713101191579,0.1103033413450034
623,1,0.19634141,0.0140643586360132,14.314509,4122.56,0.0172426930074391,0.0434162227626115
624,1,0.3215453,0.0101582162676902,15.263435,3245.782,0.0066875072636388,0.1082660921017741
625,2,0.4758927,0.0465260721806632,4.9878426,874.861,0.090725986952874,0.0707079163666773
630,1,0.3577122,0.0220176400635608,12.184264,2038.0245,0.0161217537846493,0.1249575693329056
632,2,0.43589535,0.0257078564901886,8.93188,984.53815,0.020446864581942,0.0823146476315143
635,2,1.0280292,0.0734319019472387,5.491669,302.9843,0.0637076077468627,0.0585773149527216
642,2,1.3472711,0.0170868779818273,8.478649,1846.2877,0.0183232708191334,0.0895828712296273
643,1,0.50792444,0.0121193362837205,15.956761,3831.1643,0.0156891920945873,0.0338411637756591
648,2,0.5932702,0.0259554460603731,8.340703,763.17163,0.0307824241775138,0.0955782249071729
650,1,0.18968205,0.0140077637008035,25.575588,2406.3828,0.0134927158328063,0.0353623439426378
652,2,1.4321,0.0227410504671668,11.69934,1053.1469,0.0253277344401243,0.0731751444021744
655,2,1.0305789,0.0210963491068239,82.76316,1183.5239,0.024882544841769,0.0543853608653421
