,CLASS1,HR_25,PL_Index,HR_35,HR_24,LP_Index,PLEC_IndexS,HR_34,HR_15,HR_16,HR_26
266,1,0.0219182122377113,1.9449022,0.0157481675983688,0.0127722280632917,1.7592584,1.7415078,0.0066005733031221,0.0230964784255066,0.0378216885193412,0.0366444594030138
281,2,0.0329068755610183,2.2838695,0.0222995403566599,0.0213771523532847,2.288061,2.2444966,0.0107644703692628,0.0411172612102812,0.0549188615578954,0.0467184459958807
285,1,0.030703182578855,2.1993947,0.0190125135485962,0.0196678899463453,2.137783,2.1042774,0.007972226695343,0.0354933131018081,0.0417118949352016,0.0369239242847368
286,1,0.0141798022945804,1.8221352,0.013161983026967,0.007196246492014,1.6934736,1.7092834,0.0061782824900805,-0.0114993972461169,-0.0049392851261679,0.0207383578279152
290,2,0.0438536509447432,2.64323,0.0296775777393519,0.0308832095772613,2.5307472,2.5045161,0.0166959816632866,0.0534964320021121,0.1650183141836289,0.1556010379571575
291,1,0.0433090780694585,2.3312454,0.0325715169541303,0.01977275088354,2.2372675,2.2220967,0.0090219396765314,0.0547113590136543,0.0548369325024822,0.0434347925082313
301,2,0.0449477171265806,2.6504521,0.0304666870646652,0.0272573186540331,2.635523,2.5697808,0.0127614750008812,0.0541151437389783,0.1362825096028351,0.1272521015312641
302,2,0.0426214954252234,2.34918,0.0299581145372331,0.0250400988576839,2.2374833,2.2173169,0.0123644536230136,0.0518174508808496,0.0752505163725125,0.066080034977575
303,1,0.0216615650012698,2.0401638,0.0155921949382302,0.0136307254666605,1.9038954,1.8614079,0.0075599304168492,0.030524729056387,0.0502370539351035,0.0413864654588632
305,2,0.0480219207391523,2.627819,0.033323371697461,0.0296408387619525,2.6598241,2.5695088,0.0149252436453019,0.05777550695465,0.1527482900487915,0.1431814788155724
308,1,0.0240832498490364,1.9886951,0.0145900115469353,0.0166493709380695,1.9705921,1.9428653,0.0071539268995917,0.0330696345715143,0.041042469837349,0.0320607566184907
312,1,0.0258636605919295,1.9899724,0.0160448557171519,0.0183314915309073,1.9743693,1.9504815,0.0085101427745741,0.0272760954234058,0.030615408791931,0.0292032405471101
318,2,0.0453997818404217,2.7253609,0.0319328453501319,0.0313589767755044,2.6854253,2.617745,0.0178800502017787,0.0596840565656204,0.140396911544295,0.1263278612033576
319,1,0.0288158128893389,2.0751011,0.0196566988413879,0.0178567891302745,1.9909561,1.9875683,0.008693906917231,0.0362047328227998,0.0475163091683257,0.0401337780072318
320,2,0.0392675509497336,2.4949648,0.0269092561109851,0.0321573158767094,2.4670434,2.3928857,0.019793823277844,0.049693922896686,0.1103428075402728,0.1000113357432695
323,1,0.0209071235430269,2.0050452,0.0146145761035431,0.0128181437659841,1.8642792,1.8044925,0.0065241994536485,0.0246818600181094,0.0420850459307924,0.0383144503597052
325,2,0.039990380077929,2.350551,0.0283206201841278,0.0232232444495859,2.2545488,2.2489245,0.0115433848723127,0.0493603474817605,0.0587239910298024,0.0493627064492036
326,2,0.0410589429261672,2.4346988,0.0300706062945108,0.0254909289015775,2.332801,2.3054316,0.0144930731288716,0.0508884241640783,0.1236965005336475,0.1139853201218396
327,2,0.0305986807856518,2.2274601,0.0207620115349868,0.0197033004944445,2.1440096,2.131068,0.0098622908055402,0.0370059504527614,0.0498486117726243,0.0434479714471448
330,1,0.0275583969025461,2.0986667,0.0177864619809951,0.0176649687337938,2.0686543,2.042548,0.0078896041679607,0.0353096242028908,0.0447206210414191,0.0369746732298058
331,1,0.017443599530793,1.6899698,0.0119049744079372,0.0138618130764708,1.678704,1.6175748,0.0083226766422038,0.0274326459265876,0.0297216663889952,0.0197336992701004
333,2,0.0490002867997782,2.6467783,0.0322412543263486,0.0309297925360595,2.629173,2.638918,0.0141515888654014,0.0611992709186874,0.0536342405118516,0.0414257499676131
336,1,0.0282080671805896,2.079746,0.0202022039725566,0.01659851726384,1.9215286,1.936709,0.0085892312269348,0.0298777922017321,0.0405194216613851,0.0388509189440032
337,1,0.0221250783333808,1.9143653,0.0133328688647985,0.0154844615380607,1.8934261,1.8647388,0.0066905688239442,0.0293495788711859,0.0364540821456925,0.0292325910172097
338,2,0.0351301307355937,2.4031923,0.0211035118971741,0.0236489708335375,2.3824978,2.3707516,0.0096151372302879,0.0444350550851447,0.0630724616162909,0.0537846041846317
340,1,0.0163511899906499,1.9070705,0.0126220394037826,0.0118424545010684,1.7490182,1.7174932,0.0081128924711425,-0.018418289603177,-0.0074929976482569,0.0272731171498608
345,2,0.0354694259832975,2.352834,0.0233525472687585,0.0224010939876702,2.2357516,2.210037,0.0102769623269791,0.0371743384580872,0.1216271270111386,0.1199448685908793
349,2,0.0349022919607179,2.310125,0.023757741717293,0.0210919318848924,2.2946575,2.2534633,0.0099404714626877,0.0456968935485168,0.0604676481357849,0.0496882870071297
350,1,0.016118064973723,1.7700862,0.0105895810288488,0.0088038191394909,1.5591315,1.507016,0.0032745508176359,0.0208559927198778,0.0280535256806289,0.0233171049540668
352,1,0.0399982512439511,2.3699274,0.0294038897807071,0.0185898971473278,2.3306217,2.1830847,0.0079846353501306,0.0517683172452801,0.0959705079522244,0.0842714085337207
356,1,0.0231397506965599,1.9139365,0.0157085877721359,0.0138372798944392,1.8276141,1.8242232,0.0064040735651909,0.0293632772625893,0.0371794717493216,0.030958882044314
361,1,0.0252375820809287,1.9275442,0.0172340814626482,0.0134493810668007,1.8659695,1.8110778,0.0054429839881572,0.0302471650700326,0.0312375420875162,0.0262282395507048
365,1,0.0208611034662481,1.6909957,0.0032780666374612,0.0145914159556382,1.6163884,1.5573387,-0.0029935914478552,-0.0029109344677091,0.0013348873691035,0.0251046852280284
367,1,0.0221570901059375,1.8547863,0.0153483792974916,0.0137397450911966,1.8053173,1.7876732,0.0069293664822581,-0.0276267248986656,-0.0241662896666853,0.0256178716747668
373,1,0.0312424265242995,2.183942,0.0220361489152514,0.0172789185868904,2.046797,1.9992653,0.0080675826629079,0.0378120907415387,0.0760175872022931,0.069474890282399
379,2,0.040633222994286,2.529519,0.0290805626334878,0.0279054514388645,2.4385338,2.3746493,0.0163443992546384,0.0518452631223419,0.1305976774060569,0.1195373717511383
383,1,0.0266766102704325,2.0862076,0.0157178845611508,0.021327823643874,2.0853589,2.0574667,0.010366925048651,0.0276043634728638,0.0346095506843689,0.0336821960922309
384,1,0.0289145230112989,2.157527,0.0198898700322966,0.0179517140451509,2.0353076,2.0105336,0.0089233144266431,0.0356424988480404,0.1290282635074828,0.1223997114506655
385,1,0.0205243584434255,1.9352778,0.0126225231212037,0.0137075069506775,1.8376931,1.7916384,0.0058042528233438,0.027291020302492,0.0372157268850753,0.0304529458356775
398,1,0.0161124460216365,2.0112772,0.0144211029677242,0.0091403161390109,1.739992,1.6644063,0.0074486951737656,0.0201416222110157,0.0888388164272551,0.084838709862456
399,2,0.0410107598514406,2.4772136,0.0267728667152913,0.0266319941004973,2.3711245,2.3474638,0.0123831515693952,0.049653661602869,0.0568342978077289,0.0481974838578062
402,1,0.0145913988697353,1.8156923,0.0119737231561862,0.0072558304607844,1.6731838,1.6731578,0.0046377854271289,-0.0119947133736584,-0.0051649902304643,0.0214194104699005
406,2,0.0356457540760954,2.3127844,0.0241860605363765,0.0232426932956188,2.247118,2.2220266,0.0117762508408614,0.0442844031094863,0.0921207222826858,0.0835349972779197
407,2,0.0121019945401894,1.9250971,0.0146175724699536,0.0037251130134444,1.6791326,1.5955733,0.0062410775378522,0.0095584908139972,0.0200319609466789,0.0225746085910491
408,1,0.0290030368842636,2.1276338,0.02128623891675,0.0166413265089746,2.1111505,2.0993476,0.0089209078237116,0.0405311184008317,0.0411195545553233,0.0295919495041119
412,2,0.0373169929877009,2.354668,0.025176459297403,0.0234165945575039,2.251623,2.230034,0.0112678503401697,0.0457792099670695,0.1269717565056161,0.118622732217376
417,1,0.0206866745413691,1.9000372,0.0128272696396433,0.0116517212181394,1.7240832,1.7178859,0.0037905774583775,0.0294385998701468,0.0395937455473899,0.030847182890207
423,1,0.0140433161427753,1.7204688,0.0094904399322219,0.0086079528112373,1.5288177,1.512652,0.0040546286508919,0.0154204974041677,0.0250216408931212,0.0236449762983961
426,2,0.036846252848178,2.3099995,0.0256101260809421,0.0215860365316559,2.2075791,2.1852264,0.0103418076295838,0.0454277577058,0.0638228165719385,0.0552572384423403
429,2,0.0461472939293518,2.5580194,0.0325128816017969,0.0281723383057522,2.4527514,2.4398632,0.0145230252882375,0.0569866314210187,0.1061032343251922,0.0953452612575412
430,1,0.0238890851392214,1.9565228,0.0158164994707492,0.0158358711999,1.9457812,1.9338042,0.007761226761524,0.0263597366962567,0.0323966200843064,0.0299268086268151
431,1,0.02284390690681,1.9688947,0.0157661416063225,0.014082806490572,1.961775,1.93408,0.0070031894347862,0.0370840633495198,0.0413864546721174,0.027150239074342
434,1,0.0289933636428205,2.1661005,0.017398618358601,0.0191588918012559,2.1115026,2.0856,0.0075599748990592,0.0209230631151269,0.037095422062321,0.0451570943083639
443,1,0.0171688794610375,1.8783762,0.0088887138850838,0.0136096501000879,1.6082245,1.5100585,0.0053288212987062,0.0271448917772111,0.0394733905228523,0.0295043505923811
445,1,0.0298946209419845,2.1205719,0.0201627856667447,0.018700309802729,2.0302002,2.033826,0.0089642374104774,0.0366645690929604,0.0495112123343801,0.0427481800952381
447,1,0.0230549211441809,2.2340415,0.0172444339161691,0.0188305385379465,2.1758022,2.0873148,0.0130191653745645,0.0394360438465256,0.0919657397842225,0.075683831502873
450,2,0.041032334918509,2.4516993,0.027066223291561,0.0260063711077934,2.4764009,2.417251,0.0120291055306697,0.0497191334884754,0.0563238876422854,0.0476426889688696
451,1,0.0206053298990294,1.8332139,0.0140653001034886,0.0127767506808785,1.760928,1.7513578,0.006235346082061,0.0278262547808419,0.0319023691355049,0.0246829909725178
454,1,0.0314506806211367,2.1271718,0.021824846760366,0.0184968624959399,2.030523,2.0144877,0.0088659965187447,0.0383204024641107,0.0512350646669508,0.0443726901556986
457,1,0.0274600760874295,2.0592484,0.0212808650989229,0.0136608904139998,1.9235342,1.9581228,0.0074786980151671,0.0339954193690293,0.0414655129143934,0.0349335386122106
459,1,0.0221836896783965,2.0509503,0.0159822269320906,0.0128139832130802,1.836769,1.8372376,0.0066108465109684,0.0242896004071356,0.0402261357898499,0.0381223208991737
464,1,0.0137930639929095,1.7966598,0.0117631591715434,0.0088745721875367,1.6650268,1.6319901,0.0068444612804614,-0.0437984741136426,-0.038872323334616,0.0187263415225826
477,2,0.0450647008579073,2.5920868,0.03059749025467,0.0275781986624272,2.527157,2.4781787,0.0130962445087018,0.0559391903461775,0.1174674607855594,0.1067021343343704
478,1,0.0246505857088403,1.9987,0.0159557970637856,0.015261418225667,1.9902002,1.9659762,0.0065640797649738,0.0289523054496935,0.0333217779306424,0.0290211487872762
486,1,0.0221051670951419,1.9608139,0.0137475655692332,0.0137518492391167,1.8489606,1.8059814,0.0053923270728441,0.0273497122639944,0.0409747075566753,0.0357346735770777
490,1,0.0327120818439613,2.2507455,0.0253650550225468,0.0197939419945827,2.0310543,2.0400965,0.0124426249526801,0.0411039717573464,0.0489666275814182,0.0405801365146947
498,1,0.0253022896503623,2.1060266,0.0150574268515356,0.0170190405208192,2.0765524,2.0243711,0.0067714541763786,0.0334842642119077,0.0465036575761791,0.0383293414986278
499,1,0.0148931259993155,1.7763389,0.014041375625193,0.0069296659522155,1.6389912,1.6618499,0.0060777733034407,0.0242080035653419,0.0274859208662581,0.0181723380748579
503,2,0.0467197854290351,2.453857,0.0347860429014768,0.0258418444500689,2.3061745,2.2480054,0.0138929671003237,0.0548740700760981,0.1057834835600823,0.0976927252318185
509,1,0.0290587532136591,2.1219501,0.0205571350437664,0.0185027842826509,2.038009,2.0471344,0.0099976581181834,0.0362326389679813,0.0451512416867544,0.0379821105108942
515,1,0.0215688677074939,1.9477135,0.0134542633876703,0.0154524607962702,1.8508619,1.8302326,0.0073364211750082,0.0283247619829905,0.0379003802734577,0.0311483365128457
516,1,0.0249820343788459,2.0319102,0.016827917498292,0.0163179562228744,1.9331927,1.9379836,0.0081614963590175,0.0277937385745704,0.0378504037034627,0.0350404776046944
518,1,0.0137491176530737,1.8354657,0.0115107195005534,0.0078680225976982,1.6351628,1.5943881,0.0056293692940407,-0.0288741645939873,-0.0178428485573931,0.0247823592246569
525,1,0.014400558721812,1.8009216,0.0079490072713323,0.0071396336652908,1.5985172,1.4932328,0.0006873752855361,0.0252303644758823,0.0347988892770571,0.023974185605365
527,2,0.0437574333297956,2.3560877,0.0325344857694826,0.019824811893025,2.3430138,2.2947288,0.0085877777222081,0.0570465711719978,0.0559247119040658,0.0426340831165977
532,1,0.0294311248236216,2.2739365,0.0190015235976266,0.0192934497621856,2.2182028,2.1572251,0.0088597964541378,0.0393621900211013,0.0597783239738262,0.0498653780926303
533,1,0.036781181654621,2.2891583,0.025741808359028,0.0212031009705673,2.1956263,2.1725566,0.0101556449085874,0.0430710726744151,0.0542875238062115,0.0480040701029644
536,1,0.0134480738017786,1.8632143,0.0120726719773182,0.0056269869262482,1.5465107,1.462205,0.0042513946717384,0.0334987242837648,0.0426895382695408,0.0226492464607421
542,2,0.0474818081745281,2.4931405,0.0342195981877013,0.027710849648755,2.419268,2.3823237,0.0144323686725967,0.0579101402454889,0.1202944492349389,0.1099757052126205
544,2,0.049601614694428,2.6119077,0.0355697268425288,0.0281348189121203,2.5750225,2.5376332,0.0140837004771487,0.0620481004689171,0.0642777821459241,0.0518344690210796
548,2,0.0375964385753171,2.3654034,0.0254717894573363,0.0214936822006046,2.3015692,2.26999,0.0093598523467664,0.0464931680295806,0.1223624629439653,0.1135740110637344
552,1,0.0343302918116602,2.462777,0.0221982697569503,0.0276388732448018,2.4163017,2.3805034,0.0155028009443196,0.0415833777228092,0.1449952081521138,0.137876960504538
559,1,0.0313015106255726,2.214236,0.0216985329740374,0.0159665278261857,2.1725507,2.1001363,0.0063579989398774,0.0430909913513423,0.1137073141600109,0.1020388831454084
560,1,0.0155444469697091,1.8812803,0.010917935381797,0.0085161487358551,1.7698168,1.6769613,0.0038890050873119,0.0295074711142583,0.0390021490548329,0.0250463636558509
561,1,0.0178921822464999,1.8335525,0.0125034821830199,0.0123863148300375,1.7869369,1.7506572,0.0069968760849611,0.0273832623987669,0.0318450875533359,0.0223561153219748
562,1,0.0206643466789452,1.8405137,0.0119930662462068,0.0128463126446263,1.7654526,1.7487158,0.0041733476865142,0.0270519191250819,0.0338458883680525,0.0274606833362183
565,1,0.0314994960425187,2.2515707,0.0229206606529559,0.0164016897600844,2.0872624,2.0257876,0.0078177568793947,0.0325419168140652,0.042641146771733,0.0415995073623786
568,2,0.0395765294761246,2.3068495,0.0278617333993811,0.0237843249742466,2.215206,2.1931,0.0120599610338125,0.0482392200602175,0.0654775094372902,0.0568305455141224
570,1,0.0283287391792596,2.0846128,0.0187986685779554,0.0178256195711716,2.0225828,2.022282,0.0082918804676439,0.0357897688062231,0.0460976915866448,0.0386423937092322
577,1,0.0266131158874198,2.0531473,0.0188926758319355,0.0157620797022454,1.9392655,1.9614196,0.0080387346383052,0.022807519581186,0.029006211921965,0.0328104955319155
593,1,0.0179428458609507,1.88119,0.0146991437924444,0.0097461467164185,1.8295859,1.8298764,0.0065017945130622,0.0369773869703447,0.0499223580843914,0.0309045660973443
595,1,0.0216019176191494,1.9528776,0.014882640283023,0.0131458372229149,1.7758068,1.7798572,0.0064249666908201,0.0269034049544683,0.0395817979724206,0.0342844263156978
597,2,0.0390490133281574,2.353907,0.0283077896343942,0.0230782476743498,2.2170832,2.1765084,0.012328196988318,0.04767541877292,0.1159318441618104,0.1073969545193687
598,1,0.0328020962785475,2.2698004,0.0223243924573708,0.0202443516380856,2.211928,2.1939397,0.0097610414832023,0.0430395452950836,0.0542409511039627,0.0440135033194374
600,2,0.0318594690033384,2.1782064,0.021589551514956,0.019122830902242,2.0974388,2.0839758,0.0088475833493786,0.0400927429414073,0.0543918291423743,0.0461687269703569
606,1,0.023953717400905,2.0430338,0.0107306440045295,0.0179838519255675,2.0365605,1.9653305,0.0047585106855423,0.0321723463215872,0.0477998583928377,0.0395904560013053
612,2,0.0359055377190069,2.2923257,0.0239635633692141,0.0221589243260007,2.2576795,2.2476857,0.0102093699020788,0.0448956224775638,0.0553490309981396,0.0463675402025707
615,1,0.0149986206703215,2.0411432,0.0172106906800255,0.0035095917199944,1.8504988,1.6963497,0.005722188457948,-0.0302892716805876,-0.008734660974438,0.0365471170905244
619,1,0.0253041132921151,1.9757295,0.0166864737268428,0.0157263165482355,1.9016466,1.9066595,0.0071060002030728,0.031268607929162,0.0397121170525509,0.0337509000848318
623,1,0.0251803245864071,2.08546,0.0172426930074391,0.0140643586360132,2.0263731,1.9755981,0.0061239631882425,0.0368474871287321,0.0436291421184672,0.0319674317990238
624,1,0.0162215656058933,1.8468938,0.0066875072636388,0.0101582162676902,1.5799397,1.4608644,0.0006231839023554,0.0167128847686891,0.0338774230450446,0.0333865265019857
630,1,0.0271628109367742,2.202044,0.0161217537846493,0.0220176400635608,2.1860769,2.1478422,0.0109744148074565,0.0338302170536164,0.0456908299304086,0.0390291921025892
648,2,0.0452714818135465,2.7379923,0.0307824241775138,0.0259554460603731,2.7284749,2.6819355,0.0114504809806625,0.0585226553286339,0.1286731595199806,0.1155843880323416
