,CLASS1,HR_24
4374,1,0.0149161479092875
4381,1,0.020038899323342
4382,1,0.0074420672726855
4383,1,0.0149726027576206
4385,1,0.0205626463081552
4386,2,0.0234640050220548
4390,1,0.0153833444413926
4392,1,0.0009669166371807
4395,1,0.0005898812252356
4403,1,0.0211708965947998
4409,1,0.0163020651968283
4412,2,0.0276129501816524
4417,2,0.0267143563475824
4419,1,0.0089884089870706
4427,1,0.0154729046692314
4435,2,0.0257896927342961
4446,2,0.0189109604269141
4459,2,0.0254161248710734
4462,2,0.0287815535691624
4476,1,0.0210721639650442
4516,2,0.0229479668885716
4520,2,0.0282101715702758
4523,1,0.0143857339868373
4535,1,0.0115235102388874
4550,1,0.0177228859994616
4552,2,0.0300552004655356
4561,3,0.0230659878241951
4562,1,0.0155454080421347
4587,2,0.0265741536671389
4600,1,0.0160969448377857
4608,2,0.0236235843100553
4610,1,0.009099952275888
4613,2,0.0303710977750453
4621,2,0.0236487995376122
4628,2,0.0224189405621022
4641,1,0.0194687512980924
4647,2,0.0251742170166676
4667,2,0.029678958486015
4678,1,0.0196936152822193
4696,1,0.0170632063757654
4699,1,0.0221978474375164
4701,2,0.0247080457844912
4707,1,0.0165557340075849
4717,1,0.0130262874442422
4732,2,0.0336876753724793
4736,1,0.0121373331008667
4738,2,0.0231350904828325
4744,2,0.0246254492851751
4748,1,0.0129397739709785
4758,2,0.023132749832871
4777,1,0.0127793799064228
4780,2,0.0245998076377501
4788,1,0.0168002911605748
4791,1,0.0170360748573986
4830,2,0.0231404864337691
4849,1,0.0113338484259232
4890,1,0.0244688355782588
4908,1,0.0167816880324721
4941,2,0.0200687740557736
4952,2,0.0254709117949912
4957,2,0.0298419700862681
4958,1,0.01264756145168
4963,1,0.0164631916115572
4973,2,0.0258446663292594
4983,2,0.0247864144029882
4985,1,0.0116196588011184
5013,1,0.0091481716872804
5020,1,0.0114813870675612
5033,2,0.0227022727672198
5048,2,0.0231122583765511
5063,1,0.0098598353742594
5070,2,0.0274097434478813
5100,2,0.0235979539215346
5103,2,0.015425660835683
5107,2,0.0248792397652078
5111,1,0.0128987276043452
5116,1,0.0189744777381058
5135,1,0.0182911744998226
5153,1,0.0136547434011888
5160,1,0.0100669191349681
5172,1,0.0169810164954252
5177,1,0.0147200070100871
5194,2,0.0454004955227121
5206,2,0.0167334802028899
5215,1,0.0162142546051192
5219,1,0.016069466402605
5240,1,0.0207210429641786
5262,1,0.0123416647379283
5267,1,0.024181000988061
5280,1,0.0113830515309954
5322,1,0.0095595065067573
5328,1,0.0211237174461114
5339,2,0.0230637027568784
5348,2,0.0235202203956588
5355,2,0.0260358054894296
5381,1,0.0220718707798115
5388,2,0.02355205605583
5389,1,0.0103924943775658
5394,1,0.0190817418899718
5403,1,0.0195375821734717
5408,1,0.0145215109014324
5411,1,0.0116836621808143
5425,1,0.0088821272760799
5427,1,0.0110918895142961
5430,1,0.0099613969466327
5447,1,0.0164203679955456
5449,1,0.0126486606578414
5479,2,0.0237249653811002
5500,2,0.023304275727975
5505,1,0.0164907617061223
5513,1,0.0139264420694392
5533,1,0.0204535209337335
5540,1,0.0238484972240215
5580,1,0.0142857167531895
5582,2,0.0273857231320139
5583,1,0.0104844852363938
5592,1,0.0043449147112455
5618,1,0.0162754044029927
5624,2,0.0275030410723728
5666,1,0.0128831617963442
5673,2,0.0340832273705108
5686,1,0.0129535219517904
5688,1,0.0081766199441465
5705,1,0.0141785379975731
5712,1,0.0191847888433277
5741,2,0.022471157700693
5743,2,0.025052672472492
5749,1,0.0123188741495093
5754,2,0.0225876054742307
5756,1,0.0202536577532346
5759,1,0.0197021060723644
5775,2,0.0208253848632292
5792,1,-0.0010724130317053
5840,2,0.0175211952206719
5873,2,0.0254724259097746
5874,1,0.0141453355805033
5882,1,0.0106802458528389
5928,2,0.0261469682743273
5930,1,0.0136140357394765
5948,2,0.0239607067858018
5957,1,0.0142257318069665
5974,1,0.0152424228433716
5979,1,0.0124689127766771
5992,1,0.0168261578482224
5995,1,0.0102868719557951
6005,2,0.0201931320450758
6010,2,0.0223744069786312
6013,1,0.0186538149793255
6029,1,0.0123163535306102
6034,1,0.0183613822928256
6047,1,0.0099106672231334
6055,2,0.025683823234651
6056,1,0.0125524385687464
6072,1,0.0129748805794851
6077,2,0.0287928996372453
6085,1,0.0247635176505292
6091,1,0.0124124128935485
6092,1,0.0200241970173011
6099,1,0.0096257056900801
6101,1,0.0118815918209367
6104,1,0.0173830434004015
6125,1,0.015284246286799
6149,1,0.0241289318218423
6153,2,0.0238136535647129
6155,2,0.024498282529411
6162,2,0.0297982710621537
6166,2,0.0222436940220813
6170,1,0.0105980541406377
6178,1,0.0099147850604312
6183,1,0.0128336983522245
6184,2,0.0263179126283263
6186,2,0.0198286845576978
6188,1,0.0133133697783768
6192,1,0.0198929319834203
6195,1,0.0107016638533289
6203,1,0.0197378222570326
6204,2,0.0214157207275626
6206,2,0.0260660031010033
6215,2,0.0240847463473178
6222,1,0.0122763065157512
6227,1,0.0203241490024376
6231,2,0.0408509805126148
6232,1,0.014297086842758
6240,1,0.0140046489293394
6241,1,0.0158161811073839
6245,1,0.0209677897914904
6249,2,0.022241636929567
6253,1,0.0140184214084768
6271,1,0.0120839138971043
6274,1,0.0191616732577119
6277,1,0.0201065894336013
6283,2,0.0167909786426069
6285,1,0.0093775468963563
6288,1,0.0160936392395231
6289,2,0.0258972355189579
6293,2,0.0167775726871877
6295,1,0.0290918123023759
6296,2,0.0228599298502904
6298,2,0.0274836746504558
6312,1,0.0239436823476253
6316,2,0.0197130074850058
6319,2,0.0128039693307515
6324,1,0.0104508926661455
6330,1,0.0227388044349498
6341,2,0.0242300160688727
6342,1,0.0125808422698284
6347,2,0.0245365941372618
6352,1,0.0128119428556946
6361,2,0.0272937761418539
6362,1,0.0169439764632435
6373,1,0.0122338734692394
6374,2,0.0240459412650933
6380,1,0.0148310568106942
6382,1,0.0138470435461017
6407,1,0.0144634269245455
6408,1,0.014868013000956
6421,1,0.0252451523587774
6427,2,0.0196839319342664
6440,1,0.0091220490136779
6453,2,0.0274942565989622
6482,1,0.0155761949284773
6495,1,0.0152945067952352
6499,2,0.0292035009314746
6500,1,0.0161707952916922
6506,1,0.0168549961114644
6518,1,0.0135818417664357
6534,2,0.0233632342819008
6537,1,0.0167882712868389
6539,1,0.013226508134108
6546,1,0.0232587596094109
6565,2,0.0194488267354232
6571,2,0.0232734084186797
6579,2,0.0244552024456464
6584,1,0.0129733281450546
6598,1,0.0091823333202116
6603,1,0.0125947872031088
6607,1,0.0122440834405289
6611,1,0.0174597375954374
6612,1,0.0204987072478675
6615,1,0.014807168297446
6616,2,0.0229774318161682
6623,1,0.0129781896509425
6628,1,0.0162423655038928
6635,2,0.0275242534473003
6640,2,0.0219084948676305
6643,1,0.018203568069483
6645,2,0.0260265641423608
6648,1,0.0181483216360373
6654,2,0.0232880626952423
6658,1,0.0093664715269543
6663,2,0.0279787020190275
6665,2,0.0244045087938843
6669,1,0.0082884663804105
6673,1,0.015655337828323
6675,1,0.0019176748722631
6678,1,0.0065686412801168
6680,1,0.0069320029285701
6681,2,0.028701279478149
6682,2,0.0381080322138879
6690,2,0.0279803042764477
6693,1,0.0076388983068081
6698,1,0.0147621458485611
6701,2,0.0220609504087803
6703,2,0.0203305595931553
6705,1,0.0136931457357648
6706,1,0.0124074405279797
6710,1,0.0154530281754837
6711,1,0.0193522129343863
6717,2,0.0251212950706044
6719,2,0.0314181081366052
6721,1,0.0194849701765539
6723,2,0.0506147464793572
6725,2,0.0230879196132127
6727,1,0.0229114825571384
6733,1,0.0183185056765853
6739,2,0.0242032198951319
6756,2,0.0289108783491097
6760,2,0.0209903478670382
6763,1,0.0208096107872868
6764,2,0.0238041671422501
6765,2,0.0195490467616034
6774,1,0.0205267131527947
6782,2,0.0205251611372952
6787,1,0.0162880937105509
6790,1,0.0088365878757201
6804,1,0.0162306866098623
6810,2,0.0236456955940327
6818,1,0.0133594913987067
6824,1,0.0150663477272571
6829,2,0.0298718207725778
6831,2,0.0216700512630809
6832,2,0.026015634283498
6836,2,0.0235848332847922
6841,1,0.0180446023668812
6847,2,0.0253753978101576
6848,1,0.0189602482684317
6849,1,0.022520846293739
6850,2,0.021512027220555
6852,1,0.0200213864542417
6861,2,0.0203783635604631
6871,1,0.0192997518990518
6877,1,0.0175888994993402
6880,1,0.0149528051061133
6882,1,0.0129691995757883
6883,2,0.0183455633931514
6894,1,0.0156539475539256
6898,1,0.0137213095202907
6901,2,0.0199390002677901
6907,1,0.0112977180825898
6908,1,0.0193947745263554
6912,1,0.0192689773981873
6914,1,0.0120263194531864
6917,1,0.0157130099939699
6922,1,0.0131040654040004
6923,2,0.0266252933357755
6928,1,0.0177727336712947
6931,1,0.0173553078834505
6935,1,0.0166458883862071
6940,2,0.0258398525171788
6941,1,0.0177565570056998
6945,2,0.014447274500038
6947,1,0.0119627504124382
6948,1,0.0118354823249697
6953,2,0.0228778267712089
6965,1,0.0125155331408802
6982,1,0.0197325151264626
6983,2,0.0234926249689903
6986,2,0.029154355964815
6994,1,0.0118040101662129
7002,1,0.0105494285376858
7011,1,0.0145642793399018
7018,1,0.0107716563220759
7022,1,0.0043966411383087
7024,2,0.0205512060560892
7025,2,0.0217723036582151
7032,1,0.0082152104432285
7036,2,0.0224909255899393
7037,2,0.0253078306454029
7038,1,0.0136613833511606
7043,1,0.0093828217143535
7044,1,0.0172880759446886
7046,1,0.0172351886833928
7047,1,0.0167548902358821
7048,2,0.0231417808189258
7057,1,0.0206471868449994
7059,2,0.0316761685054777
7063,2,0.0226077174958852
7066,1,0.0139378901508424
7067,2,0.0234759530111809
7070,3,0.0192676685396096
7078,2,0.0240678320934246
7090,1,0.015716825960551
7092,2,0.0266445468107022
7096,1,0.0205826942775467
7098,2,0.023398739945228
7103,2,0.0249133192055395
7106,1,0.0167802260005165
7107,1,0.0152321903407327
7113,1,0.0099900036162341
7118,1,0.0069960681488364
7121,1,0.0173790677122339
7123,2,0.0192882971673217
7126,1,0.0155298539084184
7127,1,0.0236373014161346
7129,1,0.0124400156879365
7133,2,0.0215127186598314
7143,1,0.0171929087557331
7146,1,0.0121788497740065
7150,1,0.0137764752874346
7158,1,0.013028092428839
7160,1,0.0126625231598192
7162,2,0.023087357727456
7163,2,0.025713606040388
7168,1,0.0133139447051311
7170,1,0.0191800952986054
7171,1,0.0047120040551116
7179,2,0.0298006123845756
7180,1,0.0170031589111734
7182,1,0.0117570174703584
7190,1,0.0153786226121361
