,CLASS1,Frac_Variability,HR_24,Signif_Avg,Pivot_Energy,HR_35,HR_37,LP_Flux_Density,HR_36
80,1,0.2576234,0.000922932466841,11.777328,6929.809,0.0028820169798976,0.0165545352632777,7.59911e-15,0.0111689089851525
83,1,0.0,0.0178188263001802,6.9896655,4967.872,0.0098996054411863,0.1702171657350915,4.687125e-15,0.0184915850060865
84,1,0.0,0.0131010691472524,16.470945,7268.966,0.0126709188330811,0.022095058131025,8.0659754e-15,0.0187840090104202
85,1,0.19884299,0.0161053019704575,12.1987915,2113.031,0.0207421956346172,0.0340547517419825,6.413591e-14,0.0284588353733395
86,2,0.65228546,0.0391180612241817,19.939705,443.26532,0.0352527287213804,0.0739554209425667,7.258816e-12,0.0905955405288035
87,2,0.5252061,0.027110929865292,4.9909987,592.02905,0.0665118187540256,0.1025532603869072,9.857296e-13,0.0788567531262397
91,2,0.90885466,0.0280232877978365,28.707115,851.2023,0.0250757809010884,0.0916220801775947,2.1009665e-12,0.0997125390792284
92,1,0.2706897,0.0166902578006398,10.465015,1596.9047,0.0212336777189115,0.0873865735298024,1.1699035e-13,0.0255028342705885
93,1,0.10265498,0.0044530657416785,15.602418,3904.386,0.0117555196114059,0.0292857547633182,2.1489472e-14,0.0117122905494216
95,2,1.0447963,0.0331571619270337,7.9100785,406.54874,0.0730225359490864,0.0681004795548455,3.6782435e-12,0.0708206388646117
97,1,0.25407124,0.0174371820626267,22.789745,2267.393,0.0140281738949986,0.1285910684277724,1.2047839e-13,0.0276924414263413
98,2,1.3735869,0.026209313925954,18.718227,1445.7444,0.0350015037035905,0.1024802724717158,5.3134645e-13,0.1382554992406738
99,1,0.34476462,0.0191262323132705,14.484995,1725.0594,0.0213409902283923,0.106515120161865,1.3443498e-13,0.0300702656940429
101,1,0.4631552,0.014515832451954,8.11823,3655.1777,0.0115354037281175,0.0905112231667568,1.38172605e-14,0.0256237112198026
103,1,0.34275222,0.0178152660524711,29.602173,969.3571,0.0210821593283753,0.1295990270655027,8.6834945e-13,0.0281997259834786
104,1,0.34925744,0.017389538459918,7.882179,2153.0115,0.0246608340145095,0.0872904092205729,4.6829717e-14,0.0326867168721138
106,1,0.31218225,0.0160750499629742,27.131353,1939.0461,0.0158872281876792,0.1763649384739489,1.6362279e-13,0.0226319916071152
107,1,0.0,0.0118957227262477,9.646608,8737.983,0.0145014156442499,0.0149001155114112,2.4267435e-15,0.0233786638060706
109,1,0.18697871,0.0101938275969183,32.22765,1482.6697,0.0184089424164553,0.0889635078005851,3.880967e-13,0.0246417390562352
110,1,0.43549657,0.0186630726236681,61.90344,880.4098,0.0193871523501876,0.0478042134057007,3.5510807e-12,0.0337865423593512
114,2,0.46483153,0.0292115398660575,14.539717,404.76788,0.0702584870779077,0.0757091544432085,5.145898e-12,0.0828495674343995
115,2,0.5585473,0.0250431557203076,24.017208,917.8061,0.0313070275166469,0.1052970640948689,1.2857135e-12,0.0426260901953987
116,1,0.28340095,0.0137850818624747,9.318911,2089.8809,0.0217409318925282,0.1250209477497492,6.479953e-14,0.0314413214941964
122,2,2.0824275,0.0228968392546411,5.2781134,1318.8574,0.0190472136423783,0.0908050632189521,9.132995e-14,0.0866221018256805
124,2,0.0,0.0197667402055746,3.57752,3071.779,0.0554803708222638,0.0750926020057295,7.460176e-15,0.0102076461272884
131,1,0.3896722,0.0165557161741782,13.241903,2604.0557,0.0180828574892396,0.0803794896820007,3.1556765e-14,0.0173607437075721
134,2,1.6535703,0.0213238734743761,89.21285,635.79504,0.0239094759923014,0.1118524711561029,1.5294375e-11,0.0375869165924328
135,1,0.26373813,0.0181469192274081,4.079314,3903.0642,0.0146149355867743,0.0842814603649797,5.069518e-15,0.0167174798669813
136,1,0.27852362,0.0157435218867695,11.369533,1897.7698,0.0191348674693652,0.0998867915230275,8.402919e-14,0.0312629868586904
137,1,0.4917453,0.0176382625188252,19.135262,1398.9402,0.0259589540968764,0.0790144944178063,2.4648244e-13,0.0342739123089922
139,1,0.34903395,0.0211273770583693,5.1196513,2622.5342,0.0123227004694206,0.0908124649678043,1.6025613e-14,0.1196148430565347
141,1,0.7461387,-0.0021071294589939,14.667213,3260.5798,0.0114542139435384,0.105235654989713,2.8693536e-14,0.0157648929744169
142,2,0.70863044,0.0245162968944926,52.35371,644.55035,0.0310154838779969,0.088305677089728,5.876119e-12,0.0358735851379003
144,2,0.75941986,0.023470323407359,53.71871,580.7013,0.03103956010747,0.1048903620020501,9.980944e-12,0.1150025199184437
148,1,0.07789153,0.0022080168835287,8.388575,3550.6025,0.0152022920128501,0.0784140461451829,1.6054945e-14,0.0246161853155923
153,1,0.66033083,0.0228540579371318,6.9553857,1139.5641,0.0316978905678643,0.0801843206714113,1.484273e-13,0.0289371007848199
155,1,0.0,-0.0448889350253297,6.026091,8317.166,0.0155530380133093,0.0214133834067865,1.6884806e-15,0.0155972108152131
156,1,0.26706934,0.0106169701901536,76.817635,1674.1256,0.0113339448098318,0.0340269970127729,8.4164446e-13,0.0195312596662096
162,1,0.27859876,0.0098979771529752,36.550503,2297.5273,0.0133588882871046,0.0407657405216142,2.1648705e-13,0.021027120679859
164,1,0.99467087,0.0121859993897785,9.021272,2044.897,0.0188925638717857,0.0862040447069166,6.346496e-14,0.0729835836338596
166,1,0.54187524,0.011373893420757,69.93408,3312.808,0.0104277779494247,0.0243449333239943,2.8358793e-13,0.0181951653573719
170,2,0.3447841,0.0195842543475,7.0520163,1341.6981,0.0225247266302891,0.1119364085712103,1.3960606e-13,0.0791175538836459
171,1,0.491668,0.0192679942900207,23.327469,1555.3241,0.0179847713419477,0.0335521115380925,3.1431926e-13,0.0273971089680755
172,1,0.0,0.0239951005821965,7.230222,971.94495,0.0215104481732087,0.0938183559864636,2.762044e-13,0.1073375160523172
173,1,0.21633819,0.0140550888725049,18.241486,2534.6191,0.0147836636071171,0.0764229055391052,7.0205655e-14,0.022927846076655
174,2,1.2020161,0.0208645536186623,97.55795,651.15216,0.026452003876408,0.0947717069933315,1.2351523e-11,0.0345604806375442
175,3,0.3409177,0.0323453057309152,7.9600024,532.5513,0.0509357914918551,0.0699026689081409,1.9892243e-12,0.0363627474079691
176,2,0.249116,0.030769517299845,12.125998,429.48755,0.0615378644139011,0.1029082923188199,4.2753856e-12,0.1123587274903148
177,1,0.21209995,0.0073236243893411,12.513439,4434.8145,0.0149468379838474,0.0192013138413443,1.2325032e-14,0.0281934196721441
182,1,0.34986943,0.0170632720391262,10.816568,5442.4185,0.0121018755116511,0.0256219572446247,6.944199e-15,0.0195615298560744
183,1,0.6108893,0.0240182631702102,8.099487,1687.8866,0.0203972850539479,0.0346486911213158,7.091639e-14,0.0810658329280294
188,2,0.4613594,0.0208439274688924,7.380077,4588.6694,0.01570701746432,0.031770099786038,5.8283664e-15,0.0201045974569392
190,1,0.0,-0.0549906327984125,7.4016743,6109.009,0.0067785703424851,0.0728085309503123,3.5231253e-15,0.0163961849725189
191,1,0.0,0.0201746837709168,7.270876,3203.5183,0.0075312470332911,0.0482464317131003,1.489017e-14,0.0205589293654721
192,2,0.2779596,0.0183187402183216,16.853624,1624.0604,0.0220017775270647,0.1127194018508421,1.7911329e-13,0.0288999019148421
195,1,0.13105926,0.0175024634934737,9.823544,2815.2283,0.0189875947292837,0.0963139645156095,2.7898287e-14,0.0176036875182657
197,1,0.31231037,0.0066354511999482,11.949308,2666.2856,0.0133997583425028,0.1123644517608683,3.9742098e-14,0.0278222020678632
198,2,0.49642843,0.0143349031535183,67.48478,1393.5527,0.0159970849362484,0.0441674252326001,1.4347894e-12,0.0247507642358003
199,2,0.97684515,0.0297874320206867,6.0882926,928.62714,0.0204902377263546,0.1346313148643276,2.9448975e-13,0.0731960203536583
202,2,0.9120233,0.0278964305005656,17.578194,593.10406,0.0334102729320566,0.1656163279024501,1.8845069e-12,0.0328605062504758
203,1,0.818748,0.0107390759338454,47.78714,2118.0635,0.0128369210967623,0.0375609426908386,3.0710742e-13,0.0182796401672667
204,1,0.368834,0.0151281457100817,32.64234,2359.9734,0.0139281685907296,0.0353190240116525,1.852997e-13,0.0225940303697166
209,1,0.76364005,0.0159584471907134,21.445501,1896.5369,0.0190377158644343,0.1228609820915503,2.2770075e-13,0.0288985917458419
213,1,0.5644799,0.0162667289352449,27.240294,2448.3782,0.013133283193994,0.0340495565194897,1.09179735e-13,0.0237196041464511
215,2,1.4405203,0.0225875010293825,10.303153,1782.3665,0.0196649938191646,0.0995765598299481,1.11363074e-13,0.092995014194185
218,1,0.0,0.0226258843498135,8.034237,2790.8643,0.0174756437493475,0.0962962273624443,2.6038379e-14,0.0295948461338114
219,1,0.0,0.011497972767399,6.7207613,4289.091,0.0104443136895905,0.1140658659135954,9.25978e-15,0.0196955429144225
221,1,0.3549441,0.0165639171240279,13.841837,1588.0786,0.0179678658753154,0.0986903743615758,1.2302152e-13,0.0794797866235073
223,2,0.30836502,0.0274337523793281,8.885262,653.2341,0.0713999425250814,0.0855157380426236,6.9004584e-13,0.0952831055699035
224,1,0.46739912,0.017517086002846,54.94009,885.1005,0.0215562528532298,0.1263457206414397,2.9163555e-12,0.0369687650834847
225,2,1.1394556,0.025178559936098,44.944794,629.8015,0.022063821083004,0.10793054162737,4.704294e-12,0.0869648993065914
226,2,0.7945252,0.0216315333314482,30.092163,777.66565,0.026352048057965,0.0924065715565649,2.3459472e-12,0.0392654928114415
227,1,0.2655233,0.016487628501751,87.6642,954.7823,0.0173647690158248,0.0455835725773093,4.3266783e-12,0.0288493246402202
230,2,0.64903826,0.0247586923672016,28.416601,667.8174,0.0262875077681737,0.0855231843403748,3.4950543e-12,0.087657284238405
231,1,0.444219,0.0096140465869364,69.56279,2226.9585,0.0112314278274785,0.0349493240985338,3.732008e-13,0.0187176101635536
232,2,0.7548437,0.0335608210846353,17.510614,400.69135,0.0401220611406514,0.0758121943606928,7.946459e-12,0.0868949552167827
237,1,0.20691784,0.00992057939294,35.67798,2212.2485,0.0116823592222281,0.0332665789228971,1.7011007e-13,0.0171675987405602
241,1,0.32834288,0.0132551247636271,31.172943,2823.0833,0.0159384945194138,0.0320132395113585,1.11435085e-13,0.019163502089628
242,1,0.26946416,0.0121101072343477,37.178997,1485.3032,0.0156946319649063,0.1064635504661361,4.7446205e-13,0.0331177484451587
243,1,0.0,0.0156839367913462,5.8337083,1902.6592,0.0233960234068328,0.0776902198703085,3.9601518e-14,0.0755448475319803
244,1,0.0,0.022698065526223,8.82647,1148.9075,0.0278090431828783,0.0726452526174181,1.7201175e-13,0.1061323780656184
246,1,0.28993422,0.0178015175020513,6.0413914,1638.2504,0.0161759655751203,0.1154201420206512,6.526106e-14,0.0788895827845789
250,3,0.0,0.0232085040966396,11.878226,1049.3574,0.0184977027199661,0.1088577817912198,3.472064e-13,0.0527410683053883
253,2,0.5408107,0.0230339787239761,16.018517,883.48114,0.0307416295451745,0.0983479989222458,8.6943284e-13,0.035609955781556
254,1,0.3344144,0.0170670408708507,45.370388,1025.1377,0.0210090530197275,0.0957621769932347,1.4448372e-12,0.0433038488238049
256,1,0.0,-0.0604935685690857,4.63588,12964.618,-0.0117891212112081,0.0630434685769723,7.482338e-16,-0.0116460202859908
258,2,1.7936959,0.0129391032100606,7.4848595,1760.7802,0.0205142913540499,0.0742136512409666,7.4032204e-14,0.0589434509316351
260,2,0.31880388,0.0241209446605531,6.7264857,1075.1997,0.0134772962072925,0.0832630235253717,1.9412851e-13,0.0864020436071056
261,1,0.0,0.0135596225229686,13.494346,4659.956,0.0066721675443493,0.0257649130790891,1.3757528e-14,0.0146282202965433
263,1,0.3493424,0.0091691394954032,10.799742,2548.151,0.0139465684198959,0.0895496679482563,3.424637e-14,0.0790683225006637
264,2,0.38868824,0.0248088932828338,5.6946473,515.3072,0.0528424934264235,0.0688968299949816,1.0188361e-12,0.0757424929491535
266,1,0.2758661,0.0127722280632917,50.52877,1438.547,0.0157481675983688,0.0970239150234587,8.911409e-13,0.0304791779627845
267,1,0.34804755,0.0184720659483572,6.2862473,1669.3369,0.0231250100402791,0.0820099626174309,6.1225324e-14,0.0817920280171726
269,2,0.35751686,0.0258400823770545,4.793159,650.9543,0.0633082852227436,0.0932363870416597,6.3875077e-13,0.0733488507889346
270,1,0.0,0.0153255096765392,6.313219,7825.2285,0.0081995923696572,0.0785451858270243,1.5915373e-15,0.0084152738276919
271,2,0.049925502,0.0393309156308595,4.269817,1086.1246,0.1156402144630101,0.1092193103464615,1.2106276e-13,0.0218509564020485
277,2,0.9435036,0.0308642379241043,14.9023905,427.2214,0.031535992882895,0.0759565776830157,5.8113037e-12,0.0357258248171222
278,1,0.5016356,0.0162852131967217,6.980668,2714.3333,0.0162725203970377,0.0766132092591854,2.3677354e-14,0.017975467751206
281,2,0.7865966,0.0213771523532847,59.444836,1837.2594,0.0222995403566599,0.0451999961097227,1.3686524e-12,0.0361212346455741
285,1,0.0,0.0196678899463453,8.742901,1932.7537,0.0190125135485962,0.0840388328876302,6.345988e-14,0.0252373273462004
286,1,0.39539698,0.007196246492014,26.588034,3320.7654,0.013161983026967,0.0293936987589032,7.295687e-14,0.0197207649064789
287,1,0.9128728,0.0144463242623772,9.098306,2347.4316,0.0173915429672487,0.0799482473361579,4.2939034e-14,0.0266426959324078
290,2,0.66361696,0.0308832095772613,16.462927,449.92404,0.0296775777393519,0.0954570333644074,4.23353e-12,0.1417195048937647
291,1,0.8237543,0.01977275088354,23.681274,779.1218,0.0325715169541303,0.1264703332831807,1.4847088e-12,0.0326973341842137
292,1,1.0396643,0.0175286203644617,2.943237,1000.0,0.0220877331723561,0.098938849111209,1.1854116e-13,0.0709866147701578
293,1,1.2410218,0.0375265565666955,5.79123,574.06396,0.0238437974231748,0.0853892471276141,9.863772e-13,0.08486236893654
297,1,0.3325429,0.0180874347915617,8.7685585,1565.0364,0.0290523504228898,0.0796532755164691,9.535658e-14,0.0311061102152955
298,1,1.0308502,0.0184955604547901,8.750334,2363.517,0.0178446899002913,0.0986050494398046,3.5969312e-14,0.0276702425231169
301,2,0.078214355,0.0272573186540331,8.110159,819.1394,0.0304666870646652,0.0543315121119428,5.8408904e-13,0.1129596547223463
302,2,0.9711829,0.0250400988576839,216.54633,461.98013,0.0299581145372331,0.1941219433075907,1.2720666e-10,0.0534452440362259
303,1,0.09274889,0.0136307254666605,25.096943,1553.1144,0.0155921949382302,0.1242833123601267,3.2142743e-13,0.035323920770898
305,2,1.1002387,0.0296408387619525,34.527103,1018.31445,0.033323371697461,0.0650084693541287,3.2656395e-12,0.1287307264601433
307,1,0.3274981,0.0067802679222179,12.361202,4377.511,0.015687771657646,0.0247538227134956,1.1281467e-14,0.0176367197774787
308,1,0.14599109,0.0166493709380695,46.39756,3649.7273,0.0145900115469353,0.0346032781531882,1.5578837e-13,0.0225710536079722
309,1,0.0,0.020892717367147,5.9618673,7445.896,0.0094852863542506,0.017280152862642,1.8682747e-15,0.0689635650046312
312,1,0.28900188,0.0183314915309073,12.511329,2873.151,0.0160448557171519,0.0305715757419868,3.1801323e-14,0.0193859204302399
315,1,0.0,0.0108742758760023,6.3017282,4497.4937,0.0145638440372253,0.0742762819686132,6.937816e-15,0.0149126248566431
318,2,0.34870806,0.0313589767755044,14.940613,503.13306,0.0319328453501319,0.0932532307750964,2.7189535e-12,0.1130339508714662
319,1,0.37257105,0.0178567891302745,155.20131,776.33264,0.0196566988413879,0.0527974406510162,1.6273611e-11,0.030980867786037
320,2,0.52293426,0.0321573158767094,6.812342,914.672,0.0269092561109851,0.1006717485401114,4.423198e-13,0.087748537812209
322,1,0.0,0.0075533355018099,5.5944524,3221.823,0.012147962089216,0.0712371357173284,1.1541854e-14,0.0906678315195959
323,1,0.0,0.0128181437659841,17.96409,2050.6216,0.0146145761035431,0.1089461429610895,9.505695e-14,0.0320277037478014
325,2,0.76530045,0.0232232444495859,70.55322,555.12805,0.0283206201841278,0.1024591161798592,1.3550956e-11,0.0377014575401217
326,2,0.86603665,0.0254909289015775,21.271841,585.7902,0.0300706062945108,0.0908070677703605,2.323596e-12,0.1031127090358789
327,2,1.0150174,0.0197033004944445,38.742313,1153.0234,0.0207620115349868,0.1279753559224062,1.277995e-12,0.0336194266009347
328,1,0.30948216,0.0265090632261554,11.205218,883.7337,0.0227109261900241,0.087576499030668,6.463689e-13,0.0862789158965393
330,1,0.379281,0.0176649687337938,37.64927,1621.4591,0.0177864619809951,0.0986145413544047,4.884237e-13,0.0272077814613714
331,1,0.41812518,0.0138618130764708,10.510932,7858.0493,0.0119049744079372,0.021735085063547,2.8453723e-15,0.0141954755795458
333,2,0.70797324,0.0309297925360595,13.947945,647.2438,0.0322412543263486,0.0913489308079749,1.7092876e-12,0.0246573447496181
336,1,0.20147334,0.01659851726384,41.88115,1187.8068,0.0202022039725566,0.0429696906442101,1.129604e-12,0.0308500918063017
337,1,0.7662553,0.0154844615380607,47.701366,2526.1877,0.0133328688647985,0.0352271928337888,2.6090146e-13,0.0204430429648553
338,2,0.8799592,0.0236489708335375,30.647429,737.8447,0.0211035118971741,0.1141920152462642,2.309534e-12,0.0397776098639741
339,1,0.37265995,0.0017411992731172,10.9284935,4997.5635,0.0133561494733483,0.0794034260259959,9.7948925e-15,0.0195755391250222
340,1,0.03718294,0.0118424545010684,15.63953,2546.6372,0.0126220394037826,0.1159633286074136,4.1906257e-14,0.0235455919739885
341,1,0.577754,0.0225519442306954,6.0456643,2594.9897,0.0165720127783299,0.0889504698678111,1.6865568e-14,0.0326551400456935
342,2,0.0,0.0298664349125873,4.711715,655.27325,0.1028384196305601,0.0837072840790632,4.6893907e-13,0.0748878164078286
344,1,0.0,0.0118655337294878,3.9587195,4188.721,-0.0024910891615582,0.1139445101560168,4.005448e-15,0.000870912757594
345,2,0.99932146,0.0224010939876702,26.498932,1094.6694,0.0233525472687585,0.0995658801662248,1.0690321e-12,0.1079750014882435
349,2,0.57976186,0.0210919318848924,57.702072,1049.114,0.023757741717293,0.1674943180106877,2.9393428e-12,0.0385558562007116
350,1,0.0,0.0088038191394909,17.84154,3083.7349,0.0105895810288488,0.0681704872648319,3.8382268e-14,0.0177899708921456
352,1,0.0,0.0185898971473278,4.3986087,1587.877,0.0294038897807071,0.1166098367429564,5.857805e-14,0.0737304765358275
356,1,0.13753784,0.0138372798944392,91.17019,1145.064,0.0157085877721359,0.037494161243953,2.4088739e-12,0.0235304323548254
360,2,0.0,0.0101975190913367,4.344359,4168.456,0.0150935994438801,0.1023670693410766,5.4390328e-15,0.0250141328722643
361,1,0.2866901,0.0134493810668007,15.483045,2938.1946,0.0172340814626482,0.1110026405703497,3.280714e-14,0.0182250837556958
365,1,0.35518366,0.0145914159556382,15.22335,7320.02,0.0032780666374612,0.0177650767366268,6.2941265e-15,0.0075237672600127
366,1,0.0,0.0249211785817746,5.2642193,7572.9297,0.0114276507678698,0.0224977054077113,1.4891216e-15,0.0212939076240503
367,1,0.2986392,0.0137397450911966,24.63712,3197.745,0.0153483792974916,0.0287561183914663,5.6115858e-14,0.0188101266698787
370,1,1.0216829,0.0205607730604453,9.006327,1578.9011,0.0185658809471179,0.0312079860701811,1.02951766e-13,0.0929850185525753
372,2,0.0,0.0256544935818664,5.328333,753.21234,0.0381436797401158,0.096690481148937,3.404014e-13,0.0866484362753775
373,1,0.49980885,0.0172789185868904,28.198174,970.0506,0.0220361489152514,0.0906690408374426,8.811564e-13,0.0603008654415445
375,2,0.0,0.033871588778394,7.8138394,382.92303,0.06241479847307,0.0936837905415547,4.059267e-12,0.0768386669577887
379,2,1.170488,0.0279054514388645,13.1522255,705.30426,0.0290805626334878,0.0908537874060705,1.1111264e-12,0.1081205325461369
383,1,0.0,0.021327823643874,6.4977074,3093.7573,0.0157178845611508,0.0848579919021934,1.5094236e-14,0.0227272659329018
384,1,0.12554996,0.0179517140451509,25.454832,1104.9729,0.0198898700322966,0.1041774928352699,6.892214e-13,0.1134953061023238
385,1,0.96830565,0.0137075069506775,17.10013,2696.778,0.0126225231212037,0.0814755271509696,6.130067e-14,0.0225544916485564
386,1,0.0,0.0411561333785972,4.2376213,2289.7893,0.0221375062854641,0.1277755621181326,2.2845126e-14,0.0243529835136605
388,1,0.53676236,0.0238305197607691,7.8437347,991.3033,0.0271239998702417,0.0783443474285084,3.3376072e-13,0.0290415204221856
395,2,0.840678,0.0159709363242971,7.1214323,2295.3474,0.0182626224152981,0.1272937939687356,3.867036e-14,0.1210052353222846
398,1,0.060885843,0.0091403161390109,10.988258,2480.4307,0.0144211029677242,0.1009617055004623,4.2875768e-14,0.0831589090764825
399,2,0.69751227,0.0266319941004973,20.428009,572.5509,0.0267728667152913,0.1088619887037518,3.3658857e-12,0.0339672756850043
402,1,0.5288636,0.0072558304607844,38.43588,4006.6326,0.0119737231561862,0.029278501872685,1.0208316e-13,0.0188023317469726
406,2,0.44215408,0.0232426932956188,65.05709,715.51337,0.0241860605363765,0.107201099066721,6.4049634e-12,0.0721345283835902
407,2,0.0,0.0037251130134444,9.965991,2938.8613,0.0146175724699536,0.0733425570096342,2.7193595e-14,0.0250892065871214
408,1,0.0,0.0166413265089746,14.5246,1831.0087,0.02128623891675,0.0993383726347756,8.536557e-14,0.0218753829492388
412,2,1.1010146,0.0234165945575039,59.269447,642.4592,0.025176459297403,0.0891232514687304,6.43264e-12,0.106624480581487
416,2,0.8298214,0.0250642359254788,12.648095,689.7049,0.0948601528522907,0.0798263854563686,8.7933355e-13,0.0851708725996656
417,1,0.16313803,0.0116517212181394,30.855371,2301.4739,0.0128272696396433,0.0341353572375225,1.8415105e-13,0.0229912674077768
419,1,0.36152413,-0.0222761630277571,5.076831,8688.648,0.0375364337601917,0.0756204858338861,1.7261782e-15,0.0128393278039073
423,1,0.15536742,0.0086079528112373,104.148834,2421.055,0.0094904399322219,0.0377783335988891,7.7568366e-13,0.0190935489572756
426,2,0.95034295,0.0215860365316559,70.62777,738.83,0.0256101260809421,0.1027906891096671,7.914135e-12,0.0440378667722508
428,2,0.0,0.0278428748778356,4.927248,425.55124,0.0831704078567638,0.0645164400030758,2.1430709e-12,0.0620085503357808
429,2,0.8475463,0.0281723383057522,38.22627,404.0092,0.0325128816017969,0.0849349970059401,1.2547221e-11,0.0817968551501528
430,1,0.31523117,0.0158358711999,40.553074,3459.0796,0.0158164994707492,0.0287652154996448,1.3489813e-13,0.0218564538709044
431,1,0.48239565,0.014082806490572,15.999188,3155.156,0.0157661416063225,0.0437126061197248,4.0652808e-14,0.0200737825540343
434,1,0.23253256,0.0191588918012559,16.476215,1608.5587,0.017398618358601,0.0931943773806256,1.458737e-13,0.0335740849265951
437,1,0.5349019,0.0232843138375896,7.8558993,1483.4222,0.0220355506991741,0.080169988555603,1.2018174e-13,0.0962941393271933
443,1,0.44392523,0.0136096501000879,7.608292,4313.077,0.0088887138850838,0.0947768671504389,1.0059004e-14,0.021228108031267
445,1,0.6684058,0.018700309802729,87.57336,762.67505,0.0201627856667447,0.0454470289109377,7.2409813e-12,0.033024222297597
447,1,0.6692759,0.0188305385379465,6.682879,1997.585,0.0172444339161691,0.0795284039254405,3.581034e-14,0.0699017855169971
450,2,0.61903656,0.0260063711077934,9.924049,851.6177,0.027066223291561,0.0302059832170883,4.4454395e-13,0.0336834868101513
451,1,0.39411476,0.0127767506808785,45.684544,1701.2908,0.0140653001034886,0.0342037617486397,3.3008684e-13,0.0181439949838719
454,1,0.30240378,0.0184968624959399,111.308716,863.61633,0.021824846760366,0.0985895500361154,9.330115e-12,0.0347550994623152
455,2,1.5690353,0.0314886216399967,26.445267,407.73953,0.0330349939918909,0.0779566239660908,8.526586e-12,0.080009467404404
457,1,0.53462356,0.0136608904139998,21.65224,1465.6677,0.0212808650989229,0.0341847024283943,2.1808598e-13,0.0287569256896531
459,1,0.0,0.0128139832130802,15.893586,1753.6908,0.0159822269320906,0.0960943155078261,1.160884e-13,0.0319262091615955
